anno,date,weekday,evento
2024,2024-02-22,Thursday,Cattedra di San Pietro Apostolo
2024,2024-02-25,Sunday,2° Domenica di Quaresima
2024,2024-03-03,Sunday,3° Domenica di Quaresima
2024,2024-03-10,Sunday,Domenica Laetare
2024,2024-03-17,Sunday,5° Domenica di Quaresima
2024,2024-03-19,Tuesday,Solennità di San Giuseppe
2024,2024-03-24,Sunday,Domenica delle Palme
2024,2024-03-25,Monday,Lunedì della settimana Santa
2024,2024-03-26,Tuesday,Martedì della settimana Santa
2024,2024-03-27,Wednesday,Mercoledì della settimana Santa
2024,2024-03-28,Thursday,Giovedì Santo (Messa del Crisma)
2024,2024-03-28,Thursday,Giovedì Santo (In Cena Domini)
2024,2024-03-29,Friday,Venerdì Santo (Passione del Signore)
2024,2024-03-29,Friday,Inizio Novena alla Divina Misericordia
2024,2024-03-30,Saturday,Sabato Santo
2024,2024-03-31,Sunday,Pasqua - Risurrezione del Signore
2024,2024-04-01,Monday,Lunedì dell'Angelo
2024,2024-04-07,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2024,2024-04-08,Monday,Festa dell'Annunciazione
2024,2024-04-14,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2024,2024-04-21,Sunday,4° Domenica di Pasqua (Jubilate)
2024,2024-04-28,Sunday,5° Domenica di Pasqua (Cantate)
2024,2024-05-01,Wednesday,San Giuseppe Lavoratore
2024,2024-05-05,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2024,2024-05-10,Friday,Inizio Novena di Pentecoste
2024,2024-05-12,Sunday,Ascensione di Gesù
2024,2024-05-19,Sunday,Pentecoste
2024,2024-05-26,Sunday,Solennità della Santissima Trinità
2024,2024-05-31,Friday,Visitazione della Beata Vergine Maria
2024,2024-06-02,Sunday,Santissimo Corpo e Sangue di Cristo
2024,2024-06-07,Friday,Santissimo Cuore di Gesù
2024,2024-06-09,Sunday,10° D.T.O.
2024,2024-06-16,Sunday,11° D.T.O.
2024,2024-06-23,Sunday,12° D.T.O.
2024,2024-06-24,Monday,Natività di San Giovanni Battista
2024,2024-06-29,Saturday,Santi Pietro e Paolo Apostoli
2024,2024-06-30,Sunday,13° D.T.O.
2024,2024-07-07,Sunday,14° D.T.O.
2024,2024-07-14,Sunday,15° D.T.O.
2024,2024-07-16,Tuesday,Beata Vergine Maria del Monte Carmelo
2024,2024-07-21,Sunday,16° D.T.O.
2024,2024-07-25,Thursday,San Giacomo
2024,2024-07-28,Sunday,17° D.T.O.
2024,2024-08-04,Sunday,18° D.T.O.
2024,2024-08-06,Tuesday,Trasfigurazione del Signore
2024,2024-08-11,Sunday,19° D.T.O.
2024,2024-08-15,Thursday,Assunzione della Beata Vergine Maria
2024,2024-08-18,Sunday,20° D.T.O.
2024,2024-08-25,Sunday,21° D.T.O.
2024,2024-09-01,Sunday,22° D.T.O.
2024,2024-09-08,Sunday,Natività della Beata Vergine Maria
2024,2024-09-12,Thursday,Santissimo nome di Maria
2024,2024-09-14,Saturday,Esaltazione della Santa Croce
2024,2024-09-15,Sunday,24° D.T.O.
2024,2024-09-22,Sunday,25° D.T.O.
2024,2024-09-29,Sunday,26° D.T.O.
2024,2024-10-06,Sunday,27° D.T.O.
2024,2024-10-07,Monday,Madonna del Rosario
2024,2024-10-13,Sunday,28° D.T.O.
2024,2024-10-20,Sunday,29° D.T.O.
2024,2024-10-24,Thursday,Inizio Novena dei morti
2024,2024-10-27,Sunday,30° D.T.O.
2024,2024-11-01,Friday,Solennità di tutti i Santi
2024,2024-11-02,Saturday,Commemorazione dei defunti
2024,2024-11-03,Sunday,31° D.T.O.
2024,2024-11-09,Saturday,Dedicazione Basilica Lateranense
2024,2024-11-10,Sunday,32° D.T.O.
2024,2024-11-17,Sunday,33° D.T.O.
2024,2024-11-21,Thursday,Presentazione della Beata Vergine Maria
2024,2024-11-22,Friday,Santa Cecilia patrona musica
2024,2024-11-24,Sunday,34° D.T.O. - Solennità di Cristo Re
2024,2024-11-29,Friday,Inizio Novena all'immacolata
2024,2024-12-01,Sunday,1° Domenica di Avvento
2024,2024-12-08,Sunday,Immacolata Concezione
2024,2024-12-08,Sunday,2° Domenica di Avvento
2024,2024-12-10,Tuesday,Madonna di Loreto
2024,2024-12-13,Friday,Santa Lucia
2024,2024-12-15,Sunday,3° Domenica di Avvento - Gaudete
2024,2024-12-16,Monday,Inizio Novena di Natale
2024,2024-12-22,Sunday,4° Domenica di Avvento
2024,2024-12-25,Wednesday,Natale del Signore
2024,2024-12-26,Thursday,Santo Stefano
2024,2024-12-29,Sunday,Festa della Sacra Famiglia
2024,2024-12-31,Tuesday,Messa di Ringraziamento
2025,2025-01-01,Wednesday,Maria Santissima Madre di Dio
2025,2025-01-01,Wednesday,Giornata mondiale della pace
2025,2025-01-03,Friday,Santissimo nome di Gesù
2025,2025-01-06,Monday,Epifania del Signore
2025,2025-01-12,Sunday,Battesimo del Signore
2025,2025-01-19,Sunday,2° D.T.O.
2025,2025-01-25,Saturday,Conversione di San Paolo apostolo
2025,2025-01-26,Sunday,3° D.T.O.
2025,2025-02-02,Sunday,Presentazione del Signore (Candelora)
2025,2025-02-09,Sunday,5° D.T.O.
2025,2025-02-11,Tuesday,Madonna di Lourdes
2025,2025-02-16,Sunday,6° D.T.O.
2025,2025-02-22,Saturday,Cattedra di San Pietro Apostolo
2025,2025-02-23,Sunday,7° D.T.O.
2025,2025-03-02,Sunday,8° D.T.O.
2025,2025-03-05,Wednesday,Mercoledì delle ceneri
2025,2025-03-09,Sunday,1° Domenica di Quaresima
2025,2025-03-16,Sunday,2° Domenica di Quaresima
2025,2025-03-19,Wednesday,Solennità di San Giuseppe
2025,2025-03-23,Sunday,3° Domenica di Quaresima
2025,2025-03-25,Tuesday,Festa dell'Annunciazione
2025,2025-03-30,Sunday,Domenica Laetare
2025,2025-04-06,Sunday,5° Domenica di Quaresima
2025,2025-04-13,Sunday,Domenica delle Palme
2025,2025-04-14,Monday,Lunedì della settimana Santa
2025,2025-04-15,Tuesday,Martedì della settimana Santa
2025,2025-04-16,Wednesday,Mercoledì della settimana Santa
2025,2025-04-17,Thursday,Giovedì Santo (Messa del Crisma)
2025,2025-04-17,Thursday,Giovedì Santo (In Cena Domini)
2025,2025-04-18,Friday,Venerdì Santo (Passione del Signore)
2025,2025-04-18,Friday,Inizio Novena alla Divina Misericordia
2025,2025-04-19,Saturday,Sabato Santo
2025,2025-04-20,Sunday,Pasqua - Risurrezione del Signore
2025,2025-04-21,Monday,Lunedì dell'Angelo
2025,2025-04-27,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2025,2025-05-01,Thursday,San Giuseppe Lavoratore
2025,2025-05-04,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2025,2025-05-11,Sunday,4° Domenica di Pasqua (Jubilate)
2025,2025-05-18,Sunday,5° Domenica di Pasqua (Cantate)
2025,2025-05-25,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2025,2025-05-30,Friday,Inizio Novena di Pentecoste
2025,2025-05-31,Saturday,Visitazione della Beata Vergine Maria
2025,2025-06-01,Sunday,Ascensione di Gesù
2025,2025-06-08,Sunday,Pentecoste
2025,2025-06-15,Sunday,Solennità della Santissima Trinità
2025,2025-06-22,Sunday,Santissimo Corpo e Sangue di Cristo
2025,2025-06-24,Tuesday,Natività di San Giovanni Battista
2025,2025-06-27,Friday,Santissimo Cuore di Gesù
2025,2025-06-29,Sunday,Santi Pietro e Paolo Apostoli
2025,2025-07-06,Sunday,14° D.T.O.
2025,2025-07-13,Sunday,15° D.T.O.
2025,2025-07-16,Wednesday,Beata Vergine Maria del Monte Carmelo
2025,2025-07-20,Sunday,16° D.T.O.
2025,2025-07-25,Friday,San Giacomo
2025,2025-07-27,Sunday,17° D.T.O.
2025,2025-08-03,Sunday,18° D.T.O.
2025,2025-08-06,Wednesday,Trasfigurazione del Signore
2025,2025-08-10,Sunday,19° D.T.O.
2025,2025-08-15,Friday,Assunzione della Beata Vergine Maria
2025,2025-08-17,Sunday,20° D.T.O.
2025,2025-08-24,Sunday,21° D.T.O.
2025,2025-08-31,Sunday,22° D.T.O.
2025,2025-09-07,Sunday,23° D.T.O.
2025,2025-09-08,Monday,Natività della Beata Vergine Maria
2025,2025-09-12,Friday,Santissimo nome di Maria
2025,2025-09-14,Sunday,Esaltazione della Santa Croce
2025,2025-09-21,Sunday,25° D.T.O.
2025,2025-09-28,Sunday,26° D.T.O.
2025,2025-10-05,Sunday,27° D.T.O.
2025,2025-10-07,Tuesday,Madonna del Rosario
2025,2025-10-12,Sunday,28° D.T.O.
2025,2025-10-19,Sunday,29° D.T.O.
2025,2025-10-24,Friday,Inizio Novena dei morti
2025,2025-10-26,Sunday,30° D.T.O.
2025,2025-11-01,Saturday,Solennità di tutti i Santi
2025,2025-11-02,Sunday,31° D.T.O.
2025,2025-11-02,Sunday,Commemorazione dei defunti
2025,2025-11-09,Sunday,Dedicazione Basilica Lateranense
2025,2025-11-16,Sunday,33° D.T.O.
2025,2025-11-21,Friday,Presentazione della Beata Vergine Maria
2025,2025-11-22,Saturday,Santa Cecilia patrona musica
2025,2025-11-23,Sunday,34° D.T.O. - Solennità di Cristo Re
2025,2025-11-29,Saturday,Inizio Novena all'immacolata
2025,2025-11-30,Sunday,1° Domenica di Avvento
2025,2025-12-07,Sunday,2° Domenica di Avvento
2025,2025-12-08,Monday,Immacolata Concezione
2025,2025-12-10,Wednesday,Madonna di Loreto
2025,2025-12-13,Saturday,Santa Lucia
2025,2025-12-14,Sunday,3° Domenica di Avvento - Gaudete
2025,2025-12-16,Tuesday,Inizio Novena di Natale
2025,2025-12-21,Sunday,4° Domenica di Avvento
2025,2025-12-25,Thursday,Natale del Signore
2025,2025-12-26,Friday,Santo Stefano
2025,2025-12-28,Sunday,Festa della Sacra Famiglia
2025,2025-12-31,Wednesday,Messa di Ringraziamento
2026,2026-01-01,Thursday,Maria Santissima Madre di Dio
2026,2026-01-01,Thursday,Giornata mondiale della pace
2026,2026-01-03,Saturday,Santissimo nome di Gesù
2026,2026-01-06,Tuesday,Epifania del Signore
2026,2026-01-11,Sunday,Battesimo del Signore
2026,2026-01-18,Sunday,2° D.T.O.
2026,2026-01-25,Sunday,Conversione di San Paolo apostolo
2026,2026-02-01,Sunday,4° D.T.O.
2026,2026-02-02,Monday,Presentazione del Signore (Candelora)
2026,2026-02-08,Sunday,5° D.T.O.
2026,2026-02-11,Wednesday,Madonna di Lourdes
2026,2026-02-15,Sunday,6° D.T.O.
2026,2026-02-18,Wednesday,Mercoledì delle ceneri
2026,2026-02-22,Sunday,Cattedra di San Pietro Apostolo
2026,2026-02-22,Sunday,1° Domenica di Quaresima
2026,2026-03-01,Sunday,2° Domenica di Quaresima
2026,2026-03-08,Sunday,3° Domenica di Quaresima
2026,2026-03-15,Sunday,Domenica Laetare
2026,2026-03-19,Thursday,Solennità di San Giuseppe
2026,2026-03-22,Sunday,5° Domenica di Quaresima
2026,2026-03-25,Wednesday,Festa dell'Annunciazione
2026,2026-03-29,Sunday,Domenica delle Palme
2026,2026-03-30,Monday,Lunedì della settimana Santa
2026,2026-03-31,Tuesday,Martedì della settimana Santa
2026,2026-04-01,Wednesday,Mercoledì della settimana Santa
2026,2026-04-02,Thursday,Giovedì Santo (Messa del Crisma)
2026,2026-04-02,Thursday,Giovedì Santo (In Cena Domini)
2026,2026-04-03,Friday,Venerdì Santo (Passione del Signore)
2026,2026-04-03,Friday,Inizio Novena alla Divina Misericordia
2026,2026-04-04,Saturday,Sabato Santo
2026,2026-04-05,Sunday,Pasqua - Risurrezione del Signore
2026,2026-04-06,Monday,Lunedì dell'Angelo
2026,2026-04-12,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2026,2026-04-19,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2026,2026-04-26,Sunday,4° Domenica di Pasqua (Jubilate)
2026,2026-05-01,Friday,San Giuseppe Lavoratore
2026,2026-05-03,Sunday,5° Domenica di Pasqua (Cantate)
2026,2026-05-10,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2026,2026-05-15,Friday,Inizio Novena di Pentecoste
2026,2026-05-17,Sunday,Ascensione di Gesù
2026,2026-05-24,Sunday,Pentecoste
2026,2026-05-31,Sunday,Solennità della Santissima Trinità
2026,2026-05-31,Sunday,Visitazione della Beata Vergine Maria
2026,2026-06-07,Sunday,Santissimo Corpo e Sangue di Cristo
2026,2026-06-12,Friday,Santissimo Cuore di Gesù
2026,2026-06-14,Sunday,11° D.T.O.
2026,2026-06-21,Sunday,12° D.T.O.
2026,2026-06-24,Wednesday,Natività di San Giovanni Battista
2026,2026-06-28,Sunday,13° D.T.O.
2026,2026-06-29,Monday,Santi Pietro e Paolo Apostoli
2026,2026-07-05,Sunday,14° D.T.O.
2026,2026-07-12,Sunday,15° D.T.O.
2026,2026-07-16,Thursday,Beata Vergine Maria del Monte Carmelo
2026,2026-07-19,Sunday,16° D.T.O.
2026,2026-07-25,Saturday,San Giacomo
2026,2026-07-26,Sunday,17° D.T.O.
2026,2026-08-02,Sunday,18° D.T.O.
2026,2026-08-06,Thursday,Trasfigurazione del Signore
2026,2026-08-09,Sunday,19° D.T.O.
2026,2026-08-15,Saturday,Assunzione della Beata Vergine Maria
2026,2026-08-16,Sunday,20° D.T.O.
2026,2026-08-23,Sunday,21° D.T.O.
2026,2026-08-30,Sunday,22° D.T.O.
2026,2026-09-06,Sunday,23° D.T.O.
2026,2026-09-08,Tuesday,Natività della Beata Vergine Maria
2026,2026-09-12,Saturday,Santissimo nome di Maria
2026,2026-09-13,Sunday,24° D.T.O.
2026,2026-09-14,Monday,Esaltazione della Santa Croce
2026,2026-09-20,Sunday,25° D.T.O.
2026,2026-09-27,Sunday,26° D.T.O.
2026,2026-10-04,Sunday,27° D.T.O.
2026,2026-10-07,Wednesday,Madonna del Rosario
2026,2026-10-11,Sunday,28° D.T.O.
2026,2026-10-18,Sunday,29° D.T.O.
2026,2026-10-24,Saturday,Inizio Novena dei morti
2026,2026-10-25,Sunday,30° D.T.O.
2026,2026-11-01,Sunday,Solennità di tutti i Santi
2026,2026-11-02,Monday,Commemorazione dei defunti
2026,2026-11-08,Sunday,32° D.T.O.
2026,2026-11-09,Monday,Dedicazione Basilica Lateranense
2026,2026-11-15,Sunday,33° D.T.O.
2026,2026-11-21,Saturday,Presentazione della Beata Vergine Maria
2026,2026-11-22,Sunday,34° D.T.O. - Solennità di Cristo Re
2026,2026-11-22,Sunday,Santa Cecilia patrona musica
2026,2026-11-29,Sunday,1° Domenica di Avvento
2026,2026-11-29,Sunday,Inizio Novena all'immacolata
2026,2026-12-06,Sunday,2° Domenica di Avvento
2026,2026-12-08,Tuesday,Immacolata Concezione
2026,2026-12-10,Thursday,Madonna di Loreto
2026,2026-12-13,Sunday,3° Domenica di Avvento - Gaudete
2026,2026-12-13,Sunday,Santa Lucia
2026,2026-12-16,Wednesday,Inizio Novena di Natale
2026,2026-12-20,Sunday,4° Domenica di Avvento
2026,2026-12-25,Friday,Natale del Signore
2026,2026-12-26,Saturday,Santo Stefano
2026,2026-12-27,Sunday,Festa della Sacra Famiglia
2026,2026-12-31,Thursday,Messa di Ringraziamento
2027,2027-01-01,Friday,Maria Santissima Madre di Dio
2027,2027-01-01,Friday,Giornata mondiale della pace
2027,2027-01-03,Sunday,Santissimo nome di Gesù
2027,2027-01-06,Wednesday,Epifania del Signore
2027,2027-01-10,Sunday,Battesimo del Signore
2027,2027-01-17,Sunday,2° D.T.O.
2027,2027-01-24,Sunday,3° D.T.O.
2027,2027-01-25,Monday,Conversione di San Paolo apostolo
2027,2027-01-31,Sunday,4° D.T.O.
2027,2027-02-02,Tuesday,Presentazione del Signore (Candelora)
2027,2027-02-07,Sunday,5° D.T.O.
2027,2027-02-10,Wednesday,Mercoledì delle ceneri
2027,2027-02-11,Thursday,Madonna di Lourdes
2027,2027-02-14,Sunday,1° Domenica di Quaresima
2027,2027-02-21,Sunday,2° Domenica di Quaresima
2027,2027-02-22,Monday,Cattedra di San Pietro Apostolo
2027,2027-02-28,Sunday,3° Domenica di Quaresima
2027,2027-03-07,Sunday,Domenica Laetare
2027,2027-03-14,Sunday,5° Domenica di Quaresima
2027,2027-03-19,Friday,Solennità di San Giuseppe
2027,2027-03-21,Sunday,Domenica delle Palme
2027,2027-03-22,Monday,Lunedì della settimana Santa
2027,2027-03-23,Tuesday,Martedì della settimana Santa
2027,2027-03-24,Wednesday,Mercoledì della settimana Santa
2027,2027-03-25,Thursday,Giovedì Santo (Messa del Crisma)
2027,2027-03-25,Thursday,Giovedì Santo (In Cena Domini)
2027,2027-03-26,Friday,Venerdì Santo (Passione del Signore)
2027,2027-03-26,Friday,Inizio Novena alla Divina Misericordia
2027,2027-03-27,Saturday,Sabato Santo
2027,2027-03-28,Sunday,Pasqua - Risurrezione del Signore
2027,2027-03-29,Monday,Lunedì dell'Angelo
2027,2027-04-04,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2027,2027-04-05,Monday,Festa dell'Annunciazione
2027,2027-04-11,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2027,2027-04-18,Sunday,4° Domenica di Pasqua (Jubilate)
2027,2027-04-25,Sunday,5° Domenica di Pasqua (Cantate)
2027,2027-05-01,Saturday,San Giuseppe Lavoratore
2027,2027-05-02,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2027,2027-05-07,Friday,Inizio Novena di Pentecoste
2027,2027-05-09,Sunday,Ascensione di Gesù
2027,2027-05-16,Sunday,Pentecoste
2027,2027-05-23,Sunday,Solennità della Santissima Trinità
2027,2027-05-30,Sunday,Santissimo Corpo e Sangue di Cristo
2027,2027-05-31,Monday,Visitazione della Beata Vergine Maria
2027,2027-06-04,Friday,Santissimo Cuore di Gesù
2027,2027-06-06,Sunday,10° D.T.O.
2027,2027-06-13,Sunday,11° D.T.O.
2027,2027-06-20,Sunday,12° D.T.O.
2027,2027-06-24,Thursday,Natività di San Giovanni Battista
2027,2027-06-27,Sunday,13° D.T.O.
2027,2027-06-29,Tuesday,Santi Pietro e Paolo Apostoli
2027,2027-07-04,Sunday,14° D.T.O.
2027,2027-07-11,Sunday,15° D.T.O.
2027,2027-07-16,Friday,Beata Vergine Maria del Monte Carmelo
2027,2027-07-18,Sunday,16° D.T.O.
2027,2027-07-25,Sunday,San Giacomo
2027,2027-08-01,Sunday,18° D.T.O.
2027,2027-08-06,Friday,Trasfigurazione del Signore
2027,2027-08-08,Sunday,19° D.T.O.
2027,2027-08-15,Sunday,Assunzione della Beata Vergine Maria
2027,2027-08-22,Sunday,21° D.T.O.
2027,2027-08-29,Sunday,22° D.T.O.
2027,2027-09-05,Sunday,23° D.T.O.
2027,2027-09-08,Wednesday,Natività della Beata Vergine Maria
2027,2027-09-12,Sunday,Santissimo nome di Maria
2027,2027-09-14,Tuesday,Esaltazione della Santa Croce
2027,2027-09-19,Sunday,25° D.T.O.
2027,2027-09-26,Sunday,26° D.T.O.
2027,2027-10-03,Sunday,27° D.T.O.
2027,2027-10-07,Thursday,Madonna del Rosario
2027,2027-10-10,Sunday,28° D.T.O.
2027,2027-10-17,Sunday,29° D.T.O.
2027,2027-10-24,Sunday,30° D.T.O.
2027,2027-10-24,Sunday,Inizio Novena dei morti
2027,2027-10-31,Sunday,31° D.T.O.
2027,2027-11-01,Monday,Solennità di tutti i Santi
2027,2027-11-02,Tuesday,Commemorazione dei defunti
2027,2027-11-07,Sunday,32° D.T.O.
2027,2027-11-09,Tuesday,Dedicazione Basilica Lateranense
2027,2027-11-14,Sunday,33° D.T.O.
2027,2027-11-21,Sunday,34° D.T.O. - Solennità di Cristo Re
2027,2027-11-21,Sunday,Presentazione della Beata Vergine Maria
2027,2027-11-22,Monday,Santa Cecilia patrona musica
2027,2027-11-28,Sunday,1° Domenica di Avvento
2027,2027-11-29,Monday,Inizio Novena all'immacolata
2027,2027-12-05,Sunday,2° Domenica di Avvento
2027,2027-12-08,Wednesday,Immacolata Concezione
2027,2027-12-10,Friday,Madonna di Loreto
2027,2027-12-12,Sunday,3° Domenica di Avvento - Gaudete
2027,2027-12-13,Monday,Santa Lucia
2027,2027-12-16,Thursday,Inizio Novena di Natale
2027,2027-12-19,Sunday,4° Domenica di Avvento
2027,2027-12-25,Saturday,Natale del Signore
2027,2027-12-26,Sunday,Santo Stefano
2027,2027-12-26,Sunday,Festa della Sacra Famiglia
2027,2027-12-31,Friday,Messa di Ringraziamento
2028,2028-01-01,Saturday,Maria Santissima Madre di Dio
2028,2028-01-01,Saturday,Giornata mondiale della pace
2028,2028-01-03,Monday,Santissimo nome di Gesù
2028,2028-01-06,Thursday,Epifania del Signore
2028,2028-01-09,Sunday,Battesimo del Signore
2028,2028-01-16,Sunday,2° D.T.O.
2028,2028-01-23,Sunday,3° D.T.O.
2028,2028-01-25,Tuesday,Conversione di San Paolo apostolo
2028,2028-01-30,Sunday,4° D.T.O.
2028,2028-02-02,Wednesday,Presentazione del Signore (Candelora)
2028,2028-02-06,Sunday,5° D.T.O.
2028,2028-02-11,Friday,Madonna di Lourdes
2028,2028-02-13,Sunday,6° D.T.O.
2028,2028-02-20,Sunday,7° D.T.O.
2028,2028-02-22,Tuesday,Cattedra di San Pietro Apostolo
2028,2028-02-27,Sunday,8° D.T.O.
2028,2028-03-01,Wednesday,Mercoledì delle ceneri
2028,2028-03-05,Sunday,1° Domenica di Quaresima
2028,2028-03-12,Sunday,2° Domenica di Quaresima
2028,2028-03-19,Sunday,3° Domenica di Quaresima
2028,2028-03-20,Monday,Solennità di San Giuseppe
2028,2028-03-25,Saturday,Festa dell'Annunciazione
2028,2028-03-26,Sunday,Domenica Laetare
2028,2028-04-02,Sunday,5° Domenica di Quaresima
2028,2028-04-09,Sunday,Domenica delle Palme
2028,2028-04-10,Monday,Lunedì della settimana Santa
2028,2028-04-11,Tuesday,Martedì della settimana Santa
2028,2028-04-12,Wednesday,Mercoledì della settimana Santa
2028,2028-04-13,Thursday,Giovedì Santo (Messa del Crisma)
2028,2028-04-13,Thursday,Giovedì Santo (In Cena Domini)
2028,2028-04-14,Friday,Venerdì Santo (Passione del Signore)
2028,2028-04-14,Friday,Inizio Novena alla Divina Misericordia
2028,2028-04-15,Saturday,Sabato Santo
2028,2028-04-16,Sunday,Pasqua - Risurrezione del Signore
2028,2028-04-17,Monday,Lunedì dell'Angelo
2028,2028-04-23,Sunday,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis)
2028,2028-04-30,Sunday,3° Domenica di Pasqua (Misericordias Domini)
2028,2028-05-01,Monday,San Giuseppe Lavoratore
2028,2028-05-07,Sunday,4° Domenica di Pasqua (Jubilate)
2028,2028-05-14,Sunday,5° Domenica di Pasqua (Cantate)
2028,2028-05-21,Sunday,6° Domenica di Pasqua (Rogate - Vocem jocunditatis)
2028,2028-05-26,Friday,Inizio Novena di Pentecoste
2028,2028-05-28,Sunday,Ascensione di Gesù
2028,2028-05-31,Wednesday,Visitazione della Beata Vergine Maria
2028,2028-06-04,Sunday,Pentecoste
2028,2028-06-11,Sunday,Solennità della Santissima Trinità
2028,2028-06-18,Sunday,Santissimo Corpo e Sangue di Cristo
2028,2028-06-23,Friday,Santissimo Cuore di Gesù
2028,2028-06-24,Saturday,Natività di San Giovanni Battista
2028,2028-06-25,Sunday,12° D.T.O.
2028,2028-06-29,Thursday,Santi Pietro e Paolo Apostoli
2028,2028-07-02,Sunday,13° D.T.O.
2028,2028-07-09,Sunday,14° D.T.O.
2028,2028-07-16,Sunday,15° D.T.O.
2028,2028-07-16,Sunday,Beata Vergine Maria del Monte Carmelo
2028,2028-07-23,Sunday,16° D.T.O.
2028,2028-07-25,Tuesday,San Giacomo
2028,2028-07-30,Sunday,17° D.T.O.
2028,2028-08-06,Sunday,Trasfigurazione del Signore
2028,2028-08-13,Sunday,19° D.T.O.
2028,2028-08-15,Tuesday,Assunzione della Beata Vergine Maria
2028,2028-08-20,Sunday,20° D.T.O.
2028,2028-08-27,Sunday,21° D.T.O.
2028,2028-09-03,Sunday,22° D.T.O.
2028,2028-09-08,Friday,Natività della Beata Vergine Maria
2028,2028-09-10,Sunday,23° D.T.O.
2028,2028-09-12,Tuesday,Santissimo nome di Maria
2028,2028-09-14,Thursday,Esaltazione della Santa Croce
2028,2028-09-17,Sunday,24° D.T.O.
2028,2028-09-24,Sunday,25° D.T.O.
2028,2028-10-01,Sunday,26° D.T.O.
2028,2028-10-07,Saturday,Madonna del Rosario
2028,2028-10-08,Sunday,27° D.T.O.
2028,2028-10-15,Sunday,28° D.T.O.
2028,2028-10-22,Sunday,29° D.T.O.
2028,2028-10-24,Tuesday,Inizio Novena dei morti
2028,2028-10-29,Sunday,30° D.T.O.
2028,2028-11-01,Wednesday,Solennità di tutti i Santi
2028,2028-11-02,Thursday,Commemorazione dei defunti
2028,2028-11-05,Sunday,31° D.T.O.
2028,2028-11-09,Thursday,Dedicazione Basilica Lateranense
2028,2028-11-12,Sunday,32° D.T.O.
2028,2028-11-19,Sunday,33° D.T.O.
2028,2028-11-21,Tuesday,Presentazione della Beata Vergine Maria
2028,2028-11-22,Wednesday,Santa Cecilia patrona musica
2028,2028-11-26,Sunday,34° D.T.O. - Solennità di Cristo Re
2028,2028-11-29,Wednesday,Inizio Novena all'immacolata
2028,2028-12-03,Sunday,1° Domenica di Avvento
2028,2028-12-08,Friday,Immacolata Concezione
2028,2028-12-10,Sunday,2° Domenica di Avvento
2028,2028-12-10,Sunday,Madonna di Loreto
2028,2028-12-13,Wednesday,Santa Lucia
2028,2028-12-16,Saturday,Inizio Novena di Natale
2028,2028-12-17,Sunday,3° Domenica di Avvento - Gaudete
2028,2028-12-24,Sunday,4° Domenica di Avvento
2028,2028-12-25,Monday,Natale del Signore
2028,2028-12-26,Tuesday,Santo Stefano
2028,2028-12-31,Sunday,Festa della Sacra Famiglia
2028,2028-12-31,Sunday,Messa di Ringraziamento
2029,2029-01-01,Monday,Maria Santissima Madre di Dio
2029,2029-01-01,Monday,Giornata mondiale della pace
2029,2029-01-03,Wednesday,Santissimo nome di Gesù
2029,2029-01-06,Saturday,Epifania del Signore
2029,2029-01-07,Sunday,Battesimo del Signore
2029,2029-01-14,Sunday,2° D.T.O.
2029,2029-01-21,Sunday,3° D.T.O.
2029,2029-01-25,Thursday,Conversione di San Paolo apostolo
2029,2029-01-28,Sunday,4° D.T.O.
2029,2029-02-02,Friday,Presentazione del Signore (Candelora)
2029,2029-02-04,Sunday,5° D.T.O.
2029,2029-02-11,Sunday,6° D.T.O.
2029,2029-02-11,Sunday,Madonna di Lourdes
2029,2029-02-14,Wednesday,Mercoledì delle ceneri
2029,2029-02-18,Sunday,1° Domenica di Quaresima
2029,2029-02-22,Thursday,Cattedra di San Pietro Apostolo
2029,2029-02-25,Sunday,2° Domenica di Quaresima
2029,2029-03-04,Sunday,3° Domenica di Quaresima
2029,2029-03-11,Sunday,Domenica Laetare
2029,2029-03-18,Sunday,5° Domenica di Quaresima
2029,2029-03-19,Monday,Solennità di San Giuseppe
2029,2029-03-25,Sunday,Domenica delle Palme
2029,2029-03-26,Monday,Lunedì della settimana Santa
2029,2029-03-27,Tuesday,Martedì della settimana Santa
2029,2029-03-28,Wednesday,Mercoledì della settimana Santa
2029,2029-03-29,Thursday,Giovedì Santo (Messa del Crisma)
2029,2029-03-29,Thursday,Giovedì Santo (In Cena Domini)
2029,2029-03-30,Friday,Venerdì Santo (Passione del Signore)
2029,2029-03-30,Friday,Inizio Novena alla Divina Misericordia
2029,2029-03-31,Saturday,Sabato Santo
2029,2029-04-01,Sunday,Pasqua - Risurrezione del Signore
