evento,date,weekday,celebrazione,id_liturgia
1° Domenica di Avvento,2043-11-29,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2043-12-06,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2043-12-13,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2043-12-20,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2043-12-25,Friday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2043-12-27,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2043-01-01,Thursday,Solennità di Maria SS Madre di Dio,C10-C
Epifania del Signore,2043-01-06,Tuesday,Epifania del Signore,C12-C
Battesimo del Signore,2043-01-11,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2043-02-15,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2043-02-22,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2043-03-01,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2043-03-08,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2043-03-15,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2043-03-22,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2043-03-26,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2043-03-26,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2043-03-27,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2043-03-29,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2043-04-05,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2043-04-12,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2043-04-19,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2043-04-26,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2043-05-03,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2043-05-10,Sunday,Ascensione del Signore,C30-C
Pentecoste,2043-05-17,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2043-05-24,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2043-05-31,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2043-06-05,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2043-01-18,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2043-01-25,Sunday,III domenica del Tempo Ordinario,C38-C
4° D.T.O.,2043-02-01,Sunday,IV domenica del Tempo Ordinario,C39-C
5° D.T.O.,2043-02-08,Sunday,V domenica del Tempo Ordinario,C40-C
10° D.T.O.,2043-06-07,Sunday,X domenica del Tempo Ordinario,C45-C
11° D.T.O.,2043-06-14,Sunday,XI domenica del Tempo Ordinario,C46-C
12° D.T.O.,2043-06-21,Sunday,XII domenica del Tempo Ordinario,C47-C
13° D.T.O.,2043-06-28,Sunday,XIII domenica del Tempo Ordinario,C48-C
14° D.T.O.,2043-07-05,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2043-07-12,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2043-07-19,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2043-07-26,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2043-08-02,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2043-08-09,Sunday,XIX domenica del Tempo Ordinario,C54-C
20° D.T.O.,2043-08-16,Sunday,XX domenica del Tempo Ordinario,C55-C
21° D.T.O.,2043-08-23,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2043-08-30,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2043-09-06,Sunday,XXIII domenica del Tempo Ordinario,C58-C
24° D.T.O.,2043-09-13,Sunday,XXIV domenica del Tempo Ordinario,C59-C
25° D.T.O.,2043-09-20,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2043-09-27,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2043-10-04,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2043-10-11,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2043-10-18,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2043-10-25,Sunday,XXX domenica del Tempo Ordinario,C65-C
32° D.T.O.,2043-11-08,Sunday,XXXII domenica del Tempo Ordinario,C67-C
33° D.T.O.,2043-11-15,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2043-11-22,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2043-02-02,Monday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2043-06-24,Wednesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2043-06-29,Monday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2043-08-06,Thursday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2043-08-15,Saturday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2043-09-14,Monday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2043-11-01,Sunday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2043-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2043-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2043-11-02,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2043-11-09,Monday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2043-12-08,Tuesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2044-11-27,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2044-12-04,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2044-12-11,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2044-12-18,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2044-12-25,Sunday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2044-12-30,Friday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2044-01-01,Friday,Solennità di Maria SS Madre di Dio,C10-A
2° domenica dopo natale,2044-01-03,Sunday,II domenica dopo Natale,C11-A
Epifania del Signore,2044-01-06,Wednesday,Epifania del Signore,C12-A
Battesimo del Signore,2044-01-10,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2044-03-06,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2044-03-13,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2044-03-20,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2044-03-27,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2044-04-03,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2044-04-10,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2044-04-14,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2044-04-14,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2044-04-15,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2044-04-17,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2044-04-24,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2044-05-01,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2044-05-08,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2044-05-15,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2044-05-22,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2044-05-29,Sunday,Ascensione del Signore,C30-A
Pentecoste,2044-06-05,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2044-06-12,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2044-06-19,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2044-06-24,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2044-01-17,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2044-01-24,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2044-01-31,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2044-02-07,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2044-02-14,Sunday,VI domenica del Tempo Ordinario,C41-A
7° D.T.O.,2044-02-21,Sunday,VII domenica del Tempo Ordinario,C42-A
8° D.T.O.,2044-02-28,Sunday,VIII domenica del Tempo Ordinario,C43-A
13° D.T.O.,2044-06-26,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2044-07-03,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2044-07-10,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2044-07-17,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2044-07-24,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2044-07-31,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2044-08-07,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2044-08-14,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2044-08-21,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2044-08-28,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2044-09-04,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2044-09-11,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2044-09-18,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2044-09-25,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2044-10-02,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2044-10-09,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2044-10-16,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2044-10-23,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2044-10-30,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2044-11-06,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2044-11-13,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2044-11-20,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2044-02-02,Tuesday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2044-06-24,Friday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2044-06-29,Wednesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2044-08-06,Saturday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2044-08-15,Monday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2044-09-14,Wednesday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2044-11-01,Tuesday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2044-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2044-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2044-11-02,Wednesday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2044-11-09,Wednesday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2044-12-08,Thursday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2045-12-03,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2045-12-10,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2045-12-17,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2045-12-24,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2045-12-25,Monday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2045-12-31,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2045-01-01,Sunday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2045-01-06,Friday,Epifania del Signore,C12-B
Battesimo del Signore,2045-01-08,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2045-02-26,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2045-03-05,Sunday,II domenica di Quaresima,C15-B
3° Domenica di Quaresima,2045-03-12,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2045-03-19,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2045-03-26,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2045-04-02,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2045-04-06,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2045-04-06,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2045-04-07,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2045-04-09,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2045-04-16,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2045-04-23,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2045-04-30,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2045-05-07,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2045-05-14,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2045-05-21,Sunday,Ascensione del Signore,C30-B
Pentecoste,2045-05-28,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2045-06-04,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2045-06-11,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2045-06-16,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2045-01-15,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2045-01-22,Sunday,III domenica del Tempo Ordinario,C38-B
4° D.T.O.,2045-01-29,Sunday,IV domenica del Tempo Ordinario,C39-B
5° D.T.O.,2045-02-05,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2045-02-12,Sunday,VI domenica del Tempo Ordinario,C41-B
7° D.T.O.,2045-02-19,Sunday,VII domenica del Tempo Ordinario,C42-B
11° D.T.O.,2045-06-18,Sunday,XI domenica del Tempo Ordinario,C46-B
12° D.T.O.,2045-06-25,Sunday,XII domenica del Tempo Ordinario,C47-B
13° D.T.O.,2045-07-02,Sunday,XIII domenica del Tempo Ordinario,C48-B
14° D.T.O.,2045-07-09,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2045-07-16,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2045-07-23,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2045-07-30,Sunday,XVII domenica del Tempo Ordinario,C52-B
19° D.T.O.,2045-08-13,Sunday,XIX domenica del Tempo Ordinario,C54-B
20° D.T.O.,2045-08-20,Sunday,XX domenica del Tempo Ordinario,C55-B
21° D.T.O.,2045-08-27,Sunday,XXI domenica del Tempo Ordinario,C56-B
22° D.T.O.,2045-09-03,Sunday,XXII domenica del Tempo Ordinario,C57-B
23° D.T.O.,2045-09-10,Sunday,XXIII domenica del Tempo Ordinario,C58-B
24° D.T.O.,2045-09-17,Sunday,XXIV domenica del Tempo Ordinario,C59-B
25° D.T.O.,2045-09-24,Sunday,XXV domenica del Tempo Ordinario,C60-B
26° D.T.O.,2045-10-01,Sunday,XXVI domenica del Tempo Ordinario,C61-B
27° D.T.O.,2045-10-08,Sunday,XXVII domenica del Tempo Ordinario,C62-B
28° D.T.O.,2045-10-15,Sunday,XXVIII domenica del Tempo Ordinario,C63-B
29° D.T.O.,2045-10-22,Sunday,XXIX domenica del Tempo Ordinario,C64-B
30° D.T.O.,2045-10-29,Sunday,XXX domenica del Tempo Ordinario,C65-B
31° D.T.O.,2045-11-05,Sunday,XXXI domenica del Tempo Ordinario,C66-B
32° D.T.O.,2045-11-12,Sunday,XXXII domenica del Tempo Ordinario,C67-B
33° D.T.O.,2045-11-19,Sunday,XXXIII domenica del Tempo Ordinario,C68-B
34° D.T.O. - Solennità di Cristo Re,2045-11-26,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B
Presentazione del Signore (Candelora),2045-02-02,Thursday,2 febbraio: Presentazione del Signore,C70-B
Natività di San Giovanni Battista,2045-06-24,Saturday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B
Santi Pietro e Paolo Apostoli,2045-06-29,Thursday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B
Trasfigurazione del Signore,2045-08-06,Sunday,6 agosto: Trasfigurazione del Signore,C75-B
Assunzione della Beata Vergine Maria,2045-08-15,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B
Esaltazione della Santa Croce,2045-09-14,Thursday,14 settembre: Esaltazione della Santa Croce,C78-B
Solennità di tutti i Santi,2045-11-01,Wednesday,1 novembre: Tutti i Santi,C79-B
Commemorazione dei defunti,2045-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B
Commemorazione dei defunti,2045-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B
Commemorazione dei defunti,2045-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B
Dedicazione Basilica Lateranense,2045-11-09,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83-B
Immacolata Concezione,2045-12-08,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B
1° Domenica di Avvento,2046-12-02,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2046-12-09,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2046-12-16,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2046-12-23,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2046-12-25,Tuesday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2046-12-30,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2046-01-01,Monday,Solennità di Maria SS Madre di Dio,C10-C
Epifania del Signore,2046-01-06,Saturday,Epifania del Signore,C12-C
Battesimo del Signore,2046-01-07,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2046-02-11,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2046-02-18,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2046-02-25,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2046-03-04,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2046-03-11,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2046-03-18,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2046-03-22,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2046-03-22,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2046-03-23,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2046-03-25,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2046-04-01,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2046-04-08,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2046-04-15,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2046-04-22,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2046-04-29,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2046-05-06,Sunday,Ascensione del Signore,C30-C
Pentecoste,2046-05-13,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2046-05-20,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2046-05-27,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2046-06-01,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2046-01-14,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2046-01-21,Sunday,III domenica del Tempo Ordinario,C38-C
4° D.T.O.,2046-01-28,Sunday,IV domenica del Tempo Ordinario,C39-C
5° D.T.O.,2046-02-04,Sunday,V domenica del Tempo Ordinario,C40-C
9° D.T.O.,2046-06-03,Sunday,IX domenica del Tempo Ordinario,C44-C
10° D.T.O.,2046-06-10,Sunday,X domenica del Tempo Ordinario,C45-C
11° D.T.O.,2046-06-17,Sunday,XI domenica del Tempo Ordinario,C46-C
13° D.T.O.,2046-07-01,Sunday,XIII domenica del Tempo Ordinario,C48-C
14° D.T.O.,2046-07-08,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2046-07-15,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2046-07-22,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2046-07-29,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2046-08-05,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2046-08-12,Sunday,XIX domenica del Tempo Ordinario,C54-C
20° D.T.O.,2046-08-19,Sunday,XX domenica del Tempo Ordinario,C55-C
21° D.T.O.,2046-08-26,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2046-09-02,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2046-09-09,Sunday,XXIII domenica del Tempo Ordinario,C58-C
24° D.T.O.,2046-09-16,Sunday,XXIV domenica del Tempo Ordinario,C59-C
25° D.T.O.,2046-09-23,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2046-09-30,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2046-10-07,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2046-10-14,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2046-10-21,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2046-10-28,Sunday,XXX domenica del Tempo Ordinario,C65-C
31° D.T.O.,2046-11-04,Sunday,XXXI domenica del Tempo Ordinario,C66-C
32° D.T.O.,2046-11-11,Sunday,XXXII domenica del Tempo Ordinario,C67-C
33° D.T.O.,2046-11-18,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2046-11-25,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2046-02-02,Friday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2046-06-24,Sunday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2046-06-29,Friday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2046-08-06,Monday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2046-08-15,Wednesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2046-09-14,Friday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2046-11-01,Thursday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2046-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2046-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2046-11-02,Friday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2046-11-09,Friday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2046-12-08,Saturday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2047-12-01,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2047-12-08,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2047-12-15,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2047-12-22,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2047-12-25,Wednesday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2047-12-29,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2047-01-01,Tuesday,Solennità di Maria SS Madre di Dio,C10-A
Epifania del Signore,2047-01-06,Sunday,Epifania del Signore,C12-A
Battesimo del Signore,2047-01-13,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2047-03-03,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2047-03-10,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2047-03-17,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2047-03-24,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2047-03-31,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2047-04-07,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2047-04-11,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2047-04-11,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
