evento,date,weekday,celebrazione,id_liturgia
3° Domenica di Quaresima,2023-03-12,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2023-03-19,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2023-03-26,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2023-04-02,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2023-04-06,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2023-04-06,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2023-04-07,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2023-04-09,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2023-04-16,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2023-04-23,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2023-04-30,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2023-05-07,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2023-05-14,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2023-05-21,Sunday,Ascensione del Signore,C30-A
Pentecoste,2023-05-28,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2023-06-04,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2023-06-11,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2023-06-16,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2023-01-15,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2023-01-22,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2023-01-29,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2023-02-05,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2023-02-12,Sunday,VI domenica del Tempo Ordinario,C41-A
7° D.T.O.,2023-02-19,Sunday,VII domenica del Tempo Ordinario,C42-A
11° D.T.O.,2023-06-18,Sunday,XI domenica del Tempo Ordinario,C46-A
12° D.T.O.,2023-06-25,Sunday,XII domenica del Tempo Ordinario,C47-A
13° D.T.O.,2023-07-02,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2023-07-09,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2023-07-16,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2023-07-23,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2023-07-30,Sunday,XVII domenica del Tempo Ordinario,C52-A
19° D.T.O.,2023-08-13,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2023-08-20,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2023-08-27,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2023-09-03,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2023-09-10,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2023-09-17,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2023-09-24,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2023-10-01,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2023-10-08,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2023-10-15,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2023-10-22,Sunday,XXIX domenica del Tempo Ordinario,C64-A
30° D.T.O.,2023-10-29,Sunday,XXX domenica del Tempo Ordinario,C65-A
31° D.T.O.,2023-11-05,Sunday,XXXI domenica del Tempo Ordinario,C66-A
32° D.T.O.,2023-11-12,Sunday,XXXII domenica del Tempo Ordinario,C67-A
33° D.T.O.,2023-11-19,Sunday,XXXIII domenica del Tempo Ordinario,C68-A
34° D.T.O. - Solennità di Cristo Re,2023-11-26,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A
Presentazione del Signore (Candelora),2023-02-02,Thursday,2 febbraio: Presentazione del Signore,C70-A
Natività di San Giovanni Battista,2023-06-24,Saturday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A
Santi Pietro e Paolo Apostoli,2023-06-29,Thursday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A
Trasfigurazione del Signore,2023-08-06,Sunday,6 agosto: Trasfigurazione del Signore,C75-A
Assunzione della Beata Vergine Maria,2023-08-15,Tuesday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A
Esaltazione della Santa Croce,2023-09-14,Thursday,14 settembre: Esaltazione della Santa Croce,C78-A
Solennità di tutti i Santi,2023-11-01,Wednesday,1 novembre: Tutti i Santi,C79-A
Commemorazione dei defunti,2023-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A
Commemorazione dei defunti,2023-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A
Commemorazione dei defunti,2023-11-02,Thursday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A
Dedicazione Basilica Lateranense,2023-11-09,Thursday,9 novembre: Dedicazione della Basilica lateranense,C83-A
Immacolata Concezione,2023-12-08,Friday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A
1° Domenica di Avvento,2024-12-01,Sunday,I domenica di Avvento,C1-B
2° Domenica di Avvento,2024-12-08,Sunday,II domenica di Avvento,C2-B
3° Domenica di Avvento - Gaudete,2024-12-15,Sunday,III domenica di Avvento,C3-B
4° Domenica di Avvento,2024-12-22,Sunday,IV domenica di Avvento,C4-B
Natale del Signore,2024-12-25,Wednesday,Natale del Signore – Messa del giorno,C8-B
Festa della Sacra Famiglia,2024-12-29,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B
Maria Santissima Madre di Dio,2024-01-01,Monday,Solennità di Maria SS Madre di Dio,C10-B
Epifania del Signore,2024-01-06,Saturday,Epifania del Signore,C12-B
Battesimo del Signore,2024-01-07,Sunday,Battesimo del Signore,C13-B
1° Domenica di Quaresima,2024-02-18,Sunday,I domenica di Quaresima,C14-B
2° Domenica di Quaresima,2024-02-25,Sunday,II domenica di Quaresima,C15-B
3° Domenica di Quaresima,2024-03-03,Sunday,III domenica di Quaresima,C16-B
Domenica Laetare,2024-03-10,Sunday,IV domenica di Quaresima,C17-B
5° Domenica di Quaresima,2024-03-17,Sunday,V domenica di Quaresima,C18-B
Domenica delle Palme,2024-03-24,Sunday,Domenica delle Palme: Passione del Signore,C19-B
Giovedì Santo (Messa del Crisma),2024-03-28,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B
Giovedì Santo (In Cena Domini),2024-03-28,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B
Venerdì Santo (Passione del Signore),2024-03-29,Friday,Venerdì Santo «Passione del Signore»,C22-B
Pasqua - Risurrezione del Signore,2024-03-31,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2024-04-07,Sunday,II domenica di Pasqua,C25-B
3° Domenica di Pasqua (Misericordias Domini),2024-04-14,Sunday,III domenica di Pasqua,C26-B
4° Domenica di Pasqua (Jubilate),2024-04-21,Sunday,IV domenica di Pasqua,C27-B
5° Domenica di Pasqua (Cantate),2024-04-28,Sunday,V domenica di Pasqua,C28-B
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2024-05-05,Sunday,VI domenica di Pasqua,C29-B
Ascensione di Gesù,2024-05-12,Sunday,Ascensione del Signore,C30-B
Pentecoste,2024-05-19,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B
Solennità della Santissima Trinità,2024-05-26,Sunday,Solennità della SS Trinità,C34-B
Santissimo Corpo e Sangue di Cristo,2024-06-02,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B
Santissimo Cuore di Gesù,2024-06-07,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B
2° D.T.O.,2024-01-14,Sunday,II domenica del Tempo Ordinario,C37-B
3° D.T.O.,2024-01-21,Sunday,III domenica del Tempo Ordinario,C38-B
4° D.T.O.,2024-01-28,Sunday,IV domenica del Tempo Ordinario,C39-B
5° D.T.O.,2024-02-04,Sunday,V domenica del Tempo Ordinario,C40-B
6° D.T.O.,2024-02-11,Sunday,VI domenica del Tempo Ordinario,C41-B
10° D.T.O.,2024-06-09,Sunday,X domenica del Tempo Ordinario,C45-B
11° D.T.O.,2024-06-16,Sunday,XI domenica del Tempo Ordinario,C46-B
12° D.T.O.,2024-06-23,Sunday,XII domenica del Tempo Ordinario,C47-B
13° D.T.O.,2024-06-30,Sunday,XIII domenica del Tempo Ordinario,C48-B
14° D.T.O.,2024-07-07,Sunday,XIV domenica del Tempo Ordinario,C49-B
15° D.T.O.,2024-07-14,Sunday,XV domenica del Tempo Ordinario,C50-B
16° D.T.O.,2024-07-21,Sunday,XVI domenica del Tempo Ordinario,C51-B
17° D.T.O.,2024-07-28,Sunday,XVII domenica del Tempo Ordinario,C52-B
18° D.T.O.,2024-08-04,Sunday,XVIII domenica del Tempo Ordinario,C53-B
19° D.T.O.,2024-08-11,Sunday,XIX domenica del Tempo Ordinario,C54-B
20° D.T.O.,2024-08-18,Sunday,XX domenica del Tempo Ordinario,C55-B
21° D.T.O.,2024-08-25,Sunday,XXI domenica del Tempo Ordinario,C56-B
22° D.T.O.,2024-09-01,Sunday,XXII domenica del Tempo Ordinario,C57-B
23° D.T.O.,2024-09-08,Sunday,XXIII domenica del Tempo Ordinario,C58-B
24° D.T.O.,2024-09-15,Sunday,XXIV domenica del Tempo Ordinario,C59-B
25° D.T.O.,2024-09-22,Sunday,XXV domenica del Tempo Ordinario,C60-B
26° D.T.O.,2024-09-29,Sunday,XXVI domenica del Tempo Ordinario,C61-B
27° D.T.O.,2024-10-06,Sunday,XXVII domenica del Tempo Ordinario,C62-B
28° D.T.O.,2024-10-13,Sunday,XXVIII domenica del Tempo Ordinario,C63-B
29° D.T.O.,2024-10-20,Sunday,XXIX domenica del Tempo Ordinario,C64-B
30° D.T.O.,2024-10-27,Sunday,XXX domenica del Tempo Ordinario,C65-B
31° D.T.O.,2024-11-03,Sunday,XXXI domenica del Tempo Ordinario,C66-B
32° D.T.O.,2024-11-10,Sunday,XXXII domenica del Tempo Ordinario,C67-B
33° D.T.O.,2024-11-17,Sunday,XXXIII domenica del Tempo Ordinario,C68-B
34° D.T.O. - Solennità di Cristo Re,2024-11-24,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B
Presentazione del Signore (Candelora),2024-02-02,Friday,2 febbraio: Presentazione del Signore,C70-B
Natività di San Giovanni Battista,2024-06-24,Monday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B
Santi Pietro e Paolo Apostoli,2024-06-29,Saturday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B
Trasfigurazione del Signore,2024-08-06,Tuesday,6 agosto: Trasfigurazione del Signore,C75-B
Assunzione della Beata Vergine Maria,2024-08-15,Thursday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B
Esaltazione della Santa Croce,2024-09-14,Saturday,14 settembre: Esaltazione della Santa Croce,C78-B
Solennità di tutti i Santi,2024-11-01,Friday,1 novembre: Tutti i Santi,C79-B
Commemorazione dei defunti,2024-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B
Commemorazione dei defunti,2024-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B
Commemorazione dei defunti,2024-11-02,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B
Dedicazione Basilica Lateranense,2024-11-09,Saturday,9 novembre: Dedicazione della Basilica lateranense,C83-B
Immacolata Concezione,2024-12-08,Sunday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B
1° Domenica di Avvento,2025-11-30,Sunday,I domenica di Avvento,C1-C
2° Domenica di Avvento,2025-12-07,Sunday,II domenica di Avvento,C2-C
3° Domenica di Avvento - Gaudete,2025-12-14,Sunday,III domenica di Avvento,C3-C
4° Domenica di Avvento,2025-12-21,Sunday,IV domenica di Avvento,C4-C
Natale del Signore,2025-12-25,Thursday,Natale del Signore – Messa del giorno,C8-C
Festa della Sacra Famiglia,2025-12-28,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C
Maria Santissima Madre di Dio,2025-01-01,Wednesday,Solennità di Maria SS Madre di Dio,C10-C
Epifania del Signore,2025-01-06,Monday,Epifania del Signore,C12-C
Battesimo del Signore,2025-01-12,Sunday,Battesimo del Signore,C13-C
1° Domenica di Quaresima,2025-03-09,Sunday,I domenica di Quaresima,C14-C
2° Domenica di Quaresima,2025-03-16,Sunday,II domenica di Quaresima,C15-C
3° Domenica di Quaresima,2025-03-23,Sunday,III domenica di Quaresima,C16-C
Domenica Laetare,2025-03-30,Sunday,IV domenica di Quaresima,C17-C
5° Domenica di Quaresima,2025-04-06,Sunday,V domenica di Quaresima,C18-C
Domenica delle Palme,2025-04-13,Sunday,Domenica delle Palme: Passione del Signore,C19-C
Giovedì Santo (Messa del Crisma),2025-04-17,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C
Giovedì Santo (In Cena Domini),2025-04-17,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C
Venerdì Santo (Passione del Signore),2025-04-18,Friday,Venerdì Santo «Passione del Signore»,C22-C
Pasqua - Risurrezione del Signore,2025-04-20,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2025-04-27,Sunday,II domenica di Pasqua,C25-C
3° Domenica di Pasqua (Misericordias Domini),2025-05-04,Sunday,III domenica di Pasqua,C26-C
4° Domenica di Pasqua (Jubilate),2025-05-11,Sunday,IV domenica di Pasqua,C27-C
5° Domenica di Pasqua (Cantate),2025-05-18,Sunday,V domenica di Pasqua,C28-C
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2025-05-25,Sunday,VI domenica di Pasqua,C29-C
Ascensione di Gesù,2025-06-01,Sunday,Ascensione del Signore,C30-C
Pentecoste,2025-06-08,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C
Solennità della Santissima Trinità,2025-06-15,Sunday,Solennità della SS Trinità,C34-C
Santissimo Corpo e Sangue di Cristo,2025-06-22,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C
Santissimo Cuore di Gesù,2025-06-27,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C
2° D.T.O.,2025-01-19,Sunday,II domenica del Tempo Ordinario,C37-C
3° D.T.O.,2025-01-26,Sunday,III domenica del Tempo Ordinario,C38-C
5° D.T.O.,2025-02-09,Sunday,V domenica del Tempo Ordinario,C40-C
6° D.T.O.,2025-02-16,Sunday,VI domenica del Tempo Ordinario,C41-C
7° D.T.O.,2025-02-23,Sunday,VII domenica del Tempo Ordinario,C42-C
8° D.T.O.,2025-03-02,Sunday,VIII domenica del Tempo Ordinario,C43-C
14° D.T.O.,2025-07-06,Sunday,XIV domenica del Tempo Ordinario,C49-C
15° D.T.O.,2025-07-13,Sunday,XV domenica del Tempo Ordinario,C50-C
16° D.T.O.,2025-07-20,Sunday,XVI domenica del Tempo Ordinario,C51-C
17° D.T.O.,2025-07-27,Sunday,XVII domenica del Tempo Ordinario,C52-C
18° D.T.O.,2025-08-03,Sunday,XVIII domenica del Tempo Ordinario,C53-C
19° D.T.O.,2025-08-10,Sunday,XIX domenica del Tempo Ordinario,C54-C
20° D.T.O.,2025-08-17,Sunday,XX domenica del Tempo Ordinario,C55-C
21° D.T.O.,2025-08-24,Sunday,XXI domenica del Tempo Ordinario,C56-C
22° D.T.O.,2025-08-31,Sunday,XXII domenica del Tempo Ordinario,C57-C
23° D.T.O.,2025-09-07,Sunday,XXIII domenica del Tempo Ordinario,C58-C
25° D.T.O.,2025-09-21,Sunday,XXV domenica del Tempo Ordinario,C60-C
26° D.T.O.,2025-09-28,Sunday,XXVI domenica del Tempo Ordinario,C61-C
27° D.T.O.,2025-10-05,Sunday,XXVII domenica del Tempo Ordinario,C62-C
28° D.T.O.,2025-10-12,Sunday,XXVIII domenica del Tempo Ordinario,C63-C
29° D.T.O.,2025-10-19,Sunday,XXIX domenica del Tempo Ordinario,C64-C
30° D.T.O.,2025-10-26,Sunday,XXX domenica del Tempo Ordinario,C65-C
31° D.T.O.,2025-11-02,Sunday,XXXI domenica del Tempo Ordinario,C66-C
33° D.T.O.,2025-11-16,Sunday,XXXIII domenica del Tempo Ordinario,C68-C
34° D.T.O. - Solennità di Cristo Re,2025-11-23,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C
Presentazione del Signore (Candelora),2025-02-02,Sunday,2 febbraio: Presentazione del Signore,C70-C
Natività di San Giovanni Battista,2025-06-24,Tuesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C
Santi Pietro e Paolo Apostoli,2025-06-29,Sunday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C
Trasfigurazione del Signore,2025-08-06,Wednesday,6 agosto: Trasfigurazione del Signore,C75-C
Assunzione della Beata Vergine Maria,2025-08-15,Friday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C
Esaltazione della Santa Croce,2025-09-14,Sunday,14 settembre: Esaltazione della Santa Croce,C78-C
Solennità di tutti i Santi,2025-11-01,Saturday,1 novembre: Tutti i Santi,C79-C
Commemorazione dei defunti,2025-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C
Commemorazione dei defunti,2025-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C
Commemorazione dei defunti,2025-11-02,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C
Dedicazione Basilica Lateranense,2025-11-09,Sunday,9 novembre: Dedicazione della Basilica lateranense,C83-C
Immacolata Concezione,2025-12-08,Monday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C
1° Domenica di Avvento,2026-11-29,Sunday,I domenica di Avvento,C1-A
2° Domenica di Avvento,2026-12-06,Sunday,II domenica di Avvento,C2-A
3° Domenica di Avvento - Gaudete,2026-12-13,Sunday,III domenica di Avvento,C3-A
4° Domenica di Avvento,2026-12-20,Sunday,IV domenica di Avvento,C4-A
Natale del Signore,2026-12-25,Friday,Natale del Signore – Messa del giorno,C8-A
Festa della Sacra Famiglia,2026-12-27,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A
Maria Santissima Madre di Dio,2026-01-01,Thursday,Solennità di Maria SS Madre di Dio,C10-A
Epifania del Signore,2026-01-06,Tuesday,Epifania del Signore,C12-A
Battesimo del Signore,2026-01-11,Sunday,Battesimo del Signore,C13-A
1° Domenica di Quaresima,2026-02-22,Sunday,I domenica di Quaresima,C14-A
2° Domenica di Quaresima,2026-03-01,Sunday,II domenica di Quaresima,C15-A
3° Domenica di Quaresima,2026-03-08,Sunday,III domenica di Quaresima,C16-A
Domenica Laetare,2026-03-15,Sunday,IV domenica di Quaresima,C17-A
5° Domenica di Quaresima,2026-03-22,Sunday,V domenica di Quaresima,C18-A
Domenica delle Palme,2026-03-29,Sunday,Domenica delle Palme: Passione del Signore,C19-A
Giovedì Santo (Messa del Crisma),2026-04-02,Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A
Giovedì Santo (In Cena Domini),2026-04-02,Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A
Venerdì Santo (Passione del Signore),2026-04-03,Friday,Venerdì Santo «Passione del Signore»,C22-A
Pasqua - Risurrezione del Signore,2026-04-05,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A
2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),2026-04-12,Sunday,II domenica di Pasqua,C25-A
3° Domenica di Pasqua (Misericordias Domini),2026-04-19,Sunday,III domenica di Pasqua,C26-A
4° Domenica di Pasqua (Jubilate),2026-04-26,Sunday,IV domenica di Pasqua,C27-A
5° Domenica di Pasqua (Cantate),2026-05-03,Sunday,V domenica di Pasqua,C28-A
6° Domenica di Pasqua (Rogate - Vocem jocunditatis),2026-05-10,Sunday,VI domenica di Pasqua,C29-A
Ascensione di Gesù,2026-05-17,Sunday,Ascensione del Signore,C30-A
Pentecoste,2026-05-24,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A
Solennità della Santissima Trinità,2026-05-31,Sunday,Solennità della SS Trinità,C34-A
Santissimo Corpo e Sangue di Cristo,2026-06-07,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A
Santissimo Cuore di Gesù,2026-06-12,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A
2° D.T.O.,2026-01-18,Sunday,II domenica del Tempo Ordinario,C37-A
3° D.T.O.,2026-01-25,Sunday,III domenica del Tempo Ordinario,C38-A
4° D.T.O.,2026-02-01,Sunday,IV domenica del Tempo Ordinario,C39-A
5° D.T.O.,2026-02-08,Sunday,V domenica del Tempo Ordinario,C40-A
6° D.T.O.,2026-02-15,Sunday,VI domenica del Tempo Ordinario,C41-A
11° D.T.O.,2026-06-14,Sunday,XI domenica del Tempo Ordinario,C46-A
12° D.T.O.,2026-06-21,Sunday,XII domenica del Tempo Ordinario,C47-A
13° D.T.O.,2026-06-28,Sunday,XIII domenica del Tempo Ordinario,C48-A
14° D.T.O.,2026-07-05,Sunday,XIV domenica del Tempo Ordinario,C49-A
15° D.T.O.,2026-07-12,Sunday,XV domenica del Tempo Ordinario,C50-A
16° D.T.O.,2026-07-19,Sunday,XVI domenica del Tempo Ordinario,C51-A
17° D.T.O.,2026-07-26,Sunday,XVII domenica del Tempo Ordinario,C52-A
18° D.T.O.,2026-08-02,Sunday,XVIII domenica del Tempo Ordinario,C53-A
19° D.T.O.,2026-08-09,Sunday,XIX domenica del Tempo Ordinario,C54-A
20° D.T.O.,2026-08-16,Sunday,XX domenica del Tempo Ordinario,C55-A
21° D.T.O.,2026-08-23,Sunday,XXI domenica del Tempo Ordinario,C56-A
22° D.T.O.,2026-08-30,Sunday,XXII domenica del Tempo Ordinario,C57-A
23° D.T.O.,2026-09-06,Sunday,XXIII domenica del Tempo Ordinario,C58-A
24° D.T.O.,2026-09-13,Sunday,XXIV domenica del Tempo Ordinario,C59-A
25° D.T.O.,2026-09-20,Sunday,XXV domenica del Tempo Ordinario,C60-A
26° D.T.O.,2026-09-27,Sunday,XXVI domenica del Tempo Ordinario,C61-A
27° D.T.O.,2026-10-04,Sunday,XXVII domenica del Tempo Ordinario,C62-A
28° D.T.O.,2026-10-11,Sunday,XXVIII domenica del Tempo Ordinario,C63-A
29° D.T.O.,2026-10-18,Sunday,XXIX domenica del Tempo Ordinario,C64-A
