testo,pagina
"CANTO AL VANGELO Alleluia, alleluia. Le mie pecore ascoltano la mia voce, dice il Signore, Alleluia. VANGELO Erano come pecore che non hanno pastore. Dal Vangelo secondo Marco 6, 30-34 In quel tempo, gli apostoli si riunirono attorno non avevano neanche il tempo di mangiare. Allora andarono con la barca verso un luogo deserto, in diSceso dalla barca, egli vide una grande folla, ebbe compassioParola del Signore.",384
"XVII DOMENICA PRIMA LETTURA Dal secondo libro dei Re 4, 42-44 In quei giorni, da Baal-Salisà venne un uomo, che Eliseo disse: «Dallo da mangiare alla gente». Ma il suo serviLo pose davanti a quelli, che mangiarono e ne fecero avanzaParola di Dio.",385
"SALMO RESPONSORIALE Apri la tua mano, Signore, e sazia ogni vivente. Ti lodino, Signore, tutte le tue opere Gli occhi di tutti a te sono rivolti in attesa Giusto è il Signore in tutte le sue vie",386
"SECONDA LETTURA Dalla lettera di san Paolo apostolo agli Efesìni 4, 1-6 Fratelli, io, prigioniero a motivo del Signore, vi esorgnanimità, sopportandovi a vicenda nell’amore, avendo a cuoUn solo corpo e un solo spirito, come una sola è la speranza Parola di Dio. CANTO AL VANGELO Lc 7, 16 Alleluia, alleluia. Un grande profeta è sorto tra noi, Alleluia.",387
"VANGELO Dal Vangelo secondo Giovanni 6, 1-15 In quel tempo, Gesù passò all’altra riva del mare Allora Gesù, alzàti gli occhi, vide che una grande folla veniva Gli disse allora uno dei suoi discepoli, Andrea, fratello di SiAllora Gesù prese i pani e, dopo aver reso grazie, li diede a E quando furono saziati, disse ai suoi discepoli: «Raccogliete",388
"riempirono dodici canestri con i pezzi dei cinque pani d’orzo, Allora la gente, visto il segno che egli aveva compiuto, diceParola del Signore.",389
"XVIII DOMENICA PRIMA LETTURA Io farò piovere pane dal cielo per voi. Dal libro dell’Èsodo 16, 2-4.12-15 In quei giorni, nel deserto tutta la comunità degli Gli Israeliti dissero loro: «Fossimo morti per mano del Signore nella terra d’Egitto, quando eravamo seduti presso Allora il Signore disse a Mosè: «Ecco, io sto per far piovere La sera le quaglie salirono e coprirono l’accampamento; al",390
"na sulla terra. Gli Israeliti la videro e si dissero l’un l’altro: Parola di Dio. SALMO RESPONSORIALE Donaci, Signore, il pane del cielo. Ciò che abbiamo udito e conosciuto Diede ordine alle nubi dall’alto L’uomo mangiò il pane dei forti;",391
"SECONDA LETTURA Dalla lettera di san Paolo apostolo agli Efesìni 4, 17.20-24 Fratelli, vi dico e vi scongiuro nel Signore: non comVoi non così avete imparato a conoscere il Cristo, se davvero gli avete dato ascolto e se in lui siete stati istruiti, Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Non di solo pane vivrà l’uomo, Alleluia.",392
"VANGELO Dal Vangelo secondo Giovanni 6, 24-35 In quel tempo, quando la folla vide che Gesù Gesù rispose loro: «In verità, in verità io vi dico: voi mi cerGli dissero allora: «Che cosa dobbiamo compiere per fare le Allora gli dissero: «Quale segno tu compi perché vediamo e ti",393
"Allora gli dissero: «Signore, dacci sempre questo pane». Gesù Parola del Signore.",394
"XIX DOMENICA PRIMA LETTURA Dal primo libro dei Re 19, 4-8 In quei giorni, Elìa s’inoltrò nel deserto una giornata la mia vita, perché io non sono migliore dei miei padri». Si Ma ecco che un angelo lo toccò e gli disse: «Àlzati, mangia!». Tornò per la seconda volta l’angelo del Signore, lo toccò e gli Con la forza di quel cibo camminò per quaranta giorni e quaParola di Dio.",395
"SALMO RESPONSORIALE Gustate e vedete com’è buono il Signore. Benedirò il Signore in ogni tempo, Magnificate con me il Signore, Guardate a lui e sarete raggianti, L’angelo del Signore si accampa",396
"SECONDA LETTURA Dalla lettera di san Paolo apostolo agli Efesìni 4, 30 – 5, 2 Fratelli, non vogliate rattristare lo Spirito Santo di Scompaiano da voi ogni asprezza, sdegno, ira, grida e maldiFatevi dunque imitatori di Dio, quali figli carissimi, e cammiParola di Dio. CANTO AL VANGELO Gv 6, 51 Alleluia, alleluia. Io sono il pane vivo, disceso dal cielo, dice il Signore, Alleluia.",399
"VANGELO Dal Vangelo secondo Giovanni 6, 41-51 In quel tempo, i Giudei si misero a mormorare Gesù rispose loro: «Non mormorate tra voi. Nessuno può veIo sono il pane della vita. I vostri padri hanno mangiato la Io sono il pane vivo, disceso dal cielo. Se uno mangia di queParola del Signore.",400
"XX DOMENICA PRIMA LETTURA Dal libro dei Proverbi 9, 1-6 La sapienza si è costruita la sua casa, e ha imbandito la sua tavola. Ha mandato le sue ancelle a proclamare A chi è privo di senno ella dice: Parola di Dio.",401
"SALMO RESPONSORIALE Gustate e vedete com’è buono il Signore. Benedirò il Signore in ogni tempo, Temete il Signore, suoi santi: Venite, figli, ascoltatemi: Custodisci la lingua dal male,",402
"SECONDA LETTURA Dalla lettera di san Paolo apostolo agli Efesìni 5, 15-20 Fratelli, fate molta attenzione al vostro modo di viveNon siate perciò sconsiderati, ma sappiate comprendere qual E non ubriacatevi di vino, che fa perdere il controllo di sé; Parola di Dio. CANTO AL VANGELO Gv 6, 56 Alleluia, alleluia. Chi mangia la mia carne e beve il mio sangue, Alleluia.",405
"VANGELO La mia carne è vero cibo Dal Vangelo secondo Giovanni 6, 51-58 In quel tempo, Gesù disse alla folla: «Io sono il Allora i Giudei si misero a discutere aspramente fra loro: «Come può costui darci la sua carne da mangiare?». Gesù disse loro: «In verità, in verità io vi dico: se non manChi mangia la mia carne e beve il mio sangue rimane in me e Questo è il pane disceso dal cielo; non è come quello che Parola del Signore.",406
"XXI DOMENICA PRIMA LETTURA Dal libro di Giosuè 24, 1-2a.15-17.18b In quei giorni, Giosuè radunò tutte le tribù d’Israele a Giosuè disse a tutto il popolo: «Se sembra male ai vostri ocIl popolo rispose: «Lontano da noi abbandonare il Signore Parola di Dio.",407
"SALMO RESPONSORIALE Gustate e vedete com’è buono il Signore. Benedirò il Signore in ogni tempo, Gli occhi del Signore sui giusti, Gridano e il Signore li ascolta, Molti sono i mali del giusto, Il male fa morire il malvagio",408
"SECONDA LETTURAa Cristo e alla Chiesa. Dalla lettera di san Paolo apostolo agli Efesìni 5, 21-32 Fratelli, nel timore di Cristo, siate sottomessi gli uni me Cristo è capo della Chiesa, lui che è salvatore del corpo. E E voi, mariti, amate le vostre mogli, come anche Cristo ha Per questo l’uomo lascerà il padre e la madre e si unirà a sua Questo mistero è grande: io lo dico in riferimento a Cristo e Parola di Dio.",411
"CANTO AL VANGELO Alleluia, alleluia. Le tue parole, Signore, sono spirito e vita; Alleluia. VANGELO Da chi andremo? Tu hai parole di vita eterna. Dal Vangelo secondo Giovanni 6, 60-69 In quel tempo, molti dei discepoli di Gesù, dopo Gesù, sapendo dentro di sé che i suoi discepoli «Questo vi scandalizza? E se vedeste il Figlio dell’uomo salire Gesù infatti sapeva fin da principio chi erano quelli che non",412
Da quel momento molti dei suoi discepoli tornarono indietro Disse allora Gesù ai Dodici: «Volete andarvene anche voi?». Parola del Signore.,413
"XXII DOMENICA PRIMA LETTURA Dal libro del Deuteronòmio 4, 1-2.6-8 Mosè parlò al popolo dicendo: «Ora, Israele, ascolta le leggi e le norme che io vi ined entriate in possesso della terra che il Signore, Dio dei voNon aggiungerete nulla a ciò che io vi comando e non ne toLe osserverete dunque, e le metterete in pratica, perché quella Infatti quale grande nazione ha gli dèi così vicini a sé, come Parola di Dio.",414
"SALMO RESPONSORIALE Chi teme il Signore abiterà nella sua tenda. Colui che cammina senza colpa, Non fa danno al suo prossimo Non presta il suo denaro a usura",415
"SECONDA LETTURA Dalla lettera di san Giacomo apostolo 1, 17-18.21b-22.27 Fratelli miei carissimi, ogni buon regalo e ogni dono percambiamento. Per sua volontà egli ci ha generati per mezzo della Accogliete con docilità la Parola che è stata piantata in voi e Religione pura e senza macchia davanti a Dio Padre è questa: Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Per sua volontà il Padre ci ha generati Alleluia.",416
"VANGELO Dal Vangelo secondo Marco 7, 1-8.14-15.21-23 In quel tempo, si riunirono attorno a Gesù i fariAvendo visto che alcuni dei suoi discepoli prennon si sono lavati accuratamente le mani, attenendosi alla traEd egli rispose loro: «Bene ha profetato Isaìa di voi, ipocriti, Chiamata di nuovo la folla, diceva loro: «Ascoltatemi tutti e",417
dall’uomo a renderlo impuro». E diceva [ai suoi discepoli]: Parola del Signore.,418
"XXIII DOMENICA PRIMA LETTURA Dal libro del profeta Isaìa 35, 4-7a Dite agli smarriti di cuore: giunge la vendetta, Allora si apriranno gli occhi dei ciechi Parola di Dio.",419
"SALMO RESPONSORIALE Loda il Signore, anima mia. Il Signore rimane fedele per sempre Il Signore ridona la vista ai ciechi, Egli sostiene l’orfano e la vedova,",420
"SECONDA LETTURA Dalla lettera di san Giacomo apostolo 2, 1-5 Fratelli miei, la vostra fede nel Signore nostro Gesù Supponiamo che, in una delle vostre riunioni, entri qualcuno Ascoltate, fratelli miei carissimi: Dio non ha forse scelto i poParola di Dio. CANTO AL VANGELO Cf. Mt 4, 23 Alleluia, alleluia. Gesù annunciava il vangelo del Regno Alleluia.",421
"VANGELO Dal Vangelo secondo Marco 7, 31-37 In quel tempo, Gesù, uscito dalla regione di TiGli portarono un sordomuto e lo pregarono di dalla folla, gli pose le dita negli orecchi e con la saliva gli E comandò loro di non dirlo a nessuno. Ma più egli lo Parola del Signore.",422
"XXIV DOMENICA PRIMA LETTURA Dal libro del profeta Isaìa 50, 5-9a Il Signore Dio mi ha aperto l’orecchio Ho presentato il mio dorso ai flagellatori, Il Signore Dio mi assiste, È vicino chi mi rende giustizia: Parola di Dio.",423
"SALMO RESPONSORIALE Camminerò alla presenza del Signore nella terra dei viventi. Amo il Signore, perché ascolta Mi stringevano funi di morte, Pietoso e giusto è il Signore, Sì, hai liberato la mia vita dalla morte,",424
"SECONDA LETTURA Dalla lettera di san Giacomo apostolo 2, 14-18 Ache serve, fratelli miei, se uno dice di avere fede, ma Se un fratello o una sorella sono senza vestiti e sprovvisti del cibo quotidiano e uno di voi dice loro: Al contrario uno potrebbe dire: «Tu hai la fede e io ho le Parola di Dio. CANTO AL VANGELO Gal 6, 14 Alleluia, alleluia. Quanto a me non ci sia altro vanto Alleluia.",425
"VANGELO Dal Vangelo secondo Marco 8, 27-35 In quel tempo, Gesù partì con i suoi discepoli Ed egli domandava loro: «Ma voi, chi dite che io sia?». Pietro E cominciò a insegnare loro che il Figlio dell’uomo doveva sofFaceva questo discorso apertamente. Pietro lo prese in disparte Convocata la folla insieme ai suoi discepoli, disse loro: «Se Parola del Signore.",426
"XXV DOMENICA PRIMA LETTURA Dal libro della Sapienza 2, 12.17-20 [ issero gli empi:] «Tendiamo insidie al giusto, e si oppone alle nostre azioni; Vediamo se le sue parole sono vere, Mettiamolo alla prova con violenze e tormenti, Parola di Dio.",427
"SALMO RESPONSORIALE Il Signore sostiene la mia vita. Dio, per il tuo nome salvami, Poiché stranieri contro di me sono insorti Ecco, Dio è il mio aiuto,",428
"SECONDA LETTURA Dalla lettera di san Giacomo apostolo 3, 16 – 4, 3 Fratelli miei, dove c’è gelosia e spirito di contesa, c’è fica, mite, arrendevole, piena di misericordia e di buoni frutDa dove vengono le guerre e le liti che sono in mezzo a voi? Parola di Dio. CANTO AL VANGELO Cf. 2 Ts 2, 14 Alleluia, alleluia. Dio ci ha chiamati mediante il Vangelo, Alleluia.",429
"VANGELO Dal Vangelo secondo Marco 9, 30-37 In quel tempo, Gesù e i suoi discepoli attraverrisorgerà». Essi però non capivano queste parole e avevano Giunsero a Cafàrnao. Quando fu in casa, chiese loro: «Di che E, preso un bambino, lo pose in mezzo a loro e, abbracciandoParola del Signore.",430
"XXVI DOMENICA PRIMA LETTURA Dal libro dei Numeri 11, 25-29 In quei giorni, il Signore scese nella nube e parlò a rito si fu posato su di loro, quelli profetizzarono, ma non lo Ma erano rimasti due uomini nell’accampamento, uno chiamaUn giovane corse ad annunciarlo a Mosè e disse: «Eldad e MeParola di Dio.",433
"SALMO RESPONSORIALE I precetti del Signore fanno gioire il cuore. La legge del Signore è perfetta, Il timore del Signore è puro, Anche il tuo servo ne è illuminato, Anche dall’orgoglio salva il tuo servo",434
"SECONDA LETTURA Dalla lettera di san Giacomo apostolo 5, 1-6 Ora a voi, ricchi: piangete e gridate per le sciagure che loro ruggine si alzerà ad accusarvi e divorerà le vostre carni Ecco, il salario dei lavoratori che hanno mietuto sulle vostre Sulla terra avete vissuto in mezzo a piaceri e delizie, e vi sieAvete condannato e ucciso il giusto ed egli non vi ha opposto Parola di Dio. CANTO AL VANGELO Cf. Gv 17, 17b.a Alleluia, alleluia. La tua parola, Signore, è verità; Alleluia.",435
"VANGELO Dal Vangelo secondo Marco 9, 38-43.45.47-48 In quel tempo, Giovanni disse a Gesù: «Maestro, le di me: chi non è contro di noi è per noi. Chiunque infatti vi darà da bere un bicchiere d’acqua nel mio Chi scandalizzerà uno solo di questi piccoli che credono in Parola del Signore.",436
"XXVII DOMENICA PRIMA LETTURA Dal libro della Gènesi 2, 18-24 Il Signore Dio disse: «Non è bene che l’uomo sia solo: Allora il Signore Dio plasmò dal suolo ogni sorta di animali selvatici e tutti gli uccelli del cielo e li condusse alAllora il Signore Dio fece scendere un torpore sull’uomo, che Allora l’uomo disse:",437
perché dall’uomo è stata tolta». Parola di Dio. SALMO RESPONSORIALE Ci benedica il Signore tutti i giorni della nostra vita. Beato chi teme il Signore La tua sposa come vite feconda Ecco com’è benedetto Possa tu vedere il bene di Gerusalemme,438
"SECONDA LETTURA Dalla lettera agli Ebrei 2, 9-11 Fratelli, quel Gesù, che fu fatto di poco inferiore agli zia di Dio egli provasse la morte a vantaggio di tutti. Conveniva infatti che Dio – per il quale e mediante il quale Infatti, colui che santifica e coloro che sono santificati proParola di Dio. CANTO AL VANGELO 1 Gv 4, 12 Alleluia, alleluia. Se ci amiamo gli uni gli altri, Dio rimane in noi Alleluia.",439
"VANGELO Dal Vangelo secondo Marco 10, 2-16 In quel tempo, alcuni farisei si avvicinarono e, Gesù disse loro: «Per la durezza del vostro cuore egli scrisse A casa, i discepoli lo interrogavano di nuovo su questo argoGli presentavano dei bambini perché li toccasse, ma i disceParola del Signore.",440
"Forma breve: L’uomo non divida quello che Dio ha congiunto. Dal Vangelo secondo Marco 10, 2-12 In quel tempo, alcuni farisei si avvicinarono e, Gesù disse loro: «Per la durezza del vostro cuore egli scrisse A casa, i discepoli lo interrogavano di nuovo su questo argoParola del Signore.",441
"XXVIII DOMENICA PRIMA LETTURA Dal libro della Sapienza 7, 7-11 Pregai e mi fu elargita la prudenza, La preferii a scettri e a troni, stimai un nulla la ricchezza al suo confronto, L’ho amata più della salute e della bellezza, Insieme a lei mi sono venuti tutti i beni; Parola di Dio.",442
"SALMO RESPONSORIALE Saziaci, Signore, con il tuo amore: gioiremo per sempre. Insegnaci a contare i nostri giorni Saziaci al mattino con il tuo amore: Si manifesti ai tuoi servi la tua opera",443
"SECONDA LETTURA Dalla lettera agli Ebrei 4, 12-13 La parola di Dio è viva, efficace e più tagliente di giunture e alle midolla, e discerne i sentimenti e i pensieri Non vi è creatura che possa nascondersi davanti a Dio, ma Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Beati i poveri in spirito, Alleluia.",444
"VANGELO Dal Vangelo secondo Marco 10,17-30 In quel tempo, mentre Gesù andava per la strasolo. Tu conosci i comandamenti: “Non uccidere, non comEgli allora gli disse: «Maestro, tutte queste cose le ho osserGesù, volgendo lo sguardo attorno, disse ai suoi discepoli:",445
"essere salvato?». Ma Gesù, guardandoli in faccia, disse: «ImPietro allora prese a dirgli: «Ecco, noi abbiamo lasciato tutto Parola del Signore. Forma breve: Vendi quello che hai e seguimi. Dal Vangelo secondo Marco 10, 17-27 In quel tempo, mentre Gesù andava per la strasolo. Tu conosci i comandamenti: “Non uccidere, non com-",446
"Egli allora gli disse: «Maestro, tutte queste cose le ho osserGesù, volgendo lo sguardo attorno, disse ai suoi discepoli: Parola del Signore.",447
"XXIX DOMENICA PRIMA LETTURA Dal libro del profeta Isaìa 53, 10-11 Al Signore è piaciuto prostrarlo con dolori. si compirà per mezzo suo la volontà del Signore. Dopo il suo intimo tormento vedrà la luce Parola di Dio.",448
"SALMO RESPONSORIALE Donaci, Signore, il tuo amore: in te speriamo. Retta è la parola del Signore Ecco, l’occhio del Signore è su chi lo teme, L’anima nostra attende il Signore:",449
"SECONDA LETTURA Dalla lettera agli Ebrei 4, 14-16 Fratelli, poiché abbiamo un sommo sacerdote grande, Infatti non abbiamo un sommo sacerdote che non sappia Accostiamoci dunque con piena fiducia al trono della grazia Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Il Figlio dell’uomo è venuto per servire Alleluia.",450
"VANGELO Dal Vangelo secondo Marco 10, 35-45 In quel tempo, si avvicinarono a Gesù Giacomo tua destra e uno alla tua sinistra». Gesù disse loro: «Voi non sapete quello che chiedete. Potete Gli altri dieci, avendo sentito, cominciarono a indignarsi con Parola del Signore.",451
"Forma breve: Il Figlio dell’uomo è venuto per dare Dal Vangelo secondo Marco 10, 42-45 In quel tempo, Gesù chiamò a sé i Dodici e dis«Voi sapete che coloro i quali sono considerati così; ma chi vuole diventare grande tra voi sarà vostro serviAnche il Figlio dell’uomo infatti non è venuto per farsi serviParola del Signore.",452
"XXX DOMENICA PRIMA LETTURA Dal libro del profeta Geremìa 31, 7-9 Così dice il Signore: «Innalzate canti di gioia per Giacobbe, fate udire la vostra lode e dite: Ecco, li riconduco dalla terra del settentrione Erano partiti nel pianto, Parola di Dio.",453
"SALMO RESPONSORIALE Grandi cose ha fatto il Signore per noi. Quando il Signore ristabilì la sorte di Sion, Allora si diceva tra le genti: Ristabilisci, Signore, la nostra sorte, Nell’andare, se ne va piangendo,",454
"SECONDA LETTURA Dalla lettera agli Ebrei 5, 1-6 Ogni sommo sacerdote è scelto fra gli uomini e per gli Egli è in grado di sentire giusta compassione per quelli che Nessuno attribuisce a se stesso questo onore, se non chi è Parola di Dio. CANTO AL VANGELO Cf. 2 Tm 1, 10 Alleluia, alleluia. Il salvatore nostro Cristo Gesù ha vinto la morte Alleluia.",455
"VANGELO Dal Vangelo secondo Marco 10, 46-52 In quel tempo, mentre Gesù partiva da Gèrico Molti lo rimproveravano perché tacesse, ma egli gridava ancoGesù si fermò e disse: «Chiamatelo!». Chiamarono il cieco, Allora Gesù gli disse: «Che cosa vuoi che io faccia per te?». E Parola del Signore.",456
"XXXI DOMENICA PRIMA LETTURA Dal libro del Deuteronòmio 6, 2-6 Mosè parlò al popolo dicendo: «Temi il Signore, tuo Dio, osservando per tutti i giorglio, tutte le sue leggi e tutti i suoi comandi che io ti do e Ascolta, o Israele, e bada di metterli in pratica, perché tu sia Ascolta, Israele: il Signore è il nostro Dio, unico è il Signore. Questi precetti che oggi ti do, ti stiano fissi nel cuore». Parola di Dio.",457
"SALMO RESPONSORIALE Ti amo, Signore, mia forza. Ti amo, Signore, mia forza, Mio Dio, mia rupe, in cui mi rifugio; Viva il Signore e benedetta la mia roccia,",458
"SECONDA LETTURA Dalla lettera agli Ebrei 7, 23-28 Fratelli, [nella prima alleanza] in gran numero sono pre, possiede un sacerdozio che non tramonta. Perciò può salQuesto era il sommo sacerdote che ci occorreva: santo, innoLa Legge infatti costituisce sommi sacerdoti uomini soggetti Parola di Dio.",459
"CANTO AL VANGELO Alleluia, alleluia. Se uno mi ama, osserverà la mia parola, dice il Signore, Alleluia. VANGELO Amerai il Signore tuo Dio. Amerai il prossimo tuo. Dal Vangelo secondo Marco 12, 28b-34 In quel tempo, si avvicinò a Gesù uno degli scriGesù rispose: «Il primo è: “Ascolta, Israele! Il Signore tuo Dio con tutto il tuo cuore e con tutta la tua ani-",460
"Lo scriba gli disse: «Hai detto bene, Maestro, e secondo veVedendo che egli aveva risposto saggiamente, Gesù gli disse: Parola del Signore.",461
"XXXII DOMENICA PRIMA LETTURA Dal primo libro dei Re 17, 10-16 In quei giorni, il profeta Elìa si alzò e andò a Sarèpta. un po’ d’acqua in un vaso, perché io possa bere». Mentre quella andava a prenderla, le gridò: «Per favore, prenElìa le disse: «Non temere; va’ a fare come hai detto. Prima Quella andò e fece come aveva detto Elìa; poi mangiarono lei,",462
"venne meno e l’orcio dell’olio non diminuì, secondo la parola Parola di Dio. SALMO RESPONSORIALE Loda il Signore, anima mia. Il Signore rimane fedele per sempre Il Signore ridona la vista ai ciechi, Egli sostiene l’orfano e la vedova,",463
"SECONDA LETTURA Dalla lettera agli Ebrei 9, 24-28 Cristo non è entrato in un santuario fatto da mani mo sacerdote che entra nel santuario ogni anno con sangue Invece ora, una volta sola, nella pienezza dei tempi, egli è Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Beati i poveri in spirito, Alleluia.",464
"VANGELO Dal Vangelo secondo Marco 12, 38-44 In quel tempo, Gesù [nel tempio] diceva alla folper farsi vedere. Essi riceveranno una condanna più severa». Seduto di fronte al tesoro, osservava come la folla vi gettava Allora, chiamati a sé i suoi discepoli, disse loro: «In verità io Parola del Signore.",465
"Forma breve: Questa vedova, così povera, Dal Vangelo secondo Marco 12, 41-44 In quel tempo, Gesù, seduto di fronte al tesoro Allora, chiamati a sé i suoi discepoli, disse loro: «In verità io Parola del Signore.",466
"XXXIII DOMENICA PRIMA LETTURA Dal libro del profeta Daniele 12, 1-3 In quel tempo, sorgerà Michele, il gran principe, che Sarà un tempo di angoscia, come non c’era stata mai dal sorgere delle nazioni fino a quel tempo; in quel tempo Molti di quelli che dormono nella regione della polvere si riI saggi risplenderanno come lo splendore del firmamento; coParola di Dio.",467
"SALMO RESPONSORIALE Proteggimi, o Dio: in te mi rifugio. Il Signore è mia parte di eredità e mio calice: Per questo gioisce il mio cuore Mi indicherai il sentiero della vita,",468
"SECONDA LETTURA Dalla lettera agli Ebrei 10, 11-14.18 Ogni sacerdote si presenta giorno per giorno a celeCristo, invece, avendo offerto un solo sacrificio per i peccati, Ora, dove c’è il perdono di queste cose, non c’è più offerta Parola di Dio. CANTO AL VANGELO Lc 21, 36 Alleluia, alleluia. Vegliate in ogni momento pregando, Alleluia.",471
"VANGELO Dal Vangelo secondo Marco 13, 24-32 In quel tempo, Gesù disse ai suoi discepoli: «In quei giorni, dopo quella tribolazione, e le potenze che sono nei cieli saranno sconvolte. Allora vedranno il Figlio dell’uomo venire sulle nubi con granDalla pianta di fico imparate la parabola: quando ormai il suo In verità io vi dico: non passerà questa generazione prima Quanto però a quel giorno o a quell’ora, nessuno lo sa, né gli Parola del Signore.",472
"SOLENNITÀ DI NOSTRO SIGNORE PRIMA LETTURA Dal libro del profeta Daniele 7, 13-14 Guardando nelle visioni notturne, giunse fino al vegliardo e fu presentato a lui. Gli furono dati potere, gloria e regno; Parola di Dio.",473
"SALMO RESPONSORIALE Il Signore regna, si riveste di splendore. Il Signore regna, si riveste di maestà: È stabile il mondo, non potrà vacillare. Davvero degni di fede i tuoi insegnamenti!",474
"SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 1, 5-8 Gesù Cristo è il testimone fedele, il primogenito dei A Colui che ci ama e ci ha liberati dai nostri peccati con il suo sangue, che ha fatto di noi un regno, sacerdoti per Ecco, viene con le nubi e ogni occhio lo vedrà, Dice il Signore Dio: Io sono l’Alfa e l’Omèga, Colui che è, che Parola di Dio. CANTO AL VANGELO Mc 11, 9.10 Alleluia, alleluia. Benedetto colui che viene nel nome del Signore! Alleluia.",475
"VANGELO Dal Vangelo secondo Giovanni 18, 33b-37 In quel tempo, Pilato disse a Gesù: «Sei tu il re Rispose Gesù: «Il mio regno non è di questo mondo; se il mio Allora Pilato gli disse: «Dunque tu sei re?». Rispose Gesù: Parola del Signore.",476
DAL PROPRIO,477
"PRESENTAZIONE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui PRIMA LETTURA Entrerà nel suo tempio il Signore che voi cercate. Dal libro del profeta Malachìa 3, 1-4 Così dice il Signore Dio: «Ecco, io manderò un mio messaggero a preparare la Signore che voi cercate; e l’angelo dell’alleanza, che voi soChi sopporterà il giorno della sua venuta? Chi resisterà al suo Siederà per fondere e purificare l’argento; purificherà i figli Allora l’offerta di Giuda e di Gerusalemme sarà gradita al SiParola di Dio.",479
"SALMO RESPONSORIALE Vieni, Signore, nel tuo tempio santo. Alzate, o porte, la vostra fronte, Chi è questo re della gloria? Alzate, o porte, la vostra fronte, Chi è mai questo re della gloria?",480
"SECONDA LETTURA Dalla lettera agli Ebrei 2, 14-18 Poiché i figli hanno in comune il sangue e la carne, che della morte ha il potere, cioè il diavolo, e liberare così Egli infatti non si prende cura degli angeli, ma della stirpe di Infatti, proprio per essere stato messo alla prova e avere sofParola di Dio.",481
"CANTO AL VANGELO Alleluia, alleluia. I miei occhi hanno visto la tua salvezza: Alleluia. VANGELO I miei occhi hanno visto la tua salvezza. Dal Vangelo secondo Luca 2, 22-40 Quando furono compiuti i giorni della loro puper offrire in sacrificio una coppia di tortore o due giovani Ora a Gerusalemme c’era un uomo di nome Simeone, uomo",482
"Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi Il padre e la madre di Gesù si stupivano delle cose che si diC’era anche una profetessa, Anna, figlia di Fanuèle, della Quando ebbero adempiuto ogni cosa secondo la legge del SiParola del Signore.",483
"Forma breve: I miei occhi hanno visto la tua salvezza. Dal Vangelo secondo Luca 2, 22-32 Quando furono compiuti i giorni della loro puper offrire in sacrificio una coppia di tortore o due giovani Ora a Gerusalemme c’era un uomo di nome Simeone, uomo Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi Parola del Signore.",484
"NATIVITÀ Solennità Alla Messa vespertina nella vigilia PRIMA LETTURA Dal libro del profeta Geremìa 1, 4-10 Nei giorni del re Giosìa mi fu rivolta questa parola del «Prima di formarti nel grembo materno, ti ho conosciuto, prima che tu uscissi alla luce, ti ho consacrato; Risposi: «Ahimè, Signore Dio! Il Signore stese la mano",485
"sopra le nazioni e sopra i regni Parola di Dio. SALMO RESPONSORIALE Dal grembo di mia madre sei tu il mio sostegno. In te, Signore, mi sono rifugiato, Sii tu la mia roccia, Sei tu, mio Signore, la mia speranza, La mia bocca racconterà la tua giustizia,",486
"SECONDA LETTURA Dalla prima lettera di san Pietro apostolo 1, 8-12 Carissimi, voi amate Gesù Cristo, pur senza averlo vila mèta della vostra fede: la salvezza delle anime. Su questa salvezza indagarono e scrutarono i profeti, che Parola di Dio.",487
"CANTO AL VANGELO Alleluia, alleluia. Venne per rendere testimonianza alla luce Alleluia. VANGELO Ti darà un figlio e tu lo chiamerai Giovanni. Dal Vangelo secondo Luca 1, 5-17 Al tempo di Erode, re della Giudea, vi era un savano figli, perché Elisabetta era sterile e tutti e due erano Avvenne che, mentre Zaccarìa svolgeva le sue funzioni sacer-",488
"toccò in sorte, secondo l’usanza del servizio sacerdotale, di Apparve a lui un angelo del Signore, ritto alla destra dell’altaParola del Signore.",489
"NATIVITÀ Alla Messa del giorno PRIMA LETTURA Dal libro del profeta Isaìa 49, 1-6 Ascoltatemi, o isole, fino dal grembo di mia madre ha pronunciato il mio nome. Io ho risposto: «Invano ho faticato, Ora ha parlato il Signore,",490
"e Dio era stato la mia forza – Parola di Dio. SALMO RESPONSORIALE Io ti rendo grazie: hai fatto di me una meraviglia stupenda. Signore, tu mi scruti e mi conosci, Sei tu che hai formato i miei reni Meravigliose sono le tue opere,",491
"SECONDA LETTURA Dagli Atti degli Apostoli 13, 22-26 In quei giorni, [nella sinagoga di Antiòchia di Pisì«Dio suscitò per i nostri padri Davide come re, al quale rese questa testimonianza: “Ho trovato Davide, figlio Dalla discendenza di lui, secondo la promessa, Dio inviò, coDiceva Giovanni sul finire della sua missione: “Io non sono Fratelli, figli della stirpe di Abramo, e quanti fra voi siete tiParola di Dio.",492
