date,evento,weekday,celebrazione,id_liturgia,anno,liturgia1,liturgia2
2041-04-18,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2041,null,null
2041-04-18,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2041,null,null
2041-04-19,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-A,2041,null,null
2041-04-21,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A,2041,null,null
2041-04-28,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-A,2041,null,null
2041-05-05,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-A,2041,null,null
2041-05-12,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-A,2041,null,null
2041-05-19,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-A,2041,null,null
2041-05-26,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-A,2041,null,null
2041-06-02,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-A,2041,null,null
2041-06-09,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A,2041,null,null
2041-06-16,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-A,2041,null,null
2041-06-23,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A,2041,null,null
2041-06-24,Natività di San Giovanni Battista,Monday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A,2041,null,null
2041-06-28,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A,2041,null,null
2041-06-29,Santi Pietro e Paolo Apostoli,Saturday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A,2041,null,null
2041-06-30,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-A,2041,null,null
2041-07-07,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-A,2041,null,null
2041-07-14,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-A,2041,null,null
2041-07-21,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-A,2041,null,null
2041-07-28,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-A,2041,null,null
2041-08-04,18° D.T.O.,Sunday,XVIII domenica del Tempo Ordinario,C53-A,2041,null,null
2041-08-06,Trasfigurazione del Signore,Tuesday,6 agosto: Trasfigurazione del Signore,C75-A,2041,null,null
2041-08-11,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-A,2041,null,null
2041-08-15,Assunzione della Beata Vergine Maria,Thursday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A,2041,null,null
2041-08-18,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-A,2041,null,null
2041-08-25,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-A,2041,null,null
2041-09-01,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-A,2041,null,null
2041-09-08,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-A,2041,null,null
2041-09-14,Esaltazione della Santa Croce,Saturday,14 settembre: Esaltazione della Santa Croce,C78-A,2041,null,null
2041-09-15,24° D.T.O.,Sunday,XXIV domenica del Tempo Ordinario,C59-A,2041,null,null
2041-09-22,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-A,2041,null,null
2041-09-29,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-A,2041,null,null
2041-10-06,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-A,2041,null,null
2041-10-13,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-A,2041,null,null
2041-10-20,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-A,2041,null,null
2041-10-27,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-A,2041,null,null
2041-11-01,Solennità di tutti i Santi,Friday,1 novembre: Tutti i Santi,C79-A,2041,null,null
2041-11-02,Commemorazione dei defunti,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-A,2041,null,null
2041-11-02,Commemorazione dei defunti,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-A,2041,null,null
2041-11-02,Commemorazione dei defunti,Saturday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-A,2041,null,null
2041-11-03,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-A,2041,null,null
2041-11-09,Dedicazione Basilica Lateranense,Saturday,9 novembre: Dedicazione della Basilica lateranense,C83-A,2041,null,null
2041-11-10,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-A,2041,null,null
2041-11-17,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-A,2041,null,null
2041-11-24,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-A,2041,null,null
2041-12-01,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-A,2041,null,null
2041-12-08,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-A,2041,null,null
2041-12-08,Immacolata Concezione,Sunday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A,2041,null,null
2041-12-08,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-A,2041,null,null
2041-12-08,Immacolata Concezione,Sunday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-A,2041,null,null
2041-12-15,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-A,2041,null,null
2041-12-22,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-A,2041,null,null
2041-12-25,Natale del Signore,Wednesday,Natale del Signore – Messa del giorno,C8-A,2041,null,null
2041-12-29,Festa della Sacra Famiglia,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-A,2041,null,null
2042-01-01,Maria Santissima Madre di Dio,Wednesday,Solennità di Maria SS Madre di Dio,C10-B,2042,null,null
2042-01-06,Epifania del Signore,Monday,Epifania del Signore,C12-B,2042,null,null
2042-01-12,Battesimo del Signore,Sunday,Battesimo del Signore,C13-B,2042,null,null
2042-01-19,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-B,2042,null,null
2042-01-26,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-B,2042,null,null
2042-02-02,Presentazione del Signore (Candelora),Sunday,2 febbraio: Presentazione del Signore,C70-B,2042,null,null
2042-02-09,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-B,2042,null,null
2042-02-16,6° D.T.O.,Sunday,VI domenica del Tempo Ordinario,C41-B,2042,null,null
2042-02-23,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-B,2042,null,null
2042-03-02,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-B,2042,null,null
2042-03-09,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-B,2042,null,null
2042-03-16,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-B,2042,null,null
2042-03-23,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-B,2042,null,null
2042-03-30,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-B,2042,null,null
2042-04-03,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B,2042,null,null
2042-04-03,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B,2042,null,null
2042-04-03,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-B,2042,null,null
2042-04-03,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-B,2042,null,null
2042-04-04,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-B,2042,null,null
2042-04-06,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-B,2042,null,null
2042-04-13,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-B,2042,null,null
2042-04-20,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-B,2042,null,null
2042-04-27,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-B,2042,null,null
2042-05-04,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-B,2042,null,null
2042-05-11,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-B,2042,null,null
2042-05-18,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-B,2042,null,null
2042-05-25,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-B,2042,null,null
2042-06-01,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-B,2042,null,null
2042-06-08,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-B,2042,null,null
2042-06-13,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-B,2042,null,null
2042-06-15,11° D.T.O.,Sunday,XI domenica del Tempo Ordinario,C46-B,2042,null,null
2042-06-22,12° D.T.O.,Sunday,XII domenica del Tempo Ordinario,C47-B,2042,null,null
2042-06-24,Natività di San Giovanni Battista,Tuesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-B,2042,null,null
2042-06-29,Santi Pietro e Paolo Apostoli,Sunday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-B,2042,null,null
2042-07-06,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-B,2042,null,null
2042-07-13,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-B,2042,null,null
2042-07-20,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-B,2042,null,null
2042-07-27,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-B,2042,null,null
2042-08-03,18° D.T.O.,Sunday,XVIII domenica del Tempo Ordinario,C53-B,2042,null,null
2042-08-06,Trasfigurazione del Signore,Wednesday,6 agosto: Trasfigurazione del Signore,C75-B,2042,null,null
2042-08-10,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-B,2042,null,null
2042-08-15,Assunzione della Beata Vergine Maria,Friday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-B,2042,null,null
2042-08-17,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-B,2042,null,null
2042-08-24,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-B,2042,null,null
2042-08-31,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-B,2042,null,null
2042-09-07,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-B,2042,null,null
2042-09-14,Esaltazione della Santa Croce,Sunday,14 settembre: Esaltazione della Santa Croce,C78-B,2042,null,null
2042-09-21,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-B,2042,null,null
2042-09-28,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-B,2042,null,null
2042-10-05,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-B,2042,null,null
2042-10-12,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-B,2042,null,null
2042-10-19,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-B,2042,null,null
2042-10-26,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-B,2042,null,null
2042-11-01,Solennità di tutti i Santi,Saturday,1 novembre: Tutti i Santi,C79-B,2042,null,null
2042-11-02,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-B,2042,null,null
2042-11-02,Commemorazione dei defunti,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B,2042,null,null
2042-11-02,Commemorazione dei defunti,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B,2042,null,null
2042-11-02,Commemorazione dei defunti,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B,2042,null,null
2042-11-02,31° D.T.O.,Sunday,XXXI domenica del Tempo Ordinario,C66-B,2042,null,null
2042-11-02,Commemorazione dei defunti,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-B,2042,null,null
2042-11-02,Commemorazione dei defunti,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-B,2042,null,null
2042-11-02,Commemorazione dei defunti,Sunday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-B,2042,null,null
2042-11-09,Dedicazione Basilica Lateranense,Sunday,9 novembre: Dedicazione della Basilica lateranense,C83-B,2042,null,null
2042-11-16,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-B,2042,null,null
2042-11-23,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-B,2042,null,null
2042-11-30,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-B,2042,null,null
2042-12-07,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-B,2042,null,null
2042-12-08,Immacolata Concezione,Monday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-B,2042,null,null
2042-12-14,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-B,2042,null,null
2042-12-21,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-B,2042,null,null
2042-12-25,Natale del Signore,Thursday,Natale del Signore – Messa del giorno,C8-B,2042,null,null
2042-12-28,Festa della Sacra Famiglia,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-B,2042,null,null
2043-01-01,Maria Santissima Madre di Dio,Thursday,Solennità di Maria SS Madre di Dio,C10-C,2043,null,null
2043-01-06,Epifania del Signore,Tuesday,Epifania del Signore,C12-C,2043,null,null
2043-01-11,Battesimo del Signore,Sunday,Battesimo del Signore,C13-C,2043,null,null
2043-01-18,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-C,2043,null,null
2043-01-25,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-C,2043,null,null
2043-02-01,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-C,2043,null,null
2043-02-02,Presentazione del Signore (Candelora),Monday,2 febbraio: Presentazione del Signore,C70-C,2043,null,null
2043-02-08,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-C,2043,null,null
2043-02-15,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-C,2043,null,null
2043-02-22,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-C,2043,null,null
2043-03-01,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-C,2043,null,null
2043-03-08,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-C,2043,null,null
2043-03-15,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-C,2043,null,null
2043-03-22,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-C,2043,null,null
2043-03-26,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C,2043,null,null
2043-03-26,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C,2043,null,null
2043-03-26,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-C,2043,null,null
2043-03-26,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-C,2043,null,null
2043-03-27,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-C,2043,null,null
2043-03-29,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-C,2043,null,null
2043-04-05,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-C,2043,null,null
2043-04-12,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-C,2043,null,null
2043-04-19,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-C,2043,null,null
2043-04-26,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-C,2043,null,null
2043-05-03,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-C,2043,null,null
2043-05-10,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-C,2043,null,null
2043-05-17,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-C,2043,null,null
2043-05-24,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-C,2043,null,null
2043-05-31,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-C,2043,null,null
2043-06-05,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-C,2043,null,null
2043-06-07,10° D.T.O.,Sunday,X domenica del Tempo Ordinario,C45-C,2043,null,null
2043-06-14,11° D.T.O.,Sunday,XI domenica del Tempo Ordinario,C46-C,2043,null,null
2043-06-21,12° D.T.O.,Sunday,XII domenica del Tempo Ordinario,C47-C,2043,null,null
2043-06-24,Natività di San Giovanni Battista,Wednesday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-C,2043,null,null
2043-06-28,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-C,2043,null,null
2043-06-29,Santi Pietro e Paolo Apostoli,Monday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-C,2043,null,null
2043-07-05,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-C,2043,null,null
2043-07-12,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-C,2043,null,null
2043-07-19,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-C,2043,null,null
2043-07-26,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-C,2043,null,null
2043-08-02,18° D.T.O.,Sunday,XVIII domenica del Tempo Ordinario,C53-C,2043,null,null
2043-08-06,Trasfigurazione del Signore,Thursday,6 agosto: Trasfigurazione del Signore,C75-C,2043,null,null
2043-08-09,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-C,2043,null,null
2043-08-15,Assunzione della Beata Vergine Maria,Saturday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-C,2043,null,null
2043-08-16,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-C,2043,null,null
2043-08-23,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-C,2043,null,null
2043-08-30,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-C,2043,null,null
2043-09-06,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-C,2043,null,null
2043-09-13,24° D.T.O.,Sunday,XXIV domenica del Tempo Ordinario,C59-C,2043,null,null
2043-09-14,Esaltazione della Santa Croce,Monday,14 settembre: Esaltazione della Santa Croce,C78-C,2043,null,null
2043-09-20,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-C,2043,null,null
2043-09-27,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-C,2043,null,null
2043-10-04,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-C,2043,null,null
2043-10-11,28° D.T.O.,Sunday,XXVIII domenica del Tempo Ordinario,C63-C,2043,null,null
2043-10-18,29° D.T.O.,Sunday,XXIX domenica del Tempo Ordinario,C64-C,2043,null,null
2043-10-25,30° D.T.O.,Sunday,XXX domenica del Tempo Ordinario,C65-C,2043,null,null
2043-11-01,Solennità di tutti i Santi,Sunday,1 novembre: Tutti i Santi,C79-C,2043,null,null
2043-11-02,Commemorazione dei defunti,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 1° schema,C80-C,2043,null,null
2043-11-02,Commemorazione dei defunti,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 2° schema,C81-C,2043,null,null
2043-11-02,Commemorazione dei defunti,Monday,2 novembre: Commemorazione di tutti i fedeli defunti – 3° schema,C82-C,2043,null,null
2043-11-08,32° D.T.O.,Sunday,XXXII domenica del Tempo Ordinario,C67-C,2043,null,null
2043-11-09,Dedicazione Basilica Lateranense,Monday,9 novembre: Dedicazione della Basilica lateranense,C83-C,2043,null,null
2043-11-15,33° D.T.O.,Sunday,XXXIII domenica del Tempo Ordinario,C68-C,2043,null,null
2043-11-22,34° D.T.O. - Solennità di Cristo Re,Sunday,Solennità di nostro Signore Gesù Cristo Re dell’universo,C69-C,2043,null,null
2043-11-29,1° Domenica di Avvento,Sunday,I domenica di Avvento,C1-C,2043,null,null
2043-12-06,2° Domenica di Avvento,Sunday,II domenica di Avvento,C2-C,2043,null,null
2043-12-08,Immacolata Concezione,Tuesday,8 dicembre: Immacolata Concezione della beata Vergine Maria,C84-C,2043,null,null
2043-12-13,3° Domenica di Avvento - Gaudete,Sunday,III domenica di Avvento,C3-C,2043,null,null
2043-12-20,4° Domenica di Avvento,Sunday,IV domenica di Avvento,C4-C,2043,null,null
2043-12-25,Natale del Signore,Friday,Natale del Signore – Messa del giorno,C8-C,2043,null,null
2043-12-27,Festa della Sacra Famiglia,Sunday,"Santa Famiglia di Gesù, Maria e Giuseppe",C9-C,2043,null,null
2044-01-01,Maria Santissima Madre di Dio,Friday,Solennità di Maria SS Madre di Dio,C10-A,2044,null,null
2044-01-03,2° domenica dopo natale,Sunday,II domenica dopo Natale,C11-A,2044,null,null
2044-01-06,Epifania del Signore,Wednesday,Epifania del Signore,C12-A,2044,null,null
2044-01-10,Battesimo del Signore,Sunday,Battesimo del Signore,C13-A,2044,null,null
2044-01-17,2° D.T.O.,Sunday,II domenica del Tempo Ordinario,C37-A,2044,null,null
2044-01-24,3° D.T.O.,Sunday,III domenica del Tempo Ordinario,C38-A,2044,null,null
2044-01-31,4° D.T.O.,Sunday,IV domenica del Tempo Ordinario,C39-A,2044,null,null
2044-02-02,Presentazione del Signore (Candelora),Tuesday,2 febbraio: Presentazione del Signore,C70-A,2044,null,null
2044-02-07,5° D.T.O.,Sunday,V domenica del Tempo Ordinario,C40-A,2044,null,null
2044-02-14,6° D.T.O.,Sunday,VI domenica del Tempo Ordinario,C41-A,2044,null,null
2044-02-21,7° D.T.O.,Sunday,VII domenica del Tempo Ordinario,C42-A,2044,null,null
2044-02-28,8° D.T.O.,Sunday,VIII domenica del Tempo Ordinario,C43-A,2044,null,null
2044-03-06,1° Domenica di Quaresima,Sunday,I domenica di Quaresima,C14-A,2044,null,null
2044-03-13,2° Domenica di Quaresima,Sunday,II domenica di Quaresima,C15-A,2044,null,null
2044-03-20,3° Domenica di Quaresima,Sunday,III domenica di Quaresima,C16-A,2044,null,null
2044-03-27,Domenica Laetare,Sunday,IV domenica di Quaresima,C17-A,2044,null,null
2044-04-03,5° Domenica di Quaresima,Sunday,V domenica di Quaresima,C18-A,2044,null,null
2044-04-10,Domenica delle Palme,Sunday,Domenica delle Palme: Passione del Signore,C19-A,2044,null,null
2044-04-14,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2044,null,null
2044-04-14,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2044,null,null
2044-04-14,Giovedì Santo (Messa del Crisma),Thursday,Giovedì della Settimana Santa – Messa del Crisma,C20-A,2044,null,null
2044-04-14,Giovedì Santo (In Cena Domini),Thursday,Giovedì Santo – Messa vespertina «Cena del Signore»,C21-A,2044,null,null
2044-04-15,Venerdì Santo (Passione del Signore),Friday,Venerdì Santo «Passione del Signore»,C22-A,2044,null,null
2044-04-17,Pasqua - Risurrezione del Signore,Sunday,Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno,C24-A,2044,null,null
2044-04-24,2° Domenica di Pasqua o della Divina Misericordia (dom. in Albis),Sunday,II domenica di Pasqua,C25-A,2044,null,null
2044-05-01,3° Domenica di Pasqua (Misericordias Domini),Sunday,III domenica di Pasqua,C26-A,2044,null,null
2044-05-08,4° Domenica di Pasqua (Jubilate),Sunday,IV domenica di Pasqua,C27-A,2044,null,null
2044-05-15,5° Domenica di Pasqua (Cantate),Sunday,V domenica di Pasqua,C28-A,2044,null,null
2044-05-22,6° Domenica di Pasqua (Rogate - Vocem jocunditatis),Sunday,VI domenica di Pasqua,C29-A,2044,null,null
2044-05-29,Ascensione di Gesù,Sunday,Ascensione del Signore,C30-A,2044,null,null
2044-06-05,Pentecoste,Sunday,Domenica di Pentecoste – Messa del giorno,C33-A,2044,null,null
2044-06-12,Solennità della Santissima Trinità,Sunday,Solennità della SS Trinità,C34-A,2044,null,null
2044-06-19,Santissimo Corpo e Sangue di Cristo,Sunday,Solennità del SS Corpo e Sangue di Cristo,C35-A,2044,null,null
2044-06-24,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A,2044,null,null
2044-06-24,Natività di San Giovanni Battista,Friday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A,2044,null,null
2044-06-24,Santissimo Cuore di Gesù,Friday,Solennità del Sacratissimo Cuore di Gesù,C36-A,2044,null,null
2044-06-24,Natività di San Giovanni Battista,Friday,24 giugno: Natività di san Giovanni Battista – Messa del giorno,C72-A,2044,null,null
2044-06-26,13° D.T.O.,Sunday,XIII domenica del Tempo Ordinario,C48-A,2044,null,null
2044-06-29,Santi Pietro e Paolo Apostoli,Wednesday,29 giugno: Santi Pietro e Paolo apostoli – Messa del giorno,C74-A,2044,null,null
2044-07-03,14° D.T.O.,Sunday,XIV domenica del Tempo Ordinario,C49-A,2044,null,null
2044-07-10,15° D.T.O.,Sunday,XV domenica del Tempo Ordinario,C50-A,2044,null,null
2044-07-17,16° D.T.O.,Sunday,XVI domenica del Tempo Ordinario,C51-A,2044,null,null
2044-07-24,17° D.T.O.,Sunday,XVII domenica del Tempo Ordinario,C52-A,2044,null,null
2044-07-31,18° D.T.O.,Sunday,XVIII domenica del Tempo Ordinario,C53-A,2044,null,null
2044-08-06,Trasfigurazione del Signore,Saturday,6 agosto: Trasfigurazione del Signore,C75-A,2044,null,null
2044-08-07,19° D.T.O.,Sunday,XIX domenica del Tempo Ordinario,C54-A,2044,null,null
2044-08-14,20° D.T.O.,Sunday,XX domenica del Tempo Ordinario,C55-A,2044,null,null
2044-08-15,Assunzione della Beata Vergine Maria,Monday,15 agosto: Assunzione della beata Vergine Maria – Messa del giorno,C77-A,2044,null,null
2044-08-21,21° D.T.O.,Sunday,XXI domenica del Tempo Ordinario,C56-A,2044,null,null
2044-08-28,22° D.T.O.,Sunday,XXII domenica del Tempo Ordinario,C57-A,2044,null,null
2044-09-04,23° D.T.O.,Sunday,XXIII domenica del Tempo Ordinario,C58-A,2044,null,null
2044-09-11,24° D.T.O.,Sunday,XXIV domenica del Tempo Ordinario,C59-A,2044,null,null
2044-09-14,Esaltazione della Santa Croce,Wednesday,14 settembre: Esaltazione della Santa Croce,C78-A,2044,null,null
2044-09-18,25° D.T.O.,Sunday,XXV domenica del Tempo Ordinario,C60-A,2044,null,null
2044-09-25,26° D.T.O.,Sunday,XXVI domenica del Tempo Ordinario,C61-A,2044,null,null
2044-10-02,27° D.T.O.,Sunday,XXVII domenica del Tempo Ordinario,C62-A,2044,null,null
