id_canti,titolo,score_similarity,score_deviation,score_selection,score_history,score,adeguatezza
2493,Amen Jhavè,0.33,-0.31,,,5.0,🧐 Mh
246,Insieme è più bello,0.34,-0.31,,,5.0,🧐 Mh
2546,Manda il tuo spirito ,0.37,-0.36,,,5.0,🧐 Mh
408,Santo è Santo,0.2,-0.14,,,5.0,🧐 Mh
1682,Benedetto sei Tu,0.37,-0.36,,,5.0,🧐 Mh
1797,"Signore, fa di me uno strumento",0.37,-0.36,,,5.0,🧐 Mh
1694,"Gloria, gloria, gloria io l’ho incontrato",0.22,-0.16,,,5.0,🧐 Mh
2537,Insieme come fratelli,0.22,-0.17,,,5.0,🧐 Mh
1702,Questo è il mio corpo,0.35,-0.33,,,5.0,🧐 Mh
20,Alleluia (Passeranno i cieli),0.32,-0.28,,,5.0,🧐 Mh
1677,Mi affido a te,0.5,-0.53,,,4.0,🧐 Mh
1980,Dell'aurora tu sorgi più bella,0.29,-0.27,,,4.0,🧐 Mh
1659,Dammi i Tuoi Occhi,0.31,-0.29,,,4.0,🧐 Mh
1558,Le tue meraviglie,0.46,-0.48,,,4.0,🧐 Mh
2125,"Del tuo Spirito, Signore",0.56,-0.6,,,4.0,🧐 Mh
2663,Dove s'alza un'onda,0.46,-0.48,,,4.0,🧐 Mh
221,I cieli narrano,0.61,-0.68,,,4.0,🧐 Mh
298,Mani,0.5,-0.53,,,4.0,🧐 Mh
1700,Regina caeli,0.13,-0.08,,,4.0,🧐 Mh
2455,Pane della vita,0.38,-0.39,,,4.0,🧐 Mh
1954,"Ave Maria, Dolce Mamma dell'umanità",0.33,-0.32,,,4.0,🧐 Mh
2445,Proteggimi o Dio (Salmo 15(16)),0.36,-0.37,,,4.0,🧐 Mh
2199,Con Francesco profeti tra la gente,0.46,-0.49,,,4.0,🧐 Mh
2239,Amore abbandonato,0.5,-0.53,,,4.0,🧐 Mh
1668,Fiumi di misericordia,0.52,-0.56,,,4.0,🧐 Mh
1352,Abbracciami,0.4,-0.42,,,4.0,🧐 Mh
1783,Padre Nostro,0.4,-0.42,,,4.0,🧐 Mh
2542,Lascia i tuoi pesi,0.33,-0.32,,,4.0,🧐 Mh
2802,Shemà Israel,0.19,-0.15,,,4.0,🧐 Mh
2875,Christ is my hope,0.29,-0.27,,,4.0,🧐 Mh
2,"Abbà, Padre (ascoltami)",0.15,-0.1,,,4.0,🧐 Mh
1883,Il canto del mare,0.57,-0.63,,,4.0,🧐 Mh
419,Segni del tuo amore,0.4,-0.42,,,4.0,🧐 Mh
2368,O dolce legno,0.36,-0.37,,,4.0,🧐 Mh
1695,Ho respirato il tuo sì,0.42,-0.44,,,4.0,🧐 Mh
126,Chi ci separerà,0.36,-0.36,,,4.0,🧐 Mh
78,Beato l’uomo,0.65,-0.73,,,4.0,🧐 Mh
2513,Dove troveremo tutto il pane,0.3,-0.29,,,4.0,🧐 Mh
2137,Cantiamo insieme al Signore,0.36,-0.37,,,4.0,🧐 Mh
1655,Eccomi Gesù,0.38,-0.39,,,4.0,🧐 Mh
2743,L'uomo alla sua mensa,0.42,-0.44,,,4.0,🧐 Mh
2155,Isaia 62,0.67,-0.74,,,4.0,🧐 Mh
1664,Vero cibo è il tuo corpo,0.38,-0.39,,,4.0,🧐 Mh
2751,Tu qui,0.38,-0.39,,,4.0,🧐 Mh
1627,Giorno di Pentecoste,0.67,-0.74,,,4.0,🧐 Mh
2215,Ogni volta che mangiamo di questo pane,0.27,-0.24,,,4.0,🧐 Mh
2120,Quello che Dio dice di me (versione italiana),0.44,-0.46,,,4.0,🧐 Mh
1930,Evviva Rita!,0.31,-0.29,,,4.0,🧐 Mh
1681,Gesù mio buon pastore,0.44,-0.46,,,4.0,🧐 Mh
450,Te lodiamo Trinità,0.44,-0.46,,,4.0,🧐 Mh
428,Signore come è bello (La tenda),0.67,-0.75,,,4.0,🧐 Mh
405,Santo (GUC),0.44,-0.46,,,4.0,🧐 Mh
2256,Oceani (dove i miei piedi possono fallire),0.44,-0.46,,,4.0,🧐 Mh
2795,Come il Pellicano,0.5,-0.53,,,4.0,🧐 Mh
2933,Veniamo a Te,0.38,-0.39,,,4.0,🧐 Mh
200,Fratello Sole e Sorella Luna,0.56,-0.6,,,4.0,🧐 Mh
2417,A te nostro Padre,0.25,-0.22,,,4.0,🧐 Mh
1696,Spirito di santità,0.48,-0.5,,,4.0,🧐 Mh
2386,Voglio stare accanto a Te,0.25,-0.22,,,4.0,🧐 Mh
377,Rallegriamoci,0.4,-0.41,,,4.0,🧐 Mh
2782,Nelle mani tue,0.25,-0.22,,,4.0,🧐 Mh
1600,Fratello Sole e Sorella Luna (semplificata),0.56,-0.6,,,4.0,🧐 Mh
2712,Ecco il pane,0.23,-0.19,,,4.0,🧐 Mh
1597,Gesù gridò Mashalem,0.32,-0.32,,,4.0,🧐 Mh
365,Preghiera semplice,0.35,-0.34,,,4.0,🧐 Mh
154,Davanti al Re,0.32,-0.32,,,4.0,🧐 Mh
2336,Nel tuo cuore sia la pace,0.23,-0.2,,,4.0,🧐 Mh
2374,Facci sognare!,0.38,-0.39,,,4.0,🧐 Mh
2204,Sollevate porte i vostri frontali,0.5,-0.53,,,4.0,🧐 Mh
49,Amen (Tutte le promesse),0.17,-0.13,,,4.0,🧐 Mh
2248,Ascolta oggi ,0.71,-0.79,,,4.0,🧐 Mh
2324,Roccia di fedeltà,0.38,-0.39,,,4.0,🧐 Mh
2797,The blessing,0.48,-0.5,,,4.0,🧐 Mh
2456,Salga da questo altare,0.33,-0.32,,,4.0,🧐 Mh
2709,È il momento di ringraziarti,0.6,-0.65,,,4.0,🧐 Mh
73,Beati quelli che ascoltano,0.64,-0.7,,,4.0,🧐 Mh
236,Il Signore è la mia salvezza,0.61,-0.67,,,4.0,🧐 Mh
259,Isaia 11,0.4,-0.41,,,4.0,🧐 Mh
1565,Musica di festa,0.6,-0.65,,,4.0,🧐 Mh
2658,È nato Dio per noi,0.4,-0.41,,,4.0,🧐 Mh
2258,Dal cielo scende la benedizione,0.4,-0.42,,,4.0,🧐 Mh
2532,Hosanna (versione italiana),0.25,-0.22,,,4.0,🧐 Mh
187,Emmanuel,0.49,-0.54,,,3.0,🧐 Mh
2615,Dai confini del mondo,0.31,-0.33,,,3.0,🧐 Mh
2219,Spalancate le porte a Cristo,0.45,-0.5,,,3.0,🧐 Mh
2063,Popolo mio,0.3,-0.3,,,3.0,🧐 Mh
2560,Perfetta letizia,0.22,-0.21,,,3.0,🧐 Mh
2184,Santo 2019,0.22,-0.21,,,3.0,🧐 Mh
2267,Ascolta Israele,0.28,-0.28,,,3.0,🧐 Mh
1956,Inno all'amore,0.47,-0.51,,,3.0,🧐 Mh
2559,Niente ti fermerà (Magnificat),0.22,-0.21,,,3.0,🧐 Mh
1903,Dona la pace,0.22,-0.21,,,3.0,🧐 Mh
1913,Tornerà il Signor,0.41,-0.45,,,3.0,🧐 Mh
1892,Signora della pace,0.41,-0.45,,,3.0,🧐 Mh
1871,Come fuoco per il mondo,0.66,-0.76,,,3.0,🧐 Mh
325,Noi veniamo a Te,0.31,-0.33,,,3.0,🧐 Mh
2541,Lascia che il tuo fiume,0.45,-0.49,,,3.0,🧐 Mh
1955,Tu sarai profeta (2),0.47,-0.52,,,3.0,🧐 Mh
2857,La forza del tuo amore,0.45,-0.5,,,3.0,🧐 Mh
2010,Mistero della Fede,0.22,-0.2,,,3.0,🧐 Mh
14,Alla Tua presenza,0.3,-0.3,,,3.0,🧐 Mh
1706,Padre Nostro,0.41,-0.44,,,3.0,🧐 Mh
2563,Ruah,0.08,-0.04,,,3.0,🧐 Mh
2500,Canta e cammina,0.26,-0.25,,,3.0,🧐 Mh
1657,Parla al mio cuore,0.47,-0.51,,,3.0,🧐 Mh
2150,Santo nelle Altezze ,0.09,-0.04,,,3.0,🧐 Mh
292,Luce di verità,0.51,-0.57,,,3.0,🧐 Mh
240,In comunione,0.57,-0.64,,,3.0,🧐 Mh
2092,Risuscitò,0.2,-0.19,,,3.0,🧐 Mh
1881,Hallelujah (riadattamento cattolico),0.24,-0.23,,,3.0,🧐 Mh
1992,Spirito Santo (Espiritus Santo),0.43,-0.48,,,3.0,🧐 Mh
2492,Alzate il vostro sguardo,0.2,-0.19,,,3.0,🧐 Mh
478,Verbum Panis,0.18,-0.16,,,3.0,🧐 Mh
83,Benedici o Signore,0.33,-0.35,,,3.0,🧐 Mh
1547,Alleluia - Lode Cosmica (semplificata),0.33,-0.35,,,3.0,🧐 Mh
1399,Alleluia - Lode Cosmica,0.33,-0.35,,,3.0,🧐 Mh
2485,Con un cuore solo,0.49,-0.54,,,3.0,🧐 Mh
1939,La mia Pasqua è il Signore,0.49,-0.54,,,3.0,🧐 Mh
2153,Alleluia (Non può bastare una canzone),0.2,-0.19,,,3.0,🧐 Mh
2551,Non c'è nessuno che,0.43,-0.47,,,3.0,🧐 Mh
412,Se hai un cuore grande,0.33,-0.35,,,3.0,🧐 Mh
352,Padre nostro,0.43,-0.47,,,3.0,🧐 Mh
130,Col Tuo amor,0.33,-0.35,,,3.0,🧐 Mh
1862,Non Temere,0.45,-0.49,,,3.0,🧐 Mh
98,"Canoni - Jubilate Deo, omnis terra",0.18,-0.16,,,3.0,🧐 Mh
2786,Muovi le montagne,0.49,-0.54,,,3.0,🧐 Mh
2164,Trasformaci in te,0.31,-0.33,,,3.0,🧐 Mh
2193,Beatitudini,0.49,-0.54,,,3.0,🧐 Mh
1925,Vedrai che bello,0.43,-0.47,,,3.0,🧐 Mh
249,"Io credo, risorgerò",0.56,-0.64,,,3.0,🧐 Mh
2200,Canto di Madonna povertà,0.3,-0.3,,,3.0,🧐 Mh
1721,Maestà,0.24,-0.23,,,3.0,🧐 Mh
2655,Celebra il Re,0.3,-0.3,,,3.0,🧐 Mh
2652,Santo (Nato per noi),0.2,-0.18,,,3.0,🧐 Mh
2391,Lode ed esortazione,0.35,-0.38,,,3.0,🧐 Mh
344,Pace a te,0.2,-0.18,,,3.0,🧐 Mh
2304,Il canto della Resurrezione,0.15,-0.11,,,3.0,🧐 Mh
1689,Gesù (Al mattino),0.16,-0.13,,,3.0,🧐 Mh
1773,L'addolorata,0.26,-0.26,,,3.0,🧐 Mh
1832,Vieni Signore non tardare,0.28,-0.28,,,3.0,🧐 Mh
1455,Questa è la mia fede,0.39,-0.42,,,3.0,🧐 Mh
2233,Cosa renderti,0.37,-0.4,,,3.0,🧐 Mh
2657,Annunciamo la Tua morte,0.2,-0.18,,,3.0,🧐 Mh
2251,"Alleluia, Cristo e' risorto",0.55,-0.61,,,3.0,🧐 Mh
1393,Il Piccolo Tamburino (The little drummer boys),0.04,0.01,,,3.0,🧐 Mh
2271,Luce Gentile,0.37,-0.4,,,3.0,🧐 Mh
2365,"Spirito di Dio, scendi su di noi",0.37,-0.4,,,3.0,🧐 Mh
1758,Samuel,0.16,-0.14,,,3.0,🧐 Mh
319,Nelle mani della Creazione,0.3,-0.3,,,3.0,🧐 Mh
2285,Dal profondo a Te grido,0.39,-0.43,,,3.0,🧐 Mh
1613,Come un prodigio,0.52,-0.59,,,3.0,🧐 Mh
2484,Come la cerva - Salmo 41,0.37,-0.4,,,3.0,🧐 Mh
2659,Tutta la vita è un dono,0.38,-0.4,,,3.0,🧐 Mh
2593,Quì è la vera e perfetta letizia,0.15,-0.11,,,3.0,🧐 Mh
2633,Salmo 50 ,0.38,-0.4,,,3.0,🧐 Mh
2890,Andate in tutto il mondo,0.38,-0.4,,,3.0,🧐 Mh
2242,In questo giorno di luce,0.35,-0.38,,,3.0,🧐 Mh
2319,Joy to the world,0.01,0.03,,,2.0,🧐 Mh
2385,Sempre canterò,0.48,-0.56,,,2.0,🧐 Mh
318,Nella Tua tenda,0.29,-0.32,,,2.0,🧐 Mh
69,Ave Maria (Verbum Panis),0.15,-0.15,,,2.0,🧐 Mh
2201,Meraviglioso,0.42,-0.48,,,2.0,🧐 Mh
252,Io loderò il Signore,0.42,-0.48,,,2.0,🧐 Mh
3,Acclamate a Dio,0.55,-0.65,,,2.0,🧐 Mh
1566,Re dei Re,0.27,-0.29,,,2.0,🧐 Mh
1782,Padre mio,0.42,-0.48,,,2.0,🧐 Mh
2433,Vieni Santo Spirito (culla il mio cuore),0.29,-0.31,,,2.0,🧐 Mh
382,Resta qui con noi,0.54,-0.62,,,2.0,🧐 Mh
2547,Maria piccola Maria,0.65,-0.77,,,2.0,🧐 Mh
1383,Nel nome del Padre,0.27,-0.29,,,2.0,🧐 Mh
2140,Santo - Jesus Christ Superstar (semplificato),0.19,-0.19,,,2.0,🧐 Mh
364,Preghiera dei poveri di Yahvè,0.12,-0.1,,,2.0,🧐 Mh
1838,Ora lasciateci cantare,0.21,-0.22,,,2.0,🧐 Mh
2596,L'annuncio a Maria,0.19,-0.19,,,2.0,🧐 Mh
502,Lord I Need You,0.01,0.04,,,2.0,🧐 Mh
335,Oggi ti chiamo,0.46,-0.53,,,2.0,🧐 Mh
464,Tu sarai profeta,0.51,-0.6,,,2.0,🧐 Mh
1781,Gesù e la samaritana,0.34,-0.39,,,2.0,🧐 Mh
114,Canta Alleluia,0.17,-0.17,,,2.0,🧐 Mh
116,Canterò per Te,0.49,-0.54,,0.0,2.0,🧐 Mh
2257,Yes Lord,0.08,-0.05,,,2.0,🧐 Mh
1573,Sei libertà,0.34,-0.39,,,2.0,🧐 Mh
2530,La vera gioia,0.48,-0.55,,,2.0,🧐 Mh
1762,La ballata dell'amore vero,0.48,-0.55,,,2.0,🧐 Mh
445,Svegliati o Sion,0.48,-0.55,,,2.0,🧐 Mh
2096,Canoni - Dona la pace,0.21,-0.21,,,2.0,🧐 Mh
1816,Figlia di Sion,0.44,-0.51,,,2.0,🧐 Mh
294,Madre della speranza,0.44,-0.51,,,2.0,🧐 Mh
1753,Santo,0.21,-0.22,,,2.0,🧐 Mh
1865,Osanna al Figlio di David,0.3,-0.34,,,2.0,🧐 Mh
2514,E la montagna si muoverà,0.19,-0.19,,,2.0,🧐 Mh
2556,Osanna all'Altissimo,0.27,-0.29,,,2.0,🧐 Mh
2117,Avrai cura di noi,0.44,-0.5,,,2.0,🧐 Mh
1931,Dove tu sei,0.21,-0.22,,,2.0,🧐 Mh
1611,Santo (Jesus Christ Superstar),0.27,-0.29,,,2.0,🧐 Mh
2161,Santo,0.17,-0.17,,,2.0,🧐 Mh
2621,Cristo vive in me,0.29,-0.31,,,2.0,🧐 Mh
2358,Ti offro Signor,0.23,-0.24,,,2.0,🧐 Mh
44,Alzati e risplendi,0.27,-0.29,,,2.0,🧐 Mh
2383,"Signore, sei Tu il mio Pastor",0.27,-0.29,,,2.0,🧐 Mh
2328,Santo,0.15,-0.15,,,2.0,🧐 Mh
2570,Se avessi mai commesso,0.55,-0.65,,,2.0,🧐 Mh
2329,Non cercate tra i morti,0.5,-0.57,,,2.0,🧐 Mh
2491,Alleluia (congolese),0.04,-0.01,,,2.0,🧐 Mh
1934,Altissimo,0.33,-0.36,,,2.0,🧐 Mh
2768,La mano nella tua,0.38,-0.44,,,2.0,🧐 Mh
1717,"Un sol corpo, un sol spirito",0.38,-0.44,,,2.0,🧐 Mh
2379,Spirito d'Amore  ,0.32,-0.36,,,2.0,🧐 Mh
2478,Cristo Re,0.4,-0.46,,,2.0,🧐 Mh
1416,Ecco quel che abbiamo,0.5,-0.58,,,2.0,🧐 Mh
2860,Sei tu Signore il mio Pastore,0.4,-0.46,,,2.0,🧐 Mh
2483,Io mi arrendo,0.33,-0.36,,,2.0,🧐 Mh
2253,Venite applaudiamo al Signore,0.58,-0.67,,,2.0,🧐 Mh
293,Lui verrà e ti salverà,0.33,-0.36,,,2.0,🧐 Mh
1735,Santo (Do Re Mi),0.38,-0.44,,,2.0,🧐 Mh
2094,"Canoni - Adoramus Te, Domine",0.01,0.03,,,2.0,🧐 Mh
235,Il Signore è la Luce,0.33,-0.36,,,2.0,🧐 Mh
2058,Miserere mei,0.23,-0.24,,,2.0,🧐 Mh
2653,O cieli piovete dall'alto,0.15,-0.14,,,2.0,🧐 Mh
2124,Oggi è giorno di festa,0.43,-0.51,,,1.0,🧐 Mh
2660,Canoni Vari,0.43,-0.51,,,1.0,🧐 Mh
1835,Benchè sia notte,0.24,-0.27,,,1.0,🧐 Mh
1669,Io vengo a Te,0.53,-0.63,,,1.0,🧐 Mh
1692,Grande è il Signore,0.51,-0.61,,,1.0,🧐 Mh
2479,Dayenu adonai,0.18,-0.21,,,1.0,🧐 Mh
327,Nostalgia d’una sorgente,0.53,-0.63,,,1.0,🧐 Mh
2053,Canoni - Nulla ti turbi,0.1,-0.11,,,1.0,🧐 Mh
1769,La pace del Signore,0.54,-0.66,,,1.0,🧐 Mh
1843,Il nostro cuore non si è perduto,0.41,-0.5,,,1.0,🧐 Mh
2619,A te elevo la voce,0.22,-0.26,,,1.0,🧐 Mh
257,Io vedo il Re,0.41,-0.5,,,1.0,🧐 Mh
404,Santo,0.17,-0.18,,,1.0,🧐 Mh
2818,"Dio mio, Dio mio perchè mi hai abbandonato ",0.58,-0.71,,,1.0,🧐 Mh
474,Venite fedeli,0.24,-0.27,,,1.0,🧐 Mh
1607,Cantate al Signore,0.43,-0.52,,,1.0,🧐 Mh
402,Santo,0.24,-0.28,,,1.0,🧐 Mh
1606,El Shaddai,0.13,-0.13,,,1.0,🧐 Mh
1923,Santo Santo,0.24,-0.28,,,1.0,🧐 Mh
1876,Santo,0.22,-0.25,,,1.0,🧐 Mh
2778,Lascia i tuoi pesi,0.32,-0.37,,,1.0,🧐 Mh
1642,Salve Regina [Latino],0.05,-0.04,,,1.0,🧐 Mh
1478,Servire è regnare,0.34,-0.4,,,1.0,🧐 Mh
401,Santo,0.26,-0.3,,,1.0,🧐 Mh
1641,Santo,0.22,-0.25,,,1.0,🧐 Mh
2167,Vieni Signore Vieni (Maranatha),0.18,-0.2,,,1.0,🧐 Mh
1962,O fiore di grazia gentile,0.24,-0.28,,,1.0,🧐 Mh
2276,Santo,0.22,-0.26,,,1.0,🧐 Mh
2693,Benvenuto Dio bambino,0.33,-0.4,,,1.0,🧐 Mh
2923,Chiara ad Agnese,0.45,-0.55,,,1.0,🧐 Mh
2095,"Canoni - Confitemini, Domino (Ringrazia il Signore perché è buono)",0.05,-0.04,,,1.0,🧐 Mh
1784,Santo (Ci doniamo a Te),0.17,-0.18,,,1.0,🧐 Mh
2405,Le mie mani son piene (di benedizioni),0.28,-0.32,,,1.0,🧐 Mh
2335,Santo il Signore,0.24,-0.28,,,1.0,🧐 Mh
2332,Osanna al Figlio di David (v2),0.43,-0.52,,,1.0,🧐 Mh
2446,Alleluja - Cristo è risorto dai morti,0.07,-0.06,,,1.0,🧐 Mh
2574,Ti parlerò di me,0.36,-0.42,,,1.0,🧐 Mh
1857,Santo,0.41,-0.49,,,1.0,🧐 Mh
2278,Manda il Tuo Spirito Signore,0.49,-0.58,,,1.0,🧐 Mh
2175,Benedicat tibi Dominu,0.0,0.03,,,1.0,🧐 Mh
1877,E' Santo,0.35,-0.42,,,1.0,🧐 Mh
2372,Non sei più tu che cerchi me,0.22,-0.26,,,1.0,🧐 Mh
2369,Oh Maria quanto sei bella,0.16,-0.18,,,1.0,🧐 Mh
2299,Narrano i cieli,0.49,-0.59,,,1.0,🧐 Mh
2794,O Signore nostro Dio,0.53,-0.63,,,1.0,🧐 Mh
59,Apri le tue braccia,0.35,-0.42,,,1.0,🧐 Mh
1671,Alleluia Canto per Cristo (v2),0.14,-0.16,,,1.0,🧐 Mh
144,Credo in Te,0.39,-0.47,,,1.0,🧐 Mh
2812,Ave Maria gratia plena,0.16,-0.18,,,1.0,🧐 Mh
2202,Santo,0.16,-0.18,,,1.0,🧐 Mh
1587,La mia preghiera elevo a Te,0.39,-0.47,,,1.0,🧐 Mh
2152,Gustate e vedete,0.47,-0.56,,,1.0,🧐 Mh
2423,Dell'aurora Tu sorgi più bella (v2),0.3,-0.35,,,1.0,🧐 Mh
1852,Perdonami mio Signore,0.3,-0.35,,,1.0,🧐 Mh
393,San Damiano,0.35,-0.42,,,1.0,🧐 Mh
2434,Nome dolcissimo,0.14,-0.16,,,1.0,🧐 Mh
1697,Ti amo Signor,0.2,-0.23,,,1.0,🧐 Mh
2469,Il Tuo amore è grande,0.49,-0.59,,,1.0,🧐 Mh
2160,Il nostro cuore offriamo a te (completo),0.39,-0.47,,,1.0,🧐 Mh
2039,Adoratio - Viva Gesu',0.09,-0.09,,,1.0,🧐 Mh
1800,Ti ringrazio mio Signore,0.53,-0.63,,,1.0,🧐 Mh
399,Santo,0.26,-0.3,,,1.0,🧐 Mh
272,La luna,0.2,-0.23,,,1.0,🧐 Mh
2418,Padre nostro (testo adattato nuova liturgia),0.39,-0.47,,,1.0,🧐 Mh
2592,La casa sulla Roccia,0.47,-0.57,,,1.0,🧐 Mh
2034,Osanna cantiamo al Signor,0.14,-0.16,,,1.0,🧐 Mh
279,Le mani alzate,0.29,-0.35,,,1.0,🧐 Mh
2216,Ave Maria (offro a te il mio canto),0.35,-0.42,,,1.0,🧐 Mh
1665,Il nostro cuore offriamo a te,0.39,-0.47,,,1.0,🧐 Mh
2724,"Eli, Eli, lamma sabactani",0.11,-0.11,,,1.0,🧐 Mh
1,Abbà Misericordia,0.27,-0.33,,,0.0,🧐 Mh
2318,Santo,0.21,-0.26,,,0.0,🧐 Mh
1461,Credo,0.04,-0.05,,,0.0,🧐 Mh
1947,Aprite le porte,0.44,-0.55,,,0.0,🧐 Mh
2502,Canzone di San Damiano,0.36,-0.46,,,-0.0,🧐 Mh
2286,Chiesa del Risorto,0.44,-0.55,,,0.0,🧐 Mh
410,"Santo, Signore",0.1,-0.12,,,0.0,🧐 Mh
1720,"Laudate, omnes gentes",0.02,-0.02,,,0.0,🧐 Mh
2674,La Madre,0.39,-0.48,,,0.0,🧐 Mh
2314,Magnificat - Mina,0.02,-0.03,,,-0.0,🧐 Mh
2927,Santo,0.21,-0.26,,,0.0,🧐 Mh
2647,La sua casa,0.65,-0.81,,,0.0,🧐 Mh
457,Ti offriamo,0.46,-0.57,,,0.0,🧐 Mh
2339,Come Davide,0.25,-0.31,,,0.0,🧐 Mh
101,Canoni - Magnificat,0.0,0.0,,,0.0,🧐 Mh
2770,Dal profondo o Signore,0.42,-0.52,,,0.0,🧐 Mh
1813,Vivi della sua pace,0.42,-0.53,,,-0.0,🧐 Mh
2089,Sanctus,0.04,-0.05,,,0.0,🧐 Mh
234,Il Signore è il mio pastore,0.46,-0.58,,,-0.0,🧐 Mh
2260,Fammi conoscere,0.38,-0.48,,,-0.0,🧐 Mh
2452,Al Santo Glorioso (Inno in onore di San Francesco di Paola),0.28,-0.36,,,-0.0,🧐 Mh
2758,Grida nuova umanità,0.42,-0.53,,,-0.0,🧐 Mh
1856,Canoni - Ubi Caritas,0.0,0.0,,,0.0,🧐 Mh
2041,Bisogna che Cristo cresca,0.19,-0.24,,,-0.0,🧐 Mh
306,Mi arrendo al Tuo amore,0.48,-0.6,,,0.0,🧐 Mh
483,Vieni al Signor,0.48,-0.59,,,0.0,🧐 Mh
1699,Tantum Ergo,0.0,0.0,,,0.0,🧐 Mh
1821,"Santo, Santo, Santo",0.25,-0.31,,,0.0,🧐 Mh
1840,Salvator Mundi,0.02,-0.02,,,0.0,🧐 Mh
2295,Custode del Signore,0.56,-0.69,,,0.0,🧐 Mh
361,Popoli tutti acclamate,0.56,-0.69,,,0.0,🧐 Mh
409,Santo il Signore,0.32,-0.41,,,-0.0,🧐 Mh
2083,Anima Christi,0.06,-0.07,,,0.0,🧐 Mh
57,"Antica, eterna danza",0.4,-0.5,,,0.0,🧐 Mh
2439,"T’adoriam, Ostia divina",0.05,-0.07,,,-0.0,🧐 Mh
2364,Saldo è il mio cuore Dio,0.19,-0.24,,,-0.0,🧐 Mh
2121,Who you say I am,0.02,-0.02,,,0.0,🧐 Mh
2100,Salve dolce Vergine,0.32,-0.41,,,-0.0,🧐 Mh
1968,Christus vincit,0.0,0.01,,,0.0,🧐 Mh
2327,Chi ha fame,0.57,-0.72,,,-0.0,🧐 Mh
2349,Santo è il Signore ,0.19,-0.24,,,-0.0,🧐 Mh
2062,Canoni - Il Signore è la mia forza,0.36,-0.46,,,-0.0,🧐 Mh
183,Ecco l’Uomo,0.48,-0.59,,,0.0,🧐 Mh
2648,Sanctus! Holy!,0.21,-0.27,,,-0.0,🧐 Mh
2565,Sacro torrente,0.15,-0.19,,,-0.0,🧐 Mh
2776,Invoca il nome del tuo Signore,0.23,-0.29,,,-0.0,🧐 Mh
1730,Rallegrati Gerusalemme,0.44,-0.55,,,0.0,🧐 Mh
2296,Custode del Signore (v2),0.56,-0.69,,,0.0,🧐 Mh
2395,"O Signore, raccogli i tuoi figli",0.27,-0.33,,,0.0,🧐 Mh
1970,Grazie Padre Buono (Rns),0.5,-0.62,,,0.0,🧐 Mh
1777,E' il Signore e dà la vita,0.61,-0.77,,,-0.0,🧐 Mh
64,Astro del ciel,0.1,-0.12,,,0.0,🧐 Mh
2437,Pace,0.33,-0.41,,,0.0,🧐 Mh
1788,Purificami o Signore (Salmo 50),0.44,-0.55,,,0.0,🧐 Mh
2599,Inno allo Spirito,0.4,-0.51,,,-0.0,🧐 Mh
1979,Alla tua mensa,0.33,-0.41,,,0.0,🧐 Mh
2600,Lasciate che i bambini vengano a me,0.53,-0.67,,,-0.0,🧐 Mh
2145,Fuoco d'amore,0.29,-0.36,,,0.0,🧐 Mh
1977,Alleluia di taizé,0.06,-0.07,,,0.0,🧐 Mh
2307,Santo,0.19,-0.24,,,-0.0,🧐 Mh
1660,Spirito Santo (Fiume di Pace),0.32,-0.41,,,-0.0,🧐 Mh
2494,"Amen, Alleluia",0.12,-0.14,,,0.0,🧐 Mh
2618,Alleluia Padre Mio ,0.41,-0.54,,,-1.0,🧐 Mh
1859,Albero di vita,0.49,-0.63,,,-1.0,🧐 Mh
2162,Be thou my vision,0.01,-0.03,,,-1.0,🧐 Mh
1467,Non più due (Buttazzo),0.49,-0.63,,,-1.0,🧐 Mh
1918,Io sarò con voi,0.59,-0.75,,,-1.0,🧐 Mh
2047,Vexilla regis prodeunt,0.01,-0.04,,,-1.0,🧐 Mh
2643,Gloria al Signore che salva ,0.47,-0.61,,,-1.0,🧐 Mh
2151,Alzerò i miei occhi ,0.49,-0.63,,,-1.0,🧐 Mh
1989,Andro' a vederla un di',0.15,-0.2,,,-1.0,🧐 Mh
2581,Girl On A Mission,0.01,-0.04,,,-1.0,🧐 Mh
317,Nella luce del Signor,0.12,-0.18,,,-1.0,🧐 Mh
1961,Facciamo festa,0.19,-0.25,,,-1.0,🧐 Mh
2741,Lodate Iddio,0.07,-0.1,,,-1.0,🧐 Mh
2426,Ave Maria di Lourdes,0.09,-0.13,,,-1.0,🧐 Mh
322,Noi con Te,0.35,-0.47,,,-1.0,🧐 Mh
1829,Misericordias Domini,0.05,-0.08,,,-1.0,🧐 Mh
2588,Come acqua,0.35,-0.47,,,-1.0,🧐 Mh
1756,Mi alma canta,0.09,-0.13,,,-1.0,🧐 Mh
125,Cerco la Tua voce,0.41,-0.54,,,-1.0,🧐 Mh
396,Santo C.M.,0.18,-0.25,,,-1.0,🧐 Mh
2116,Ave Maria,0.18,-0.25,,,-1.0,🧐 Mh
2022,Apri le tue braccia (v2),0.3,-0.39,,,-1.0,🧐 Mh
241,In notte placida,0.22,-0.3,,,-1.0,🧐 Mh
2580,Beato il cuore che perdona (inno GMG 2016),0.33,-0.44,,,-1.0,🧐 Mh
2237,A Betlemme di Giudea,0.27,-0.37,,,-1.0,🧐 Mh
2038,Salve o Dolce Vergine,0.32,-0.42,,,-1.0,🧐 Mh
1686,Dio aprirà una via,0.32,-0.42,,,-1.0,🧐 Mh
2312,Santo Santo,0.32,-0.42,,,-1.0,🧐 Mh
