id_canti,similarity,mean_similarity,deviation,id_liturgia,manually_selected,note,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score,score_selection
2443,4.17,7.24,-3.0700000000000003,,,,E' nato nel mondo ,Giuseppe Tranchida,Alleluja è Natale,"21,3",mXiG2dpKBXU,0.1442250959488273,-0.2662619254119688,-0.12203682946314151,
2194,6.79,10.91,-4.12,,,,Alleluia Quando siam riuniti,,,25,,0.2348413432835821,-0.35732870771899394,-0.12248736443541183,
2305,20.35,29.88,-9.529999999999998,,,,Il tuo amore per noi,Piera Cori,,26,9aaxeabeNq0,0.7038323027718552,-0.8265394622723329,-0.12270715950047772,
2494,2.91,5.49,-2.58,,,,"Amen, Alleluia",Rns,La mia voce sale a Dio,"25,28,18",rYWPGadZC90,0.10064628997867806,-0.22376409366869038,-0.12311780369001232,
2789,8.03,12.66,-4.630000000000001,,,,Voglio restar con Te,sconosciuto,,"32,9,14",Hfe2whkYfos,0.27772842217484006,-0.4015611448395491,-0.12383272266470902,
364,2.37,4.75,-2.38,,,,Preghiera dei poveri di Yahvè,Kiko Arguello,,"2,4",u0J7lNU5oII,0.08196965884861408,-0.20641803989592367,-0.12444838104730958,
147,5.84,9.61,-3.7699999999999996,,,,Custodiscimi,RnS,Davanti al Re,"24,31",jnB5GL_qTW0,0.20198430703624734,-0.3269731136166522,-0.12498880658040487,
298,15.68,23.39,-7.710000000000001,,,,Mani,Fabrizio Colombo,,"26,32,16",FexZCiC8SJw,0.5423140298507463,-0.6686903729401562,-0.12637634308940993,
2244,16.55,24.62,-8.07,,,,Che cosa mi manca,"Elena Storchi, Renato Giorgi e Valerio Antonioli",,10,,0.5724041577825161,-0.6999132697311362,-0.12750911194862014,
8,16.59,24.7,-8.11,,,,Acqua siamo noi,Giosy Cento,,"21,8",YZPaZqTi0EA,0.5737876119402985,-0.7033824804856895,-0.12959486854539104,
1645,13.42,20.27,-6.85,,,,Agnello di Dio,Tommaso Bailo,A Te veniamo con gioia,71,40APxYacGXQ,0.46414886993603416,-0.5941023417172593,-0.12995347178122513,
1543,9.99,15.48,-5.49,,,,Nato per noi,Meli - F. Gruber - Picchi,,"21,26,31,3",,0.3455176759061834,-0.47614917606244583,-0.13063150015626246,
2583,9.76,15.16,-5.4,,,,Il tuo grande amore,Cammino di Santità,,"31,9",pJhweqC24NA,0.3375628144989339,-0.46834345186470083,-0.13078063736576695,
2477,6.91,11.21,-4.300000000000001,,,,"Alleluia, Cristo nostra Pasqua",,,25,,0.23899170575692966,-0.37294015611448406,-0.1339484503575544,
254,15.9,23.79,-7.889999999999999,,,,Io sarò con Te,Marco Frisina,,31,oWtdlQAaOCE,0.5499230277185501,-0.6843018213356461,-0.13437879361709604,
1678,11.7,17.92,-6.220000000000002,,,,Io credo in te Gesù,RnS - Reuben Morgan,Io credo,9,uH0nDhf6LLQ,0.4046603411513858,-0.5394622723330444,-0.13480193118165862,
2092,5.02,8.58,-3.5600000000000005,,,,Risuscitò,Kiko Arguello,,"21,25,32,5,9,12",GFESE8ZXcqk,0.17362349680170575,-0.3087597571552472,-0.13513626035354148,
1591,9.78,15.25,-5.470000000000001,,,,Dov’è l’amore e la carità,Pasquale Dargenio,Dalla tua Croce,"31,5",erHJgWdCchs,0.33825454157782514,-0.4744145706851692,-0.13616002910734404,
1635,11.73,17.98,-6.25,,,,Accogli nella tua bontà,RnS,Osanna,"26,14",7cI5qRTJxdQ,0.4056979317697228,-0.5420641803989593,-0.13636624862923652,
2174,12.62,19.23,-6.610000000000001,,,,Quelli che amano te,Gen Rosso,,26,eGOnZJxYhpY,0.4364797867803838,-0.5732870771899394,-0.13680729040955564,
2396,5.34,9.05,-3.710000000000001,,,,A te Signor leviamo i cuori,P. Damilano,,26,zDfmLrOJ6dI,0.18469113006396587,-0.3217692974848223,-0.13707816742085643,
2030,10.78,16.66,-5.880000000000001,,,,In cammino,Paolo Spoladore,,"21,10,14,16,20",4da8_PP7cEM,0.372840895522388,-0.509973980919341,-0.13713308539695296,
2596,5.06,8.66,-3.6000000000000005,,,,L'annuncio a Maria,Daniele Esposito,,"21,31,2,7",GacR0-QmARk,0.1750069509594883,-0.3122289679098006,-0.1372220169503123,
18,10.53,16.32,-5.790000000000001,,,,Alleluia (ed oggi ancora),Pierangelo Sequeri ,E mi sorprende,25,D7vriZqQNCY,0.3641943070362473,-0.5021682567215959,-0.13797394968534865,
1701,12.91,19.65,-6.739999999999998,,,,Sono il Signor che ti guarisce,Don Moen,,"31,9",-k3uz0mmmkE,0.4465098294243071,-0.5845620121422376,-0.13805218271793046,
2106,7.54,12.14,-4.6000000000000005,,,,Vivi in noi don Bosco,A. Franciosa,,"32,10,53",w5HqA0sNAGg,0.26078110874200433,-0.39895923677363404,-0.1381781280316297,
2027,14.79,22.29,-7.5,,,,Mano potente,RnS,,"31,16,20",93OhQlCzhAg,0.5115321748400853,-0.6504770164787511,-0.13894484163866583,
2741,1.89,4.25,-2.3600000000000003,,,,Lodate Iddio,G. Cento,È il girono del Signore,"21,14",CyJsPlWT7PM,0.06536820895522388,-0.20468343451864704,-0.13931522556342316,
2206,3.62,6.67,-3.05,,,,Vidi l’acqua,Marco Frisina,Cristo è nostra Pasqua,"5,8",-V3jTKB9dyE,0.1252026012793177,-0.2645273200346921,-0.1393247187553744,
138,15.34,23.07,-7.73,,,,Come un fiume,P. Paci – D. Preti,,"21,8",ZntyUAaXQxs,0.5305546695095948,-0.6704249783174329,-0.13987030880783802,
44,8.36,13.31,-4.950000000000001,,,,Alzati e risplendi,A. Gocam,,"21,31,2,17",PgtfzpgiKMw,0.28914191897654584,-0.42931483087597583,-0.14017291189942999,
2479,5.15,8.82,-3.67,,,,Dayenu adonai,Gen Verde ,Il mistero pasquale,4,3nHlGCScNRg,0.17811972281449895,-0.3183000867302689,-0.14018036391576993,
2657,5.07,8.72,-3.6500000000000004,,,,Annunciamo la Tua morte,Marcello Giombini,Camminiamo nella speranza,28,zZnqfJVvZRU,0.17535281449893392,-0.31656548135299223,-0.1412126668540583,
2031,10.53,16.37,-5.840000000000002,,,,Sei il mio rifugio,RnS,,"21,31,52",sZiN7b5sB5g,0.3641943070362473,-0.5065047701647877,-0.1423104631285404,
2012,10.73,16.65,-5.919999999999998,,,,Ti offriamo Signore,Spoladore,,"26,2,9,10,12,14,15,52",V2_6hSgxFRg,0.3711115778251599,-0.5134431916738941,-0.14233161384873416,
2584,6.31,10.47,-4.160000000000001,,,,Re dei re (osanna),SDV worship,Apri i cieli,"21,31,32,9",7R2HJ58mkNo,0.2182398933901919,-0.36079791847354736,-0.14255802508335547,
434,11.69,18.0,-6.3100000000000005,,,,Sono qui a lodarti (luce del mondo),RnS - Tim Hughes,,"21,5,9,10,14",s6F0EgxUCok,0.4043144776119403,-0.5472679965307893,-0.142953518918849,
2202,4.81,8.38,-3.570000000000001,,,,Santo,Gen Verde,Il Mistero Pasquale,27,N7GZXlSnhWo,0.16636036247334757,-0.3096270598438856,-0.14326669737053804,
2117,14.21,21.53,-7.32,,,,Avrai cura di noi,Benedetti Anna,,5,5Iv8wTnl0FQ,0.49147208955223887,-0.6348655680832611,-0.14339347853102224,
2184,5.98,10.03,-4.049999999999999,,,,Santo 2019,Daniele Esposito,,27,DKewVnAaWG0,0.20682639658848617,-0.3512575888985255,-0.1444311923100393,
2318,6.53,10.8,-4.2700000000000005,,,,Santo,Parisi,Popolo Santo,27,prXAyYvLe7A,0.22584889125799573,-0.370338248048569,-0.1444893567905733,
1832,8.21,13.15,-4.9399999999999995,,,,Vieni Signore non tardare,Marco Frisina,Salvatore del mondo,2,Udrb_WYeFPs,0.28395396588486144,-0.42844752818733733,-0.1444935623024759,
2448,17.32,25.9,-8.579999999999998,,,,Ai piedi della Croce,Corrado Salmè,Infuocati per Dio '04,"9,10",VF01Mdiqa38,0.5990356503198295,-0.7441457068516911,-0.1451100565318616,
1707,4.63,8.15,-3.5200000000000005,,,,Tu sei Re,Nico Battaglia,,"21,31,9",zKrljiD2ANw,0.16013481876332625,-0.3052905464006939,-0.14515572763736767,
1964,6.83,11.23,-4.4,,,,Mira il tuo popolo,Tradizionale,,7,cQOswT1rM9Q,0.23622479744136463,-0.38161318300086733,-0.1453883855595027,
1758,4.02,7.3,-3.2800000000000002,,,,Samuel,Giosy Cento,,"21,20",_x3tf9Kx8og,0.13903714285714286,-0.28447528187337384,-0.14543813901623098,
319,8.61,13.73,-5.120000000000001,,,,Nelle mani della Creazione,Giosy Cento,,26,1PQi7UZNjgo,0.29778850746268654,-0.4440589765828275,-0.14627046912014097,
2465,17.13,25.65,-8.52,,,,Sei con noi uno di noi,Domenico Machetta,"Sei con noi, uno di noi",21,LL41_rgYQgw,0.5924642430703625,-0.7389418907198613,-0.14647764764949878,
2434,3.72,6.91,-3.19,,,,Nome dolcissimo,Padre Andrea Castelli ,Classici Mariani Vol. 1,"32,7",aaRFELnu-Ok,0.128661236673774,-0.2766695576756288,-0.1480083210018548,
2276,6.42,10.69,-4.27,,,,Santo,Domenico Machetta,Prendo le ali,27,Wi_JSF6K_VQ,0.22204439232409381,-0.3703382480485689,-0.1482938557244751,
1352,11.86,18.31,-6.449999999999999,,,,Abbracciami,RnS,Il canto del tuo popolo,31,fwSAsHU4kHM,0.410194157782516,-0.5594102341717259,-0.14921607638920986,
2348,8.42,13.5,-5.08,,,,"Alleluia, il tuo Vangelo",Avolio-Capacchione-La Rocca, Festa con Gesù,25,4dyeFrn2cU0,0.2912171002132196,-0.4405897658282741,-0.14937266561505447,
2280,8.64,13.81,-5.17,,,,Ecco l'acqua che sgorga,,,8,3xr3H6KFj6g,0.2988260980810235,-0.4483954900260191,-0.14956939194499558,
2432,8.36,13.42,-5.0600000000000005,,,,"Io ti amo Signore, mia forza Tu sei",RnS,Il deserto canta,9,8ZVRO9-Pv3g,0.28914191897654584,-0.4388551604509975,-0.14971324147445164,
86,5.45,9.35,-3.8999999999999995,,,,Bianco Natale,Tradizionale,,3,U1rW9oXQE5I,0.18849562899786781,-0.3382480485689505,-0.1497524195710827,
2034,3.89,7.17,-3.28,,,,Osanna cantiamo al Signor,Salvatore Basilotta,,27,vAPpzoDuuh0,0.13454091684434968,-0.2844752818733738,-0.1499343650290241,
280,9.27,14.7,-5.43,,,,Le Tue mani,Marcello Giombini,Camminiamo nella speranza,"21,25,32,5",76DZuSXj01E,0.32061550106609804,-0.47094535993061576,-0.15032985886451772,
2298,3.79,7.04,-3.25,,,,Celebriamo insieme,RNS,,"21,31,32,5,10,14,52",PW6KJpQPsEk,0.13108228144989342,-0.2818733738074588,-0.15079109235756538,
2085,4.01,7.36,-3.3500000000000005,,,,Ascolta Israele,,,"2,3,4,5,17",,0.13869127931769723,-0.2905464006938422,-0.15185512137614496,
1002,3.42,6.54,-3.12,,,,Santo è il Signore,Daniele Ricci,La tua dimora,27,bJjxtx9wCIc,0.11828533049040513,-0.2705984388551605,-0.15231310836475537,
412,10.34,16.22,-5.879999999999999,,,,Se hai un cuore grande,Pino Bordini,Mi dichiaro per Cristo,6,QA-Q6y2o54w,0.35762289978678036,-0.5099739809193408,-0.1523510811325604,
1561,9.01,14.36,-5.35,,,,Adoro Te,RnS,Parola d'amore,"21,31",v4X-5W5gBlw,0.31162304904051175,-0.4640069384215091,-0.15238388938099734,
2017,11.71,18.14,-6.43,,,,Dal profondo,Spoladore,,"9,11,12",o5ijtaxrIM4,0.4050062046908316,-0.5576756287944493,-0.15266942410361772,
5,9.0,14.35,-5.35,,,,Accogli i nostri doni,Francesco Buttazzo,,26,6yAFY7jFjG8,0.3112771855010661,-0.4640069384215091,-0.152729752920443,
2424,8.35,13.45,-5.1,,,,Mio rifugio sei tu,Nicola Montuori,Ninna nanna a Gesù 2020,"9,10,52",qa25QBAC0rs,0.2887960554371002,-0.44232437120555074,-0.15352831576845055,
2615,9.35,14.85,-5.5,,,,Dai confini del mondo,RnS,Fuoco d'amore,14,opkqrb-Zj9E,0.32338240938166307,-0.47701647875108416,-0.1536340693694211,
66,8.72,13.97,-5.25,,,,Ave donna Maria,Oratorio di Arese,Beata te che hai creduto,7,uSVKgm9atwc,0.30159300639658854,-0.45533391153512576,-0.15374090513853722,
20,8.66,13.9,-5.24,,,,Alleluia (Passeranno i cieli),Eugenio Costa - Stefano Varnavà,,25,3-_UHaQ2N08,0.29951782515991476,-0.4544666088464875,-0.15494878368657272,
1738,5.17,9.02,-3.8499999999999996,,,,Misericordia sei,Salvatore Martinez,,"31,4,11,12",,0.17881144989339018,-0.3339115351257589,-0.1551000852323687,
1643,8.78,14.08,-5.300000000000001,,,,Alleluia Gen Verde,Gen Verde,E' bello lodarti,25,o_qawiNR5cU,0.3036681876332622,-0.4596704249783175,-0.1560022373450553,
1876,6.78,11.29,-4.509999999999999,,,,Santo,Marco Frisina,Pane di vita nuova,27,6ECYy1Nt4ps,0.23449547974413645,-0.39115351257588893,-0.15665803283175248,
2127,6.59,11.03,-4.4399999999999995,,,,Inno a San Giovanni ,,,"32,10",,0.22792407249466953,-0.38508239375542064,-0.1571583212607511,
238,12.42,19.2,-6.779999999999999,,,,Il Signore mi guardi e mi benedica,---,,21,ucidkZTkWnM,0.4295625159914712,-0.588031222896791,-0.15846870690531978,
2016,8.29,13.45,-5.16,,,,Riempici di Te,Spoladore,,"22,4,9,10,11,12",7pmeNQW1pYw,0.2867208742004264,-0.44752818733738076,-0.16080731313695434,
2397,5.15,9.06,-3.91,,,,Misericordia sei,RNS - Salvatore Martinez,,"31,9,11",-XVzdXanFSo,0.17811972281449895,-0.3391153512575889,-0.16099562844308996,
2116,5.56,9.64,-4.080000000000001,,,,Ave Maria,Gen Rosso,,7,tD_DIL0P9Hw,0.19230012793176973,-0.3538594969644407,-0.16155936903267096,
2167,4.77,8.54,-3.7699999999999996,,,,Vieni Signore Vieni (Maranatha),Galliano Semprini,Il signore è vicino,"21,2",_TX0DWif4aw,0.16497690831556502,-0.3269731136166522,-0.1619962053010872,
2599,13.69,21.02,-7.33,,,,Inno allo Spirito,Pino Bordini,Mi dichiaro per Cristo ,"21,6",Df8X0hr-vrc,0.4734871855010661,-0.6357328707718994,-0.16224568527083333,
1570,10.99,17.25,-6.26,,,,Salve madre dell’amore,Domenico Machetta,,7,ym7QmGy_6oU,0.38010402985074626,-0.5429314830875975,-0.16282745323685127,
2402,6.12,10.45,-4.329999999999999,,,,Dio ti adorerò ,RnS - B. Conte e G. Ferrante  ,Shalom,"9,10",KoZDLjipX5s,0.21166848614072495,-0.3755420641803989,-0.16387357803967398,
1563,14.44,22.09,-7.65,,,,"Gloria a te, parola vivente","Daniele Semprini, Anna Maria Galliano",,"25,4",S2YOOg49nSU,0.4994269509594883,-0.6634865568083261,-0.16405960584883783,
2060,9.77,15.56,-5.790000000000001,,,,Dove la carità è vera,Marco Frisina,,"31,5",AmSLoX-F-b0,0.33790867803837954,-0.5021682567215959,-0.1642595786832164,
2593,2.94,6.01,-3.07,,,,Quì è la vera e perfetta letizia,P. Gennaro Becchimanzi,,"32,10,54",6clnFSSzodg,0.10168388059701493,-0.2662619254119688,-0.16457804481495386,
1597,9.3,14.92,-5.619999999999999,,,,Gesù gridò Mashalem,Cantàmmo a Gesù,,5,LqEzXYahFD8,0.321653091684435,-0.4874241110147441,-0.16577101933030908,
2237,8.91,14.39,-5.48,,,,A Betlemme di Giudea,Tradizionale Noel Francese,,"32,3",MhDWyKjGUP8,0.30816441364605546,-0.4752818733738075,-0.16711745972775205,
489,11.09,17.46,-6.370000000000001,,,,Vieni Spirito di Cristo (Vieni vieni spirito d’amore),RnS - G. Amadei - K. Arguello,Spirito Santo Vieni,6,cD9dCcT0jl0,0.38356266524520255,-0.5524718126626194,-0.1689091474174168,
302,10.26,16.31,-6.049999999999999,,,,"Maria, tu che hai atteso",Daniele Semprini,Preghiera a Maria,"32,2,7",TpRxWU6ojlY,0.3548559914712154,-0.5247181266261924,-0.16986213515497706,
1569,8.9,14.41,-5.51,,,,Stai con me,RnS,,9,o9ytftb0p4w,0.30781855010660986,-0.4778837814397225,-0.17006523133311263,
1689,3.44,6.78,-3.3400000000000003,,,,Gesù (Al mattino),Marvin V. Frey,,21,Lg8FNQLuUKc,0.11897705756929638,-0.28967909800520386,-0.17070204043590748,
2098,12.35,19.26,-6.910000000000002,,,,"Spirito Santo, dolce presenza",RnS,,"31,6,9,16,19",Bb2WHAiP5SM,0.42714147121535184,-0.5993061578490896,-0.17216468663373774,
2074,4.99,8.97,-3.9800000000000004,,,,Misericordes sicut Pater! (Inno dell'Anno Santo della Misericordia),"Paul Inwood / P. Eugenio Costa, S.I.",,"31,4,5,6,12,18",OgOitVtAgXA,0.1725859061833689,-0.3451864700780573,-0.17260056389468842,
1596,15.97,24.33,-8.359999999999998,,,,Il Figliol Prodigo (Abbracciami Gesù),Figli del Divino Amore,,"21,17",06d4D-Fzk38,0.5523440724946697,-0.7250650477016477,-0.17272097520697804,
1731,12.33,19.24,-6.909999999999998,,,,Emmanuele vieni tra noi,"Paolo Auricchio, Fabio Baggio",,"21,26,31,3",R1ZL_bYmSCg,0.4264497441364606,-0.5993061578490892,-0.17285641371262866,
1736,4.42,8.18,-3.76,,,,Come un fiume d'acqua viva,RnS,,"21,6",,0.152871684434968,-0.3261058109280139,-0.17323412649304587,
1766,6.22,10.7,-4.4799999999999995,,,,Io con voi,Claudio Chieffo,,"21,32,10",cwHjusGXzHc,0.21512712153518126,-0.38855160450997395,-0.17342448297479268,
228,9.57,15.39,-5.82,,,,Il giovane ricco,Claudio Chieffo,,"21,31,17",dvmhVwadLFQ,0.33099140724946696,-0.5047701647875109,-0.17377875753804395,
2802,4.08,7.72,-3.6399999999999997,,,,Shemà Israel,Kiko Argüello,,"21,5,10",aVYbiH88tHw,0.14111232409381666,-0.31569817866435385,-0.17458585457053719,
2058,5.97,10.37,-4.3999999999999995,,,,Miserere mei,Marco Frisina,,"22,4",oeBMiJT9EXE,0.20648053304904052,-0.3816131830008673,-0.17513264995182676,
1892,12.61,19.66,-7.050000000000001,,,,Signora della pace,Paolo Spoladore,Così,"30,32,7",l-z4s3MwF54,0.43613392324093814,-0.6114483954900262,-0.17531447224908803,
2253,19.18,28.85,-9.670000000000002,,,,Venite applaudiamo al Signore,Kiko Arguello,,"21,4",AV8drfqaYE0,0.6633662686567166,-0.8386816999132699,-0.17531543125655336,
2326,12.48,19.48,-7.0,,,,Tu sei qui,RnS - G.Bonelli,Io ti seguirò,"21,31",6OXAMSdADts,0.431637697228145,-0.6071118820468344,-0.17547418481868943,
2478,12.98,20.18,-7.199999999999999,,,,Cristo Re,RnS - Nicola Montuosi,Mi affido a te,31,_BUs4qF81Vg,0.44893087420042643,-0.624457935819601,-0.17552706161917453,
2383,7.9,13.09,-5.1899999999999995,,,,"Signore, sei Tu il mio Pastor",R. Jef - D. Stefani,,"24,31,2,3,4,5",tHsxzhub6po,0.27323219616204697,-0.45013009540329574,-0.17689789924124877,
2476,8.92,14.54,-5.619999999999999,,,,Alleluia Tu sei la parola,,,25,mEJxylCyzLI,0.30851027718550106,-0.4874241110147441,-0.17891383382924303,
2220,7.64,12.76,-5.12,,,,Benedetto (Davanti a Te o Dio),Benedetti / Anselmi,,26,GH56qRWPg9g,0.26423974413646056,-0.44405897658282745,-0.17981923244636688,
2339,7.69,12.83,-5.14,,,,Come Davide,RnS,,"21,24,32,4,9,14",y0Lcs6P787Q,0.26596906183368874,-0.44579358196010405,-0.1798245201264153,
1899,7.52,12.6,-5.08,,,,Alleluia parla o Signore ,Matteo Zambuto ,,"25,2,3,17",au1j39_d4LM,0.260089381663113,-0.4405897658282741,-0.18050038416516107,
2052,14.09,21.79,-7.699999999999999,,,,Il mio posto,Daniele Ricci - Don Ottorino Zanon,,"21,32,14,20",JQC2DAxuvRs,0.48732172707889126,-0.6678230702515178,-0.1805013431726265,
2458,15.04,23.13,-8.09,,,,Destinati all'eternità,RnS (F.G.Pesare - De Luca),,10,zpQ3MwAJYKY,0.520178763326226,-0.7016478751084129,-0.18146911178218683,
1888,14.82,22.83,-8.009999999999998,,,,"Inno della Divina Misericordia (Gesù, confido in Te)",Padre Carlo Colafranceschi,,"21,28,32,5,9,10",NbCILKYESOA,0.5125697654584223,-0.694709453599306,-0.18213968814088377,
220,5.8,10.22,-4.420000000000001,,,,Guarda questa offerta,Gen Rosso,,26,A8IhV8RvXmc,0.2006008528784648,-0.38334778837814404,-0.18274693549967924,
193,15.68,24.04,-8.36,,,,Fede è,Don Franco De Marchi,,31,INfDNDju1LE,0.5423140298507463,-0.7250650477016478,-0.18275101785090153,
2610,6.35,10.99,-4.640000000000001,,,,T'amo Gesù,RnS - D.Visconti - A.Visconti,Luce,25,9bHWgyzlxzs,0.2196233475479744,-0.4024284475281874,-0.182805099980213,
314,8.4,13.86,-5.459999999999999,,,,Nasce l’amore,Gen Rosso,,3,r-Q9lEpLZkI,0.2905253731343284,-0.47354726799653074,-0.18302189486220233,
1687,10.55,16.87,-6.32,,,,Gesù dolce musica,RnS,Davanti al Re,"9,52",1CcQWWAOhwM,0.3648860341151386,-0.5481352992194276,-0.18324926510428902,
1660,10.26,16.47,-6.209999999999999,,,,Spirito Santo (Fiume di Pace),,,"6,9",4GCLs9VqNEk,0.3548559914712154,-0.5385949696444059,-0.18373897817319051,
2140,5.14,9.31,-4.170000000000001,,,,Santo - Jesus Christ Superstar (semplificato),Comunità Magnificat,,27,5c8XAW-eIa0,0.1777738592750533,-0.3616652211621857,-0.1838913618871324,
2362,7.92,13.2,-5.279999999999999,,,,Donna Maria,Giosy Cento,É il giorno del Signore,"32,7,14",mvOQuhXJZvU,0.27392392324093817,-0.45793581960104074,-0.18401189636010257,
1881,5.88,10.35,-4.47,,,,Hallelujah (riadattamento cattolico),Leonard Cohen,,25,,0.20336776119402986,-0.3876843018213356,-0.18431654062730576,
388,6.83,11.7,-4.869999999999999,,,,Ruah,RnS,Davanti al Re,"6,9",K8hHrI_lZKw,0.23622479744136463,-0.422376409366869,-0.18615161192550436,
25,10.53,16.89,-6.360000000000001,,,,Alleluia e poi,Luca Diliberto - Giuliana Monti,,25,EDx_aUkb-xQ,0.3641943070362473,-0.551604509973981,-0.18741020293773375,
2201,12.98,20.33,-7.349999999999998,,,,Meraviglioso,Kantiere Kairòs,,"31,9",k3lmt4kV6bc,0.44893087420042643,-0.6374674761491759,-0.18853660194874944,
2457,7.84,13.16,-5.32,,,,Meraviglioso sei,C.G.S.,Leone della tribù di Giuda,9,eBDQ_ovCqRg,0.27115701492537314,-0.46140503035559416,-0.19024801543022102,
2307,5.48,9.86,-4.379999999999999,,,,Santo,M. Palmitessa,Riuniti nel tuo amore,27,Ryffc-LzYbE,0.1895332196162047,-0.37987857762359056,-0.19034535800738586,
1453,17.51,26.69,-9.18,,,,Nella Tua presenza,Daniele Ricci,,"28,31",WextjtnVp8c,0.6056070575692963,-0.7961838681699913,-0.19057681060069498,
1652,5.92,10.48,-4.5600000000000005,,,,"Ti Loderò, Ti Adorerò, Ti Canterò","RnS - D.Basta, R.Baldi",Luce,14,7xpGAaTVmrA,0.20475121535181237,-0.39549002601908073,-0.19073881066726836,
2231,14.36,22.29,-7.93,,,,Tu sei per me,Gianlivio Bersigotti,,"31,9",WE47mdh7VXc,0.49666004264392327,-0.6877710320901995,-0.19111098944627625,
64,2.13,5.19,-3.0600000000000005,,,,Astro del ciel,Meli - F. Gruber - Picchi,,"21,26,31,3",,0.07366893390191898,-0.2653946227233305,-0.1917256888214115,
1948,11.82,18.75,-6.93,,,,La Tua presenza in me,Salvatore Basilotta,,9,sAgXKnF9_7s,0.4088107036247335,-0.601040763226366,-0.19223005960163253,
1931,5.47,9.89,-4.420000000000001,,,,Dove tu sei,Gen Rosso,,9,ko1yR6Vxv5U,0.18918735607675907,-0.38334778837814404,-0.19416043230138497,
2654,9.78,15.92,-6.140000000000001,,,,Gesù ti adoro,Laura Gafforio,,"31,9",5GYNOygv-Ok,0.33825454157782514,-0.5325238508239376,-0.19426930924611246,
1923,6.89,11.89,-5.000000000000001,,,,Santo Santo,Francesco Buttazzo,Sorgente di unità,27,WFvyoqj9DtM,0.23829997867803837,-0.43365134431916746,-0.1953513656411291,
402,6.89,11.89,-5.000000000000001,,,,Santo,Francesco Buttazzo,Vita nuova con Te,27,TYl8x7oqD6o,0.23829997867803837,-0.43365134431916746,-0.1953513656411291,
478,3.85,7.64,-3.7899999999999996,,,,Verbum Panis,Mite Balduzzi,,"31,3",3cXJ9p4Zjo0,0.1331574626865672,-0.32870771899392887,-0.19555025630736167,
2349,5.44,9.87,-4.429999999999999,,,,Santo è il Signore ,Avolio-Capacchione-La Rocca,Festa con Gesù,27,iloNCUjHOeI,0.18814976545842219,-0.3842150910667822,-0.19606532560836,
1611,7.52,12.78,-5.26,,,,Santo (Jesus Christ Superstar),Jesus Christ Superstar,,27,5c8XAW-eIa0,0.260089381663113,-0.4562012142237641,-0.19611183256065107,
2103,12.35,19.54,-7.1899999999999995,,,,Un sogno che vola,Maurizio Palazzo,,"32,10,53",v6DPyjT9Qjs,0.42714147121535184,-0.6235906331309627,-0.1964491619156109,
2306,8.57,14.26,-5.6899999999999995,,,,Inno alla carita,Branca,,31,OXe-y2HsoX0,0.2964050533049041,-0.4934952298352125,-0.19709017653030841,
1861,5.75,10.33,-4.58,,,,Ti saluto San Giuseppe,Parole di S.Giovanni Eudes - musica Comunità Shalom,,"32,10",,0.19887153518123668,-0.39722463139635733,-0.19835309621512065,
260,5.12,9.45,-4.329999999999999,,,,Jesus Christ you are my life,Marco Frisina,,"31,14",K3jD3EWiRdg,0.17708213219616203,-0.3755420641803989,-0.1984599319842369,
2238,16.2,24.95,-8.75,,,,"Alleluia, rendete grazie",Gen Verde,Il Mistero Pasquale,"24,5",iMz4aIR7rAc,0.5602989339019189,-0.758889852558543,-0.19859091865662415,
2767,11.26,18.05,-6.790000000000001,,,,Dite alla gente,G.Meregalli,Mi hai tenuto per mano,"21,31,32,3,10,14",VFeCqLeqUbM,0.38944234541577827,-0.5888985255854294,-0.19945618016965116,
2484,11.01,17.71,-6.700000000000001,,,,Come la cerva - Salmo 41,Diego Montaiuti,,5,smoSK40Iels,0.3807957569296376,-0.5810928013876844,-0.2002970444580468,
201,14.49,22.6,-8.110000000000001,,,,Frutto della nostra terra,Francesco Buttazzo,,26,hF9namOkLoE,0.5011562686567165,-0.7033824804856896,-0.20222621182897316,
2353,11.74,18.76,-7.020000000000001,,,,Oggi è Festa per noi,Avolio-Capacchione-La Rocca,Festa con Gesù,32,x2920xT3f7A,0.40604379530916845,-0.6088464874241112,-0.20280269211494273,
1747,8.4,14.11,-5.709999999999999,,,,"Alleluia, da chi andremo","F. Buttazzo, G. Puccio",Esultiamo nel Signore,"25,5",tZhPODcWVhs,0.2905253731343284,-0.4952298352124891,-0.20470446207816068,
1566,7.27,12.53,-5.26,,,,Re dei Re,RnS,Dio dell'impossibile,14,9zbbr_GHXSo,0.25144279317697227,-0.4562012142237641,-0.20475842104679182,
2271,10.66,17.28,-6.620000000000001,,,,Luce Gentile,Maurizio Fiaschi - Achille Tronconi,,"31,2,4,12",didb5HV4j-E,0.36869053304904054,-0.5741543798785778,-0.20546384682953722,
1670,9.03,15.02,-5.99,,,,Cerco il tuo volto Signore,RnS,,"9,14",EHFBMfpbMdo,0.31231477611940295,-0.5195143104943626,-0.20719953437495964,
2825,15.24,23.73,-8.49,,,,Li amò fino alla fine,C. Burgio ,,"25,4",v2ojzmb9Ngg?si=xzyww5FZNt9ZslQ2,0.5270960341151386,-0.7363399826539463,-0.20924394853880768,
410,1.81,4.95,-3.14,,,,"Santo, Signore",Marcello Giombini,Cantata dei giovani per la Vergine Maria,27,TXxWWwOrD2A,0.06260130063965885,-0.27233304423243715,-0.2097317435927783,
