id_canti,similarity,mean_similarity,deviation,id_liturgia,manually_selected,note,titolo,autore,raccolta,momento,link_youtube,score_similarity,score_deviation,score,score_selection
2481,2.95,4.3,-1.3499999999999996,,,,Ave Maria di Fatima,Popolare,,7,JFZ5h7olFpA,0.10202974413646058,-0.11708586296617517,-0.015056118829714582,
2095,1.14,1.78,-0.6400000000000001,,,,"Canoni - Confitemini, Domino (Ringrazia il Signore perché è buono)",Taizè,,"31,9,10",khXIGwIhpYE,0.039428443496801704,-0.05550737207285344,-0.016078928576051733,
2207,11.51,16.29,-4.779999999999999,,,,Buono è il Signor,Comunità Dio Vivente,,"21,32,5,9,10,14,52",w_R5QWHGLGk,0.398088933901919,-0.414570685169124,-0.01648175126720497,
2600,19.91,28.04,-8.129999999999999,,,,Lasciate che i bambini vengano a me,Daniele Esposito,,"21,8,10",fvcDLr9G-5Q,0.6886143070362474,-0.7051170858629662,-0.0165027788267188,
2441,6.29,8.99,-2.7,,,,C'eri tu ,Stefano Varnava,I negro spirituals in italiano,"4,9,12",0dMes0mREMM,0.21754816631130064,-0.23417172593235042,-0.016623559621049777,
2036,7.98,11.36,-3.379999999999999,,,,Danza della carità,anonimo,,"21,31,17",TMErDsYezOQ,0.275999104477612,-0.29314830875975706,-0.01714920428214506,
1812,9.84,13.97,-4.130000000000001,,,,"Vieni Spirito Santo, Vieni",P. Bordini,,6,JJuq6PeYw4Y,0.3403297228144989,-0.3581960104076323,-0.017866287593133412,
2,4.37,6.34,-1.9699999999999998,,,,"Abbà, Padre (ascoltami)",RnS,Venti dello Spirito,"31,4,9,11",WDYpSRVLhr4,0.15114236673773987,-0.17085862966175194,-0.019716262924012073,
1856,0.0,0.23,-0.23,,,,Canoni - Ubi Caritas,Taizé,,"26,30,18",eF8AW6JzWpE,0.0,-0.0199479618386817,-0.0199479618386817,
2395,9.6,13.67,-4.07,,,,"O Signore, raccogli i tuoi figli",D. Stefani - V. Meloni,Nella Casa del Padre,"21,10",7Y_LS3TPkA0,0.3320289978678038,-0.3529921942758023,-0.020963196407998486,
2359,4.63,6.72,-2.09,,,,T'invochiamo Spirito,RnS - A. Di Russo,Venti dello spirito,"21,6",iVKSgOEbrFU,0.16013481876332625,-0.18126626192541195,-0.021131443162085706,
1783,13.2,18.73,-5.530000000000001,,,,Padre Nostro,Francesco Buttazzo,,29,4TbLW6nmFNA,0.4565398720682302,-0.47961838681699925,-0.02307851474876904,
88,15.13,21.43,-6.299999999999999,,,,Camminerò,A. Marani,,"21,32,16",DWYlgjyqmX0,0.5232915351812367,-0.5464006938421508,-0.02310915866091412,
392,5.06,7.35,-2.29,,,,Salve Regina,Gen Verde,,"7,13",O9sxd62wGZs,0.1750069509594883,-0.19861231569817867,-0.023605364738690376,
2148,11.43,16.27,-4.84,,,,Gesù caricato della croce,Daniele Ricci,,4,7DqarrWUwDk,0.395322025586354,-0.41977450130095406,-0.024452475714600075,
1688,7.98,11.45,-3.469999999999999,,,,Gesù t’adoriamo,Paul Kyle,,9,4gqnJZyYhxA,0.275999104477612,-0.30095403295750206,-0.02495492847989006,
1831,11.73,16.7,-4.969999999999999,,,,Agnello di Dio ,Gen Verde,E' bello lodarti,71,-KG686w__c0,0.4056979317697228,-0.4310494362532523,-0.02535150448352952,
323,5.57,8.09,-2.5199999999999996,,,,Noi crediamo in Te,"Valentino Meloni Dal Canto Africano ""Kumbaya""",,"21,32,14",,0.1926459914712154,-0.21856027753686033,-0.025914286065644943,
101,0.0,0.3,-0.3,,,,Canoni - Magnificat,Taize,,18,nLM0GiihIbs,0.0,-0.026019080659150044,-0.026019080659150044,
2860,14.11,20.04,-5.93,,,,Sei tu Signore il mio Pastore,Giuseppe Tranchida,Sei l'amico che perdona,"24,10",EZ2JPLgeErA,0.4880134541577825,-0.5143104943625325,-0.02629704020474999,
2563,1.91,2.98,-1.07,,,,Ruah,RnS,Davanti al Re,6,uFc-BHb_gHA,0.06605993603411514,-0.09280138768430184,-0.026741451650186696,
1903,6.82,9.85,-3.0299999999999994,,,,Dona la pace,Figli del divino amore,,"30,6,14,20",eHNi1hj2JHw,0.235878933901919,-0.2627927146574154,-0.026913780755496386,
98,5.23,7.63,-2.3999999999999995,,,,"Canoni - Jubilate Deo, omnis terra",Taize,,"25,18",,0.180886631130064,-0.20815264527320032,-0.027266014143136313,
2581,0.47,0.98,-0.51,,,,Girl On A Mission,Gen Verde,,7,7hsza1S_lrA,0.016255586353944564,-0.04423243712055508,-0.027976850766610516,
2254,16.67,23.65,-6.979999999999997,,,,Grande è la Tua bontà ,RnS,,"31,14",4MeXA2ocsn0,0.5765545202558636,-0.6053772766695574,-0.028822756413693806,
1393,0.77,1.42,-0.6499999999999999,,,,Il Piccolo Tamburino (The little drummer boys),K.K.Davis,,"31,3",-A5A4XhRYrI,0.026631492537313433,-0.05637467476149176,-0.029743182224178325,
279,10.62,15.21,-4.590000000000002,,,,Le mani alzate,Odette Vercruysse - Valentino Meloni,,26,,0.36730707889125797,-0.3980919340849958,-0.03078485519373786,
2796,9.3,13.37,-4.0699999999999985,,,,Luce di miei passi,Pierangelo Sequeri,,"25,4",HSQ_6aI0oYo,0.321653091684435,-0.35299219427580214,-0.03133910259136713,
2861,10.0,14.35,-4.35,,,,Mi ami tu?,Salvatore Martinez,Mi ami tu? RNS 2022,"31,10",gyU7-2fnJO4,0.345863539445629,-0.37727666955767564,-0.03141313011204666,
1629,9.79,14.06,-4.270000000000001,,,,Ci inviti alla tua festa,Francesco Buttazzo,Alla tua festa,"21,31",S7HOOFAXTHI,0.33860040511727074,-0.3703382480485691,-0.03173784293129833,
1992,14.83,21.11,-6.279999999999999,,,,Spirito Santo (Espiritus Santo),Athena,Me basta Tu gracia,"9,10",jtt7zyFeNls,0.5129156289978678,-0.5446660884648742,-0.03175045946700639,
1968,0.0,0.37,-0.37,,,,Christus vincit,Aloys Kunk,,"9,14,52",7arQTsM26qk,0.0,-0.032090199479618386,-0.032090199479618386,
1699,0.0,0.38,-0.38,,,,Tantum Ergo,Gregoriano,,9,Swns4Kjzc9E,0.0,-0.03295750216825672,-0.03295750216825672,
19,9.52,13.7,-4.18,,,,Alleluia (la nostra festa),Stefano Vernavà,,25,NTK8eTlukMg,0.3292620895522388,-0.3625325238508239,-0.033270434298585116,
1916,9.46,13.62,-4.159999999999998,,,,"Cammina insieme a noi, Maria",Francesco Buttazzo,Testimoni dell'incontro,"32,2,7",S6PueSoj3kc,0.3271869083155651,-0.36079791847354714,-0.03361101015798207,
1840,0.23,0.72,-0.49,,,,Salvator Mundi,Marco Frisina,Salvatore del mondo,4,_FORNvFCJRY,0.007954861407249469,-0.042497831743278404,-0.03454297033602893,
2041,6.87,10.01,-3.1399999999999997,,,,Bisogna che Cristo cresca,Anonimo,,"21,32,10",n-p74q8Mhls,0.23760825159914714,-0.2723330442324371,-0.03472479263328995,
2569,10.99,15.78,-4.789999999999999,,,,Scatenate la gioia,Lucio D'amico,,"32,51",K7gPJJGXZsc,0.38010402985074626,-0.4154379878577623,-0.03533395800701605,
2258,12.83,18.36,-5.529999999999999,,,,Dal cielo scende la benedizione,,,"9,10",5AiKoKm-K3A,0.4437429211087421,-0.4796183868169991,-0.035875465708257004,
1383,9.13,13.19,-4.059999999999999,,,,Nel nome del Padre,R.Paulo,,21,wkzhZu1eBkM,0.31577341151385935,-0.3521248915871638,-0.036351480073304465,
2365,12.59,18.03,-5.440000000000001,,,,"Spirito di Dio, scendi su di noi",RnS - D. Iverson,Sempre canterò,"32,6,9,10",ZucFYqkbUcY,0.43544219616204694,-0.47181266261925425,-0.03637046645720732,
2800,11.01,15.82,-4.8100000000000005,,,,Mi hai amato per primo,RnS,Mi ami tu?,"32,14",6g30zD4EErM,0.3807957569296376,-0.4171725932350391,-0.036376836305401505,
2057,14.3,20.43,-6.129999999999999,,,,Gesù ricordati di me,RNS - Maurizio Colucci - Luciano Salvemini,,"25,4",-dWSbNp21eU,0.49458486140724955,-0.5316565481352992,-0.03707168672804961,
2274,9.68,13.97,-4.290000000000001,,,,Santo santo sei,,,27,,0.33479590618336885,-0.37207285342584573,-0.03727694724247688,
2426,3.0,4.63,-1.63,,,,Ave Maria di Lourdes,Rivisitazione Compagnia Aquero,Messa dei giovani,"32,7,10",vjVEQCdkk18,0.1037590618336887,-0.14137033824804857,-0.037611276414359865,
39,14.2,20.31,-6.109999999999999,,,,"Alleluia, Signore sei venuto",Luciano Scaglianti,,"25,3",1d80_1YlrtE,0.49112622601279315,-0.5299219427580225,-0.03879571674522936,
1962,8.48,12.31,-3.83,,,,O fiore di grazia gentile,Canto popolare molfettese,,"32,7",iqmdDiWVVjc,0.29329228144989344,-0.33217692974848223,-0.038884648298588786,
2650,11.81,16.97,-5.159999999999998,,,,Pietre vive,Francesco Buttazzo, Chiesa del Signore,"21,10",2jvxTf6gOu0,0.4084648400852879,-0.44752818733738065,-0.03906334725209276,
1657,15.61,22.29,-6.68,,,,Parla al mio cuore,RnS,Parla al mio cuore,"31,14,20",WdXnwqJZhqY,0.5398929850746269,-0.5793581960104076,-0.039465210935780703,
2614,6.38,9.38,-3.000000000000001,,,,Lode e onore a Te,Daniele Esposito,,"25,4",_q5fVwBVf6E,0.22066093816631133,-0.2601908065915005,-0.039529868425189185,
1988,1.83,3.03,-1.1999999999999997,,,,É l'ora che pia,Tradizionale mariano,,"32,7",,0.06329302771855011,-0.10407632263660016,-0.04078329491805005,
11,0.43,1.08,-0.6500000000000001,,,,Adeste Fideles,Tradizionale,,"21,3",FgTsp_3z94Y,0.014872132196162048,-0.05637467476149177,-0.041502542565329724,
2279,5.62,8.34,-2.7199999999999998,,,,Come la cerva,,,"24,5",,0.19437530916844348,-0.23590633130962704,-0.041531022141183566,
1605,6.25,9.23,-2.9800000000000004,,,,Spirito Santo soffio di vita,Roland Patzleiner - Figli del Divino Amore,,6,CV2DEoKvTzY,0.21616471215351815,-0.2584562012142238,-0.04229148906070565,
1753,6.58,9.7,-3.119999999999999,,,,Santo,Lorenzo Angelini,,27,,0.2275782089552239,-0.2705984388551604,-0.04302022989993648,
2761,4.34,6.57,-2.2300000000000004,,,,Alleuia malgascio,tradizionale del Madagascar,,"25,18",JFX_mWrdGJY,0.15010477611940298,-0.1934084995663487,-0.04330372344694572,
2313,0.0,0.51,-0.51,,,,Amen,,,28,,0.0,-0.04423243712055508,-0.04423243712055508,
2039,2.78,4.4,-1.6200000000000006,,,,Adoratio - Viva Gesu',Padre D.Betancourt-D.Deo,,"28,31,4,9",,0.09615006396588487,-0.1405030355594103,-0.04435297159352543,
2638,11.4,16.46,-5.0600000000000005,,,,Dall'eternità,Rns (Riccardo Sansone),Ha vinto il tuo amore,"32,16,20",QNzbG3nKCt4,0.39428443496801713,-0.4388551604509975,-0.044570725482980356,
2812,5.56,8.3,-2.740000000000001,,,,Ave Maria gratia plena,,,"32,7,20",xmaAckwvwEw,0.19230012793176973,-0.23764093668690384,-0.045340808755134104,
2042,6.08,9.04,-2.959999999999999,,,,Innamorato di Gesu',canto popolare dell'america latina,,"21,32,10,14",,0.21028503198294246,-0.25672159583694704,-0.046436563854004576,
1723,3.41,5.35,-1.9399999999999995,,,,Kol rina vishoua (Qol - rinna - wishua),Tradizionale Ebraico,,"32,52",gzNcI65L1mI,0.1179394669509595,-0.1682567215958369,-0.05031725464487741,
2153,5.9,8.84,-2.9399999999999995,,,,Alleluia (Non può bastare una canzone),--,,25,GTPAqrgb3Ac,0.20405948827292117,-0.2549869904596704,-0.05092750218674921,
2537,5.86,8.8,-2.9400000000000004,,,,Insieme come fratelli,Pierangelo Comi,,"21,52",fzvPEdSe57M,0.20267603411513863,-0.2549869904596705,-0.05231095634453187,
352,13.97,20.17,-6.200000000000001,,,,Padre nostro,Marcello Giombini,Camminiamo nella speranza,29,ZniLDGaOCwM,0.4831713646055438,-0.5377276669557677,-0.054556302350223906,
2300,8.92,13.11,-4.1899999999999995,,,,Con Te Camminerò,Gen Verde,,"9,20",HrICedZnaSk,0.30851027718550106,-0.36339982653946223,-0.054889549353961176,
2145,9.96,14.6,-4.639999999999999,,,,Fuoco d'amore,S.Russotto - M.Cascione,,6,2FCzg6Iz204,0.3444800852878465,-0.40242844752818724,-0.05794836224034072,
320,7.25,10.82,-3.5700000000000003,,,,Ninna Nanna,---,,3,,0.25075106609808107,-0.30962705984388555,-0.05887599374580449,
1555,16.06,23.16,-7.100000000000001,,,,Il Signore della danza,,,10,1C5McbR0q1s,0.5554568443496801,-0.6157849089332178,-0.06032806458353768,
2053,2.66,4.44,-1.7800000000000002,,,,Canoni - Nulla ti turbi,S. Teresa d'Avila - J. Berthier - Taizè,,"14,18",go1-BoDD7CI,0.09199970149253732,-0.1543798785776236,-0.062380177085086294,
2413,8.36,12.42,-4.0600000000000005,,,,Al tuo santo altar,E. Renoglio - Haie Les Roses,,21,9qAXp1l-Z10,0.28914191897654584,-0.352124891587164,-0.06298297261061814,
1963,8.05,12.04,-3.9899999999999984,,,,Salve Regina,Marco Frisina,Tu sarai profeta,7,B_KY-UehmME,0.2784201492537314,-0.34605377276669547,-0.06763362351296409,
2047,0.05,0.85,-0.7999999999999999,,,,Vexilla regis prodeunt,Venanzio Fortunato-Urbano VIII,,4,,0.0017293176972281454,-0.06938421509106678,-0.06765489739383863,
1863,11.81,17.3,-5.49,,,,Tu sei misericordia,RnS,,"31,5",LGP1dbczCAw,0.4084648400852879,-0.47614917606244583,-0.06768433597715795,
2242,11.25,16.52,-5.27,,,,In questo giorno di luce,Buttazzo,E' nato il Salvatore,"26,3",u2WVfT8iqS0,0.3890964818763326,-0.4570685169124024,-0.0679720350360698,
1412,6.18,9.43,-3.25,,,,Invochiamo la Tua Presenza,RnS,,21,IFAFqCqlbus,0.21374366737739872,-0.2818733738074588,-0.06812970643006008,
275,5.84,8.96,-3.120000000000001,,,,La Pace Sia con Te,Gen Verde,,30,F8fEmCpn4N0,0.20198430703624734,-0.27059843885516055,-0.06861413181891321,
2533,17.33,25.05,-7.720000000000002,,,,Il custode d'Israele (salmo 120/121),M. Franchi,,24,mxEctuD9ynE,0.599381513859275,-0.6695576756287946,-0.07017616176951968,
1625,14.15,20.61,-6.459999999999999,,,,"Canterò ""I will Sing""",Don Moen,,"21,31,9",TPCeSkLBv1w,0.4893969083155651,-0.5602775368603642,-0.0708806285447991,
487,9.85,14.6,-4.75,,,,Vieni Nasci ancora,Daniele Ricci,,3,Lw_edz-5dFw,0.34067558635394457,-0.41196877710320906,-0.07129319074926449,
1788,15.44,22.42,-6.980000000000002,,,,Purificami o Signore (Salmo 50),A. Martorell,,"24,8,11,13",Tvmyj_Exujw,0.5340133049040512,-0.6053772766695579,-0.07136397176550668,
1706,13.19,19.28,-6.090000000000002,,,,Padre Nostro,Pino Sanfratello,,29,zcb73-wHniM,0.45619400852878467,-0.5281873373807461,-0.07199332885196141,
2546,11.43,16.82,-5.390000000000001,,,,Manda il tuo spirito ,Marco Frisina,,6,KDNkxKLknAQ,0.395322025586354,-0.4674761491760625,-0.07215412358970852,
1686,11.37,16.74,-5.369999999999999,,,,Dio aprirà una via,Don Moen,,"9,52",rWlDxeqezck,0.39324684434968016,-0.46574154379878574,-0.07249469944910558,
2768,12.66,18.55,-5.890000000000001,,,,La mano nella tua,Pierangelo Sequeri,Qui dove Tu ci chiami,"26,31,9,10,11",mIk1dgAUotI,0.43786324093816636,-0.5108412836079793,-0.07297804266981295,
1606,3.57,5.85,-2.28,,,,El Shaddai,M. Card - J. W. Thompson - G. Focard,,"21,31,9",JcVrnvW9sew,0.12347328358208955,-0.1977450130095403,-0.07427172942745076,
1799,6.98,10.63,-3.6500000000000004,,,,Spirito Santo,Morning Star Music,,"6,8,10",m-w4Xwad_kk,0.24141275053304906,-0.31656548135299223,-0.07515273081994317,
2439,1.18,2.53,-1.3499999999999999,,,,"T’adoriam, Ostia divina",Popolare,Collana Canti per la Liturgia: Inni e canti,9,tstLbNE5AJU,0.04081189765458422,-0.1170858629661752,-0.07627396531159097,
2417,6.99,10.66,-3.67,,,,A te nostro Padre,A. Vitalini-Lavagna,,26,OBLCWXOyOGY,0.24175861407249466,-0.3183000867302689,-0.07654147265777422,
1454,9.02,13.5,-4.48,,,,Nessuno è come Te,Lenny LeBlanc,,"22,26,28,31",njTN4cMmHo0,0.3119689125799574,-0.38855160450997406,-0.07658269193001666,
1571,10.02,14.9,-4.880000000000001,,,,Segni nuovi,Gen Rosso,,"21,32",IMs8aVNmfuo,0.34655526652452023,-0.4232437120555075,-0.07668844553098725,
2336,6.69,10.25,-3.5599999999999996,,,,Nel tuo cuore sia la pace,D. Scarpa-F. Buttazzo ,Vieni soffio di Dio,"30,32",JVNkiDXoDQ4,0.2313827078891258,-0.30875975715524717,-0.07737704926612138,
2591,12.1,17.82,-5.720000000000001,,,,La Casa,Gen Rosso,,21,Z5B15T-Fy9U,0.4184948827292111,-0.4960971379011276,-0.07760225517191649,
441,12.19,17.98,-5.790000000000001,,,,Spirito di Dio (Consacrami),Tiziana Rangani - Gianni Soldano,,6,IvkovN4Hkqo,0.4216076545842218,-0.5021682567215959,-0.08056060213737415,
1648,13.38,19.67,-6.290000000000001,,,,Agnello di Dio,RnS,Ad una voce,71,NWf9fg9rF8s,0.4627654157782516,-0.5455333911535127,-0.08276797537526115,
1582,13.38,19.67,-6.290000000000001,,,,"Agnello di Dio, abbi pietà",Pasquale Dargenio,Sorgente di vita,71,gk9iCq9b4gQ,0.4627654157782516,-0.5455333911535127,-0.08276797537526115,
2463,13.38,19.67,-6.290000000000001,,,,Agnello di Dio ,Picchi,,71,lPaQk03EUP8,0.4627654157782516,-0.5455333911535127,-0.08276797537526115,
12,13.38,19.67,-6.290000000000001,,,,Agnello di Dio,Comunità Shalom,,"71,18",hVslQF16AWQ,0.4627654157782516,-0.5455333911535127,-0.08276797537526115,
2037,14.32,20.99,-6.669999999999998,,,,Cuore a cuore,Canti evangelici,,15,EiB_40OG41s,0.49527658848614076,-0.5784908933217692,-0.08321430483562842,
2268,4.95,7.89,-2.9399999999999995,,,,Preferisco il paradiso,"San Filippo Neri, Marco Frisina",,32,M1xTY0XwP2E,0.17120245202558637,-0.2549869904596704,-0.08378453843408401,
2455,11.78,17.45,-5.67,,,,Pane della vita,Giuseppe Tranchida,Con voci di gioia,"26,10",wHwd8M2E_AQ,0.40742724946695097,-0.49176062445793584,-0.08433337499098487,
49,4.48,7.25,-2.7699999999999996,,,,Amen (Tutte le promesse),Piera Cori,,28,n0uJeM49Mzw,0.15494686567164181,-0.2402428447528187,-0.08529597908117689,
2425,10.37,15.49,-5.120000000000001,,,,Ecco l'acqua,Buttazzo - Dargenio,Esulta il cielo,"8,10",9cXr4L4K-g4,0.35866049040511727,-0.4440589765828275,-0.08539848617771023,
1989,4.77,7.67,-2.9000000000000004,,,,Andro' a vederla un di',Tradizionale Mariano,,"32,7",0juafPduuno,0.16497690831556502,-0.25151777970511713,-0.0865408713895521,
1554,10.28,15.38,-5.100000000000001,,,,Emmanuel tu sei,Francesco Buttazzo,,31,OT-OoN-ONSc,0.3555477185501066,-0.4423243712055509,-0.08677665265544432,
16,6.34,9.88,-3.540000000000001,,,,Alleluia,Mite Balduzzi,,25,77Ft25VCnI4,0.21927748400852878,-0.30702515177797063,-0.08774766776944184,
194,5.06,8.09,-3.0300000000000002,,,,Fermarono i cieli,S. Alfonso,,3,rGZOl9qUiEE,0.1750069509594883,-0.2627927146574155,-0.0877857636979272,
1990,3.37,5.75,-2.38,,,,Voglio adorare te,RnS,,9,NOHPFNL88Iw,0.11655601279317697,-0.20641803989592367,-0.0898620271027467,
2154,6.52,10.17,-3.6500000000000004,,,,Alleluia (Messa della Concordia),Gen Verde,,25,AewvundFzX4,0.22550302771855013,-0.31656548135299223,-0.0910624536344421,
2123,6.52,10.17,-3.6500000000000004,,,,Alleluia 7,Taizè,,25,6OE6-jCNZuM,0.22550302771855013,-0.31656548135299223,-0.0910624536344421,
2108,12.78,18.93,-6.15,,,,Padre nostro non abbandonarci,Benedetti - Anselmi,,29,g9IEhGllng4,0.44201360341151386,-0.5333911535125759,-0.09137755010106208,
432,17.39,25.39,-8.0,,,,Silenzioso Dio,Giosy Cento,,31,knzZ9EYvoPs,0.6014566950959489,-0.6938421509106678,-0.09238545581471891,
2170,11.27,16.85,-5.580000000000002,,,,Tu vieni signore,"S. Mazzarisi, M. Palmitessa",Tu vieni in mezzo a noi,"31,2",RhLrErFUEQk,0.3897882089552239,-0.483954900260191,-0.09416669130496708,
2275,14.53,21.42,-6.890000000000002,,,,Tu mi hai sedotto,"Giuseppe Cucuzza, Mari Pia Culella",,31,JmihOyqA6r4,0.5025397228144989,-0.5975715524718129,-0.09503182965731405,
2161,5.27,8.48,-3.210000000000001,,,,Santo,Benedetti/Anselmi,,"25,2,3,4,5,10,11,12,13,14,15,16",ps8tTMhXgfg,0.1822700852878465,-0.27840416305290555,-0.09613407776505906,
2552,13.94,20.61,-6.67,,,,Nel nome di Gesù,Darlene Zschech,,14,aV9cP5gWG6Q,0.4821337739872068,-0.5784908933217693,-0.09635711933456248,
1941,4.92,8.01,-3.09,,,,Santo,V. Antonioli - R. Giorgi,,27,PCTR5KXAhj8,0.17016486140724946,-0.26799653078924546,-0.097831669381996,
2712,6.17,9.76,-3.59,,,,Ecco il pane,D. Ricci,Sei venuto dal cielo,26,nHQZHhbRf30,0.21339780383795307,-0.3113616652211622,-0.09796386138320914,
1908,16.52,24.25,-7.73,,,,Luce,Reale,,"31,32,3,10,20",,0.5713665671641791,-0.6704249783174329,-0.09905841115325376,
2379,10.7,16.12,-5.420000000000002,,,,Spirito d'Amore  ,RnS - Elen Yarrow Mezzetti,Spirito Santo Vieni!,"32,6",JwY3Yq0WuY8,0.370073987206823,-0.4700780572419776,-0.1000040700351546,
1904,2.62,4.82,-2.2,,,,Questa famiglia ti benedice,Marcello Giombini,,"21,10,12,52",SHbvPY9TICk,0.09061624733475482,-0.19080659150043366,-0.10019034416567885,
1754,13.29,19.75,-6.460000000000001,,,,Agnello di Dio,Gen Rosso ,Dove tu sei,71,cG_qku6yqiE,0.4596526439232409,-0.5602775368603644,-0.10062489293712351,
1646,13.29,19.75,-6.460000000000001,,,,Agnello di Dio,Avolio-Capacchione-La Rocca,Festa con Gesù,71,G12BNPCDSj4,0.4596526439232409,-0.5602775368603644,-0.10062489293712351,
2393,11.47,17.25,-5.779999999999999,,,,Io credo in te Gesù (v2),RnS - Reuben Morgan,Io credo,9,GMVZtZBRHWw,0.3967054797441365,-0.5013009540329575,-0.10459547428882099,
406,8.38,12.93,-4.549999999999999,,,,Santo (Osanna Eh),Da Tradizionale Zairese,,27,Qr6PFoDRYIE,0.2898336460554371,-0.39462272333044224,-0.10478907727500514,
1789,3.13,5.61,-2.4800000000000004,,,,Quando busserò,M. Giombinni,,"21,10,13",djhEO3qbHdI,0.10825528784648189,-0.21509106678230708,-0.10683577893582519,
2328,4.5,7.53,-3.0300000000000002,,,,Santo,Daniele Scarpa,,27,nDF5BYCbC3o,0.15563859275053304,-0.2627927146574155,-0.10715412190688245,
2743,13.27,19.8,-6.530000000000001,,,,L'uomo alla sua mensa,Movimento Eucaristico Giovanile,Sulla strada per Emmaus,26,W1EfRmqSIic,0.4589609168443497,-0.5663486556808327,-0.107387738836483,
2446,1.45,3.27,-1.82,,,,Alleluja - Cristo è risorto dai morti,dalla liturgia Pasquale orientale,,"25,5",bjkNmeYsQ2s,0.0501502132196162,-0.15784908933217695,-0.10769887611256075,
414,18.33,26.89,-8.560000000000002,,,,Se m’accogli,Pierangelo Sequeri,,"21,26,13,14",YkAIWOfJiJM,0.633967867803838,-0.7424111014744148,-0.10844323367057684,
1825,9.05,13.91,-4.859999999999999,,,,Il Consolatore,SDV worship,,"28,31",3NwfXEErkas,0.3130065031982943,-0.42150910667823066,-0.10850260347993634,
2588,12.48,18.71,-6.23,,,,Come acqua,Comunità Gesù Risorto,,"31,4",mUOntKgiUuQ,0.431637697228145,-0.5403295750216827,-0.10869187779353767,
1924,15.63,23.13,-7.499999999999998,,,,Nella Chiesa del Signore,Michele Bonfitto,Sei grande nell'amore,21,nJZdikQPt7w,0.5405847121535181,-0.650477016478751,-0.10989230432523289,
1741,10.61,16.12,-5.510000000000002,,,,Abbiamo trovato il Messia,Domenico Machetta,Una voce che ti cerca,"21,32,3,4,12,16",qyYnqsZEJvk,0.36696121535181236,-0.4778837814397226,-0.11092256608791023,
1917,12.48,18.74,-6.259999999999998,,,,"Vieni, santo spirito di Dio",Francesco Buttazzo - Daniele Scarpa,,"21,6",2cvwfltc0v8,0.431637697228145,-0.5429314830875974,-0.11129378585945243,
1979,11.22,16.98,-5.76,,,,Alla tua mensa,Martinez,,"31,4,5,13,20",Lq3wLoL8O18,0.3880588912579958,-0.49956634865568084,-0.11150745739768503,
2453,12.72,19.08,-6.359999999999998,,,,Grazie Gesù,Giulia e Tommaso Fasano,Festa di prima Comunione,"31,10",JCWXU2p21QI,0.4399384221748402,-0.5516045099739807,-0.1116660877991405,
