id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
2162,Be thou my vision,,0.05,-0.09,,,-1.0,:material-dots-horizontal: Mh
1667,Cosa Offrirti,,0.2,-0.27,,,-1.0,:material-dots-horizontal: Mh
2407,Solo tu il mio Dio ,,0.21,-0.29,,,-1.0,:material-dots-horizontal: Mh
2026,Tu un giorno,,0.19,-0.27,,,-1.0,:material-dots-horizontal: Mh
2505,Cristo muove le montagne,,0.26,-0.34,,,-1.0,:material-dots-horizontal: Mh
2610,T'amo Gesù,,0.13,-0.19,,,-1.0,:material-dots-horizontal: Mh
2359,T'invochiamo Spirito,,0.06,-0.1,,,-1.0,:material-dots-horizontal: Mh
217,Grandi cose,,0.19,-0.26,,,-1.0,:material-dots-horizontal: Mh
2035,Compromettersi per Cristo,,0.12,-0.18,,,-1.0,:material-dots-horizontal: Mh
1847,Ave Maria stella del mattino,,0.21,-0.28,,,-1.0,:material-dots-horizontal: Mh
2145,Fuoco d'amore,,0.12,-0.17,,,-1.0,:material-dots-horizontal: Mh
291,Lodi di Dio altissimo,,0.14,-0.19,,,-1.0,:material-dots-horizontal: Mh
2085,Ascolta Israele,,0.05,-0.08,,,-1.0,:material-dots-horizontal: Mh
465,Tu scendi dalle stelle,,0.17,-0.24,,,-1.0,:material-dots-horizontal: Mh
2432,"Io ti amo Signore, mia forza Tu sei",,0.12,-0.17,,,-1.0,:material-dots-horizontal: Mh
2619,A te elevo la voce,,0.16,-0.23,,,-1.0,:material-dots-horizontal: Mh
2055,Maria tu prega,,0.22,-0.29,,,-1.0,:material-dots-horizontal: Mh
168,E' bello lodarti,,0.19,-0.26,,,-1.0,:material-dots-horizontal: Mh
1624,"Maria, sei l'unico fiore",,0.15,-0.21,,,-1.0,:material-dots-horizontal: Mh
3012,Tu solo Signore sei degno,,0.23,-0.3,,,-1.0,:material-dots-horizontal: Mh
2364,Saldo è il mio cuore Dio,,0.15,-0.22,,,-1.0,:material-dots-horizontal: Mh
2046,La barca,,0.15,-0.2,,,-1.0,:material-dots-horizontal: Mh
2574,Ti parlerò di me,,0.2,-0.28,,,-1.0,:material-dots-horizontal: Mh
3027,"Contigo Maria (Con te, Maria)",,0.21,-0.28,,,-1.0,:material-dots-horizontal: Mh
1626,O Amore Ineffabile,,0.12,-0.17,,,-1.0,:material-dots-horizontal: Mh
2777,Tu sei il mio Dio (Meraviglioso),,0.22,-0.29,,,-1.0,:material-dots-horizontal: Mh
1685,Corpo di Gesù,,0.16,-0.23,,,-1.0,:material-dots-horizontal: Mh
1978,In Eterno Canterò,,0.19,-0.26,,,-1.0,:material-dots-horizontal: Mh
2581,Girl On A Mission,,0.02,-0.05,,,-1.0,:material-dots-horizontal: Mh
362,Preghiera,,0.21,-0.28,,,-1.0,:material-dots-horizontal: Mh
1612,Vieni Spirito di Dio,,0.13,-0.19,,,-1.0,:material-dots-horizontal: Mh
2974,Noi abbiamo creduto al tuo amore,,0.22,-0.3,,,-1.0,:material-dots-horizontal: Mh
252,Io loderò il Signore,,0.18,-0.28,,,-2.0,:material-dots-horizontal: Mh
2341,Questo pane spezzato,,0.19,-0.28,,,-2.0,:material-dots-horizontal: Mh
441,Spirito di Dio (Consacrami),,0.13,-0.2,,,-2.0,:material-dots-horizontal: Mh
1562,Come il cervo va all'acqua viva,,0.22,-0.33,,,-2.0,:material-dots-horizontal: Mh
1559,Come il cervo va all'acqua viva (semplificata),,0.22,-0.33,,,-2.0,:material-dots-horizontal: Mh
282,Lo Spirito del Signore,,0.22,-0.33,,,-2.0,:material-dots-horizontal: Mh
1992,Spirito Santo (Espiritus Santo),,0.12,-0.2,,,-2.0,:material-dots-horizontal: Mh
2491,Alleluia (congolese),,0.02,-0.07,,,-2.0,:material-dots-horizontal: Mh
2358,Ti offro Signor,,0.13,-0.2,,,-2.0,:material-dots-horizontal: Mh
2654,Gesù ti adoro,,0.18,-0.26,,,-2.0,:material-dots-horizontal: Mh
1688,Gesù t’adoriamo,,0.13,-0.2,,,-2.0,:material-dots-horizontal: Mh
1657,Parla al mio cuore,,0.23,-0.34,,,-2.0,:material-dots-horizontal: Mh
2655,Celebra il Re,,0.12,-0.2,,,-2.0,:material-dots-horizontal: Mh
300,"Maranathà, Vieni Signor",,0.19,-0.29,,,-2.0,:material-dots-horizontal: Mh
2417,A te nostro Padre,,0.09,-0.16,,,-2.0,:material-dots-horizontal: Mh
2121,Who you say I am,,0.02,-0.08,,,-2.0,:material-dots-horizontal: Mh
1412,Invochiamo la Tua Presenza,,0.06,-0.11,,,-2.0,:material-dots-horizontal: Mh
1701,Sono il Signor che ti guarisce,,0.21,-0.31,,,-2.0,:material-dots-horizontal: Mh
2315,Il cieco di Siloe,,0.2,-0.29,,,-2.0,:material-dots-horizontal: Mh
2424,Mio rifugio sei tu,,0.16,-0.24,,,-2.0,:material-dots-horizontal: Mh
2047,Vexilla regis prodeunt,,0.0,-0.04,,,-2.0,:material-dots-horizontal: Mh
2797,The blessing,,0.19,-0.28,,,-2.0,:material-dots-horizontal: Mh
1605,Spirito Santo soffio di vita,,0.05,-0.1,,,-2.0,:material-dots-horizontal: Mh
2511,Dio farà un via ,,0.17,-0.25,,,-2.0,:material-dots-horizontal: Mh
130,Col Tuo amor,,0.12,-0.19,,,-2.0,:material-dots-horizontal: Mh
2563,Ruah,,0.14,-0.22,,,-2.0,:material-dots-horizontal: Mh
2287,O Dio tu sei il mio Dio,,0.15,-0.24,,,-2.0,:material-dots-horizontal: Mh
1588,Lode e Gloria,,0.23,-0.35,,,-3.0,:material-dots-horizontal: Mh
2411,Alla porta del mio cuore,,0.21,-0.33,,,-3.0,:material-dots-horizontal: Mh
1794,Sei Dio,,0.17,-0.27,,,-3.0,:material-dots-horizontal: Mh
2522,Gesù io desidero amarti,,0.03,-0.11,,,-3.0,:material-dots-horizontal: Mh
2872,Con il Tuo sangue,,0.12,-0.22,,,-3.0,:material-dots-horizontal: Mh
2523,Gesù (mi perdonò),,0.1,-0.2,,,-3.0,:material-dots-horizontal: Mh
1355,Io dico il mio sì - Marco Guadin,,0.22,-0.35,,,-3.0,:material-dots-horizontal: Mh
2857,La forza del tuo amore,,0.19,-0.3,,,-3.0,:material-dots-horizontal: Mh
203,Gesù per le strade,,0.16,-0.26,,,-3.0,:material-dots-horizontal: Mh
2400,Tu sei il mio Dio ,,0.18,-0.3,,,-3.0,:material-dots-horizontal: Mh
147,Custodiscimi,,0.1,-0.2,,,-3.0,:material-dots-horizontal: Mh
1707,Tu sei Re,,0.05,-0.13,,,-3.0,:material-dots-horizontal: Mh
2365,"Spirito di Dio, scendi su di noi",,0.15,-0.26,,,-3.0,:material-dots-horizontal: Mh
1352,Abbracciami,,0.17,-0.27,,,-3.0,:material-dots-horizontal: Mh
2525,Grazie a Te,,0.14,-0.24,,,-3.0,:material-dots-horizontal: Mh
371,Quale gioia (è star con Te),,0.18,-0.29,,,-3.0,:material-dots-horizontal: Mh
1392,Il Natale del Signor (Titolo originale: The first Nowell),,0.18,-0.29,,,-3.0,:material-dots-horizontal: Mh
2441,C'eri tu ,,0.09,-0.19,,,-3.0,:material-dots-horizontal: Mh
2413,Al tuo santo altar,,0.12,-0.24,,,-4.0,:material-dots-horizontal: Mh
257,Io vedo il Re,,0.16,-0.3,,,-4.0,:material-dots-horizontal: Mh
2800,Mi hai amato per primo,,0.08,-0.2,,,-4.0,:material-dots-horizontal: Mh
2397,Misericordia sei,,0.07,-0.18,,,-4.0,:material-dots-horizontal: Mh
2699,Ci perdonerai,,0.11,-0.23,,,-4.0,:material-dots-horizontal: Mh
2455,Pane della vita,,0.15,-0.27,,,-4.0,:material-dots-horizontal: Mh
2057,Gesù ricordati di me,,0.2,-0.33,,,-4.0,:material-dots-horizontal: Mh
2326,Tu sei qui,,0.19,-0.33,,,-4.0,:material-dots-horizontal: Mh
120,Canto a Te Maria,,0.21,-0.35,,,-4.0,:material-dots-horizontal: Mh
2261,Pane per noi spezzato,,0.13,-0.25,,,-4.0,:material-dots-horizontal: Mh
1697,Ti amo Signor,,0.08,-0.18,,,-4.0,:material-dots-horizontal: Mh
1702,Questo è il mio corpo,,0.09,-0.21,,,-4.0,:material-dots-horizontal: Mh
1738,Misericordia sei,,0.07,-0.18,,,-4.0,:material-dots-horizontal: Mh
1797,"Signore, fa di me uno strumento",,0.17,-0.31,,,-4.0,:material-dots-horizontal: Mh
1814,Un canto semplice d’amore,,0.15,-0.28,,,-4.0,:material-dots-horizontal: Mh
1630,Gesù mori per me (invocazione),,0.08,-0.19,,,-4.0,:material-dots-horizontal: Mh
2544,Lui ci ha dato i cieli,,0.13,-0.25,,,-4.0,:material-dots-horizontal: Mh
306,Mi arrendo al Tuo amore,,0.22,-0.39,,,-5.0,:material-dots-horizontal: Mh
1995,Tu sei Santo Tu sei Re,,0.04,-0.16,,,-5.0,:material-dots-horizontal: Mh
2083,Anima Christi,,0.01,-0.12,,,-5.0,:material-dots-horizontal: Mh
1669,Io vengo a Te,,0.22,-0.39,,,-5.0,:material-dots-horizontal: Mh
1554,Emmanuel tu sei,,0.15,-0.3,,,-5.0,:material-dots-horizontal: Mh
2043,Sono nato di nuovo,,0.16,-0.31,,,-5.0,:material-dots-horizontal: Mh
3009,Solo per Amore,,0.16,-0.32,,,-5.0,:material-dots-horizontal: Mh
1659,Dammi i Tuoi Occhi,,0.13,-0.28,,,-5.0,:material-dots-horizontal: Mh
1608,Guariscimi o mio Signor,,0.04,-0.16,,,-5.0,:material-dots-horizontal: Mh
2053,Canoni - Nulla ti turbi,,0.07,-0.19,,,-5.0,:material-dots-horizontal: Mh
1689,Gesù (Al mattino),,0.1,-0.24,,,-5.0,:material-dots-horizontal: Mh
2534,Il padre che è nei cieli,,0.14,-0.31,,,-6.0,:material-dots-horizontal: Mh
1678,Io credo in te Gesù,,0.14,-0.32,,,-6.0,:material-dots-horizontal: Mh
2137,Cantiamo insieme al Signore,,0.12,-0.29,,,-6.0,:material-dots-horizontal: Mh
1964,Mira il tuo popolo,,0.12,-0.29,,,-6.0,:material-dots-horizontal: Mh
2625,Gesù (Pentecoste '81),,0.08,-0.23,,,-6.0,:material-dots-horizontal: Mh
1737,Potente sei mio Signor,,0.2,-0.38,,,-6.0,:material-dots-horizontal: Mh
2538,Io Ti adoro (Versione italiana),,0.15,-0.33,,,-6.0,:material-dots-horizontal: Mh
2789,Voglio restar con Te,,0.12,-0.28,,,-6.0,:material-dots-horizontal: Mh
1975,Tu sei qui (Medjugorje),,0.05,-0.2,,,-6.0,:material-dots-horizontal: Mh
2399,Nelle tue mani,,0.19,-0.39,,,-7.000000000000001,:material-dots-horizontal: Mh
2688,"Amici, è lui",,0.12,-0.31,,,-7.000000000000001,:material-dots-horizontal: Mh
1622,Saldo è il mio cuore,,0.16,-0.35,,,-7.000000000000001,:material-dots-horizontal: Mh
1694,"Gloria, gloria, gloria io l’ho incontrato",,0.04,-0.2,,,-7.000000000000001,:material-dots-horizontal: Mh
1825,Il Consolatore,,0.16,-0.35,,,-7.000000000000001,:material-dots-horizontal: Mh
2483,Io mi arrendo,,0.12,-0.33,,,-8.0,:material-dots-horizontal: Mh
2433,Vieni Santo Spirito (culla il mio cuore),,0.1,-0.3,,,-8.0,:material-dots-horizontal: Mh
2130,Degno di Lode,,0.13,-0.34,,,-8.0,:material-dots-horizontal: Mh
2393,Io credo in te Gesù (v2),,0.12,-0.34,,,-8.0,:material-dots-horizontal: Mh
434,Sono qui a lodarti (luce del mondo),,0.17,-0.4,,,-8.0,:material-dots-horizontal: Mh
2160,Il nostro cuore offriamo a te (completo),,0.14,-0.4,,,-10.0,:material-dots-horizontal: Mh
1666,Sposa amata,,0.09,-0.34,,,-10.0,:material-dots-horizontal: Mh
1665,Il nostro cuore offriamo a te,,0.14,-0.4,,,-10.0,:material-dots-horizontal: Mh
14,Alla Tua presenza,,0.12,-0.4,,,-11.0,:material-dots-horizontal: Mh
2579,Voglio darti il mio cuor,,0.08,-0.37,,,-12.0,:material-dots-horizontal: Mh
290,Lode e gloria a Te,,0.06,-0.36,,,-13.0,:material-dots-horizontal: Mh
